CPT only copyright 2014 American Medical Association. All rights reserved.,,,,,,,,
"""2014 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-18000,,,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,,,
INTEGUMENTARY,15940,TOTAL,405,250457.58,195042.07,,,
INTEGUMENTARY,15941,80S,12,1225.6099999999999,960.91,,,
INTEGUMENTARY,15941,OTHER,229,181717.16,141747.70000000001,,,
INTEGUMENTARY,15941,TOTAL,241,182942.77,142708.60999999999,,,
INTEGUMENTARY,15944,80S,N/A,173,135.63999999999999,,,
INTEGUMENTARY,15944,OTHER,212,153843.76999999999,118088.86,,,
INTEGUMENTARY,15944,TOTAL,214,154016.76999999999,118224.5,,,
INTEGUMENTARY,15945,80S,N/A,539.26,422.77,,,
INTEGUMENTARY,15945,OTHER,118,97331.25,75338.81,,,
INTEGUMENTARY,15945,TOTAL,124,97870.51,75761.58,,,
INTEGUMENTARY,15946,80S,N/A,0,0,,,
INTEGUMENTARY,15946,OTHER,2423,3814318.4,2966306.69,,,
INTEGUMENTARY,15946,TOTAL,2423,3814318.4,2966306.69,,,
INTEGUMENTARY,15950,80S,N/A,0,0,,,
INTEGUMENTARY,15950,OTHER,166,77831.89,60789.68,,,
INTEGUMENTARY,15950,TOTAL,166,77831.89,60789.68,,,
INTEGUMENTARY,15951,80S,N/A,181.15,142.01,,,
INTEGUMENTARY,15951,OTHER,45,33070.370000000003,25927.19,,,
INTEGUMENTARY,15951,TOTAL,48,33251.519999999997,26069.200000000001,,,
INTEGUMENTARY,15952,80S,N/A,113.99,89.37,,,
INTEGUMENTARY,15952,OTHER,38,31124.43,24401.55,,,
INTEGUMENTARY,15952,TOTAL,39,31238.42,24490.92,,,
INTEGUMENTARY,15953,OTHER,17,14639.9,11362.44,,,
INTEGUMENTARY,15953,TOTAL,17,14639.9,11362.44,,,
INTEGUMENTARY,15956,80S,N/A,0,0,,,
INTEGUMENTARY,15956,OTHER,534,526891.99,412658.58,,,
INTEGUMENTARY,15956,TOTAL,534,526891.99,412658.58,,,
INTEGUMENTARY,15958,80S,N/A,0,0,,,
INTEGUMENTARY,15958,OTHER,386,315432.68,246222.69,,,
INTEGUMENTARY,15958,TOTAL,386,315432.68,246222.69,,,
INTEGUMENTARY,15999,80S,N/A,257.37,201.78,,,
INTEGUMENTARY,15999,OTHER,196,97476.07,76302.5,,,
INTEGUMENTARY,15999,TOTAL,197,97733.440000000002,76504.28,,,
INTEGUMENTARY,16000,OTHER,2083,120900.03,89361.97,,,
INTEGUMENTARY,16000,TOTAL,2083,120900.03,89361.97,,,
INTEGUMENTARY,16020,80S,N/A,0,0,,,
INTEGUMENTARY,16020,OTHER,17639,1167073.1399999999,874675.92,,,
INTEGUMENTARY,16020,TOTAL,17639,1167073.1399999999,874675.92,,,
INTEGUMENTARY,16025,80S,N/A,0,0,,,
INTEGUMENTARY,16025,OTHER,2080,260358.04,195922.2,,,
INTEGUMENTARY,16025,TOTAL,2080,260358.04,195922.2,,,
INTEGUMENTARY,16030,80S,N/A,0,0,,,
INTEGUMENTARY,16030,OTHER,1079,151452.92000000001,116218.77,,,
INTEGUMENTARY,16030,TOTAL,1079,151452.92000000001,116218.77,,,
INTEGUMENTARY,16035,80S,N/A,0,0,,,
INTEGUMENTARY,16035,OTHER,785,152172.42000000001,118239.59,,,
INTEGUMENTARY,16035,TOTAL,785,152172.42000000001,118239.59,,,
INTEGUMENTARY,16036,80S,N/A,0,0,,,
INTEGUMENTARY,16036,OTHER,777,65885.679999999993,51258.35,,,
INTEGUMENTARY,16036,TOTAL,777,65885.679999999993,51258.35,,,
INTEGUMENTARY,17000,80S,N/A,0,0,,,
INTEGUMENTARY,17000,SG,95,2180.12,1699.25,,,
INTEGUMENTARY,17000,OTHER,5378159,323269672.25999999,230259902.83000001,,,
INTEGUMENTARY,17000,TOTAL,5378254,323271852.38,230261602.08000001,,,
INTEGUMENTARY,17003,80S,N/A,0,0,,,
INTEGUMENTARY,17003,SG,N/A,0,0,,,
INTEGUMENTARY,17003,OTHER,17459292,165204870.94,124554248.34,,,
INTEGUMENTARY,17003,TOTAL,17459292,165204870.94,124554248.34,,,
INTEGUMENTARY,17004,80S,N/A,0,0,,,
INTEGUMENTARY,17004,SG,15,639.41999999999996,469.34,,,
INTEGUMENTARY,17004,OTHER,778343,114549479.90000001,84199945.659999996,,,
INTEGUMENTARY,17004,TOTAL,778358,114550119.31999999,84200415,,,
INTEGUMENTARY,17106,SG,12,1535.12,1203.53,,,
INTEGUMENTARY,17106,OTHER,2920,917117,699636.09,,,
INTEGUMENTARY,17106,TOTAL,2932,918652.12,700839.62,,,
INTEGUMENTARY,17107,80S,N/A,0,0,,,
INTEGUMENTARY,17107,OTHER,1244,506224.91,387412.69,,,
INTEGUMENTARY,17107,TOTAL,1244,506224.91,387412.69,,,
INTEGUMENTARY,17108,80S,70,4826.87,3748.12,,,
INTEGUMENTARY,17108,OTHER,3159,1927290.41,1482913.65,,,
INTEGUMENTARY,17108,TOTAL,3229,1932117.28,1486661.77,,,
INTEGUMENTARY,17110,80S,N/A,0,0,,,
INTEGUMENTARY,17110,SG,21,534.83000000000004,419.3,,,
INTEGUMENTARY,17110,OTHER,1826387,186659596.99000001,135512896.63999999,,,
INTEGUMENTARY,17110,TOTAL,1826408,186660131.81999999,135513315.94,,,
INTEGUMENTARY,17111,80S,N/A,0,0,,,
INTEGUMENTARY,17111,SG,N/A,118.86,93.18,,,
INTEGUMENTARY,17111,OTHER,92124,11445641.560000001,8400307.1999999993,,,
INTEGUMENTARY,17111,TOTAL,92126,11445760.42,8400400.379999999,,,
INTEGUMENTARY,17250,80S,N/A,0,0,,,
INTEGUMENTARY,17250,SG,N/A,27.87,21.85,,,
INTEGUMENTARY,17250,OTHER,149407,8340788.1500000004,6367771.5,,,
INTEGUMENTARY,17250,TOTAL,149408,8340816.0199999996,6367793.3499999996,,,
INTEGUMENTARY,17260,OTHER,20431,1384838.22,1030502.4,,,
INTEGUMENTARY,17260,TOTAL,20431,1384838.22,1030502.4,,,
INTEGUMENTARY,17261,OTHER,132987,15411995.939999999,11576066.74,,,
INTEGUMENTARY,17261,TOTAL,132987,15411995.939999999,11576066.74,,,
INTEGUMENTARY,17262,80S,N/A,0,0,,,
INTEGUMENTARY,17262,SG,12,432.75,339.24,,,
INTEGUMENTARY,17262,OTHER,245090,36452433.719999999,27577817.940000001,,,
INTEGUMENTARY,17262,TOTAL,245102,36452866.469999999,27578157.18,,,
INTEGUMENTARY,17263,SG,N/A,72.930000000000007,57.17,,,
INTEGUMENTARY,17263,OTHER,45725,7790572.7999999998,5919869.0099999998,,,
INTEGUMENTARY,17263,TOTAL,45727,7790645.7300000004,5919926.1799999997,,,
INTEGUMENTARY,17264,SG,N/A,35.54,27.86,,,
INTEGUMENTARY,17264,OTHER,6975,1296580.4099999999,987284.36,,,
INTEGUMENTARY,17264,TOTAL,6976,1296615.95,987312.22,,,
INTEGUMENTARY,17266,SG,N/A,197.61,154.93,,,
INTEGUMENTARY,17266,OTHER,2289,482955.44,366556.92,,,
INTEGUMENTARY,17266,TOTAL,2291,483153.05,366711.85,,,
INTEGUMENTARY,17270,OTHER,10928,1346284.84,1012751.66,,,
INTEGUMENTARY,17270,TOTAL,10928,1346284.84,1012751.66,,,
INTEGUMENTARY,17271,SG,N/A,177.7,139.30000000000001,,,
INTEGUMENTARY,17271,OTHER,55584,7414734.4000000004,5595186.6900000004,,,
INTEGUMENTARY,17271,TOTAL,55588,7414912.1000000006,5595325.9900000002,,,
INTEGUMENTARY,17272,80S,N/A,0,0,,,
INTEGUMENTARY,17272,SG,N/A,337.21,264.35000000000002,,,
INTEGUMENTARY,17272,OTHER,81341,13045990.24,9884112.7300000004,,,
INTEGUMENTARY,17272,TOTAL,81349,13046327.449999999,9884377.0800000001,,,
INTEGUMENTARY,17273,SG,N/A,159.02000000000001,124.67,,,
INTEGUMENTARY,17273,OTHER,15116,2835124.72,2158202.7999999998,,,
INTEGUMENTARY,17273,TOTAL,15118,2835283.74,2158327.4700000002,,,
INTEGUMENTARY,17274,OTHER,2680,593350.63,455563.17,,,
INTEGUMENTARY,17274,TOTAL,2680,593350.63,455563.17,,,
INTEGUMENTARY,17276,OTHER,1108,283475.43,216602.91,,,
INTEGUMENTARY,17276,TOTAL,1108,283475.43,216602.91,,,
INTEGUMENTARY,17280,SG,N/A,115.97,90.91,,,
INTEGUMENTARY,17280,OTHER,36013,4095910.21,3051633.63,,,
INTEGUMENTARY,17280,TOTAL,36015,4096026.18,3051724.54,,,
INTEGUMENTARY,17281,80S,N/A,0,0,,,
INTEGUMENTARY,17281,SG,N/A,283.67,222.41,,,
INTEGUMENTARY,17281,OTHER,111649,16994703.809999999,12820018.109999999,,,
INTEGUMENTARY,17281,TOTAL,111655,16994987.48,12820240.52,,,
INTEGUMENTARY,17282,SG,N/A,316.39,248.03,,,
INTEGUMENTARY,17282,OTHER,105161,19158698.68,14534109.439999999,,,
INTEGUMENTARY,17282,TOTAL,105167,19159015.07,14534357.470000001,,,
INTEGUMENTARY,17283,SG,N/A,184.11,144.34,,,
INTEGUMENTARY,17283,OTHER,15540,3509843.04,2677065.67,,,
INTEGUMENTARY,17283,TOTAL,15543,3510027.15,2677210.0099999998,,,
INTEGUMENTARY,17284,SG,N/A,147.56,115.69,,,
INTEGUMENTARY,17284,OTHER,2625,678448.11,519536.32,,,
INTEGUMENTARY,17284,TOTAL,2626,678595.67,519652.01,,,
INTEGUMENTARY,17286,OTHER,1230,412180.11,316995.46000000002,,,
INTEGUMENTARY,17286,TOTAL,1230,412180.11,316995.46000000002,,,
INTEGUMENTARY,17311,80S,N/A,0,0,,,
INTEGUMENTARY,17311,SG,457,83557.55,63926.26,,,
INTEGUMENTARY,17311,OTHER,636554,340531077.13999999,262768776.88,,,
INTEGUMENTARY,17311,TOTAL,637011,340614634.69,262832703.13999999,,,
INTEGUMENTARY,17312,SG,N/A,2197.14,1722.54,,,
INTEGUMENTARY,17312,OTHER,455043,171107169.75,133226575.25,,,
INTEGUMENTARY,17312,TOTAL,455053,171109366.88999999,133228297.79000001,,,
INTEGUMENTARY,17313,SG,61,11864.14,9070.99,,,
INTEGUMENTARY,17313,OTHER,92487,49573993,38300090.07,,,
INTEGUMENTARY,17313,TOTAL,92548,49585857.140000001,38309161.060000002,,,
INTEGUMENTARY,17314,SG,N/A,0,0,,,
INTEGUMENTARY,17314,OTHER,45925,17277705.989999998,13463295.41,,,
INTEGUMENTARY,17314,TOTAL,45925,17277705.989999998,13463295.41,,,
INTEGUMENTARY,17315,SG,N/A,0,0,,,
INTEGUMENTARY,17315,OTHER,20152,1523352.96,1187220.3799999999,,,
INTEGUMENTARY,17315,TOTAL,20152,1523352.96,1187220.3799999999,,,
INTEGUMENTARY,17340,OTHER,3688,146302.91,106262.64,,,
INTEGUMENTARY,17340,TOTAL,3688,146302.91,106262.64,,,
INTEGUMENTARY,17360,OTHER,1115,139129.87,104428.33,,,
INTEGUMENTARY,17360,TOTAL,1115,139129.87,104428.33,,,
INTEGUMENTARY,17380,OTHER,N/A,484.61,379.92,,,
INTEGUMENTARY,17380,TOTAL,N/A,484.61,379.92,,,
INTEGUMENTARY,17999,80S,N/A,371.86,291.52999999999997,,,
INTEGUMENTARY,17999,SG,N/A,0,0,,,
INTEGUMENTARY,17999,OTHER,952,146424.12,114452.69,,,
INTEGUMENTARY,17999,TOTAL,960,146795.98000000001,114744.22,,,
INTEGUMENTARY,19000,SG,N/A,86.03,67.44,,,
INTEGUMENTARY,19000,OTHER,14042,998979.3,746547.62,,,
INTEGUMENTARY,19000,TOTAL,14043,999065.33000000007,746615.05999999994,,,
INTEGUMENTARY,19001,OTHER,1677,41548.53,31813.07,,,
INTEGUMENTARY,19001,TOTAL,1677,41548.53,31813.07,,,
INTEGUMENTARY,19020,80S,N/A,0,0,,,
INTEGUMENTARY,19020,SG,N/A,3343.52,2621.3200000000002,,,
INTEGUMENTARY,19020,OTHER,2047,671938.27,515795.21,,,
INTEGUMENTARY,19020,TOTAL,2051,675281.79,518416.53,,,
INTEGUMENTARY,19030,SG,N/A,0,0,,,
INTEGUMENTARY,19030,OTHER,940,88468.76,66791.56,,,
INTEGUMENTARY,19030,TOTAL,940,88468.76,66791.56,,,
INTEGUMENTARY,19081,80S,N/A,0,0,,,
INTEGUMENTARY,19081,OTHER,59976,18761272.300000001,14432222.689999999,,,
INTEGUMENTARY,19081,TOTAL,59976,18761272.300000001,14432222.689999999,,,
INTEGUMENTARY,19082,OTHER,4086,855229.98,666004.14,,,
INTEGUMENTARY,19082,TOTAL,4086,855229.98,666004.14,,,
INTEGUMENTARY,19083,80S,N/A,247.81,194.3,,,
INTEGUMENTARY,19083,SG,N/A,543.14,425.82,,,
INTEGUMENTARY,19083,OTHER,104405,35897947.479999997,27692604.440000001,,,
INTEGUMENTARY,19083,TOTAL,104414,35898738.43,27693224.559999999,,,
INTEGUMENTARY,19084,80S,N/A,0,0,,,
INTEGUMENTARY,19084,OTHER,11275,2627418.06,2046023.61,,,
INTEGUMENTARY,19084,TOTAL,11275,2627418.06,2046023.61,,,
INTEGUMENTARY,19085,OTHER,4093,2362469.04,1824494.27,,,
INTEGUMENTARY,19085,TOTAL,4093,2362469.04,1824494.27,,,
INTEGUMENTARY,19086,OTHER,722,314495.31,242440.31,,,
INTEGUMENTARY,19086,TOTAL,722,314495.31,242440.31,,,
INTEGUMENTARY,19100,80S,N/A,0,0,,,
INTEGUMENTARY,19100,OTHER,4477,533760.73,405306.05,,,
INTEGUMENTARY,19100,TOTAL,4477,533760.73,405306.05,,,
INTEGUMENTARY,19101,80S,N/A,0,0,,,
INTEGUMENTARY,19101,SG,N/A,3120.53,2446.5,,,
INTEGUMENTARY,19101,OTHER,2775,772194.87,594350.80000000005,,,
INTEGUMENTARY,19101,TOTAL,2779,775315.4,596797.30000000005,,,
INTEGUMENTARY,19102,OTHER,N/A,0,0,,,
INTEGUMENTARY,19102,TOTAL,N/A,0,0,,,
INTEGUMENTARY,19103,80S,N/A,0,0,,,
INTEGUMENTARY,19103,OTHER,N/A,0,0,,,
INTEGUMENTARY,19103,TOTAL,N/A,0,0,,,
INTEGUMENTARY,19105,OTHER,22,12630.54,9787.14,,,
INTEGUMENTARY,19105,TOTAL,22,12630.54,9787.14,,,
INTEGUMENTARY,19110,80S,N/A,0,0,,,
INTEGUMENTARY,19110,SG,N/A,7721.71,6053.81,,,
INTEGUMENTARY,19110,OTHER,1095,433975.78,334979.71000000002,,,
INTEGUMENTARY,19110,TOTAL,1102,441697.49,341033.52,,,
INTEGUMENTARY,19112,80S,N/A,22.66,17.77,,,
INTEGUMENTARY,19112,OTHER,83,26471.39,20015.34,,,
INTEGUMENTARY,19112,TOTAL,84,26494.05,20033.11,,,
INTEGUMENTARY,19120,80S,N/A,0,0,,,
INTEGUMENTARY,19120,SG,100,102042.69,79130.350000000006,,,
INTEGUMENTARY,19120,OTHER,16538,8017488.46,6185871.5999999996,,,
INTEGUMENTARY,19120,TOTAL,16638,8119531.1500000004,6265001.9499999993,,,
INTEGUMENTARY,19125,80S,N/A,0,0,,,
INTEGUMENTARY,19125,SG,166,157669.51999999999,122557.12,,,
INTEGUMENTARY,19125,OTHER,21355,10734870.5,8297859.2599999998,,,
INTEGUMENTARY,19125,TOTAL,21521,10892540.02,8420416.379999999,,,
INTEGUMENTARY,19126,80S,N/A,0,0,,,
INTEGUMENTARY,19126,SG,N/A,0,0,,,
INTEGUMENTARY,19126,OTHER,1276,212211.64,164242.16,,,
INTEGUMENTARY,19126,TOTAL,1276,212211.64,164242.16,,,
INTEGUMENTARY,19260,80S,122,17004.55,13066.24,,,
INTEGUMENTARY,19260,OTHER,485,499903.55,383999.84,,,
INTEGUMENTARY,19260,TOTAL,607,516908.1,397066.08,,,
INTEGUMENTARY,19271,80S,40,9732.6200000000008,7566.98,,,
INTEGUMENTARY,19271,OTHER,196,300373.38,229957.39,,,
INTEGUMENTARY,19271,TOTAL,236,310106,237524.37,,,
INTEGUMENTARY,19272,80S,35,9245.41,7078.93,,,
INTEGUMENTARY,19272,OTHER,89,161315.1,125017.25,,,
INTEGUMENTARY,19272,TOTAL,124,170560.51,132096.18,,,
INTEGUMENTARY,19281,80S,N/A,21.84,17.12,,,
INTEGUMENTARY,19281,OTHER,30461,3670993.83,2832961.61,,,
INTEGUMENTARY,19281,TOTAL,30464,3671015.67,2832978.73,,,
INTEGUMENTARY,19282,80S,N/A,0,0,,,
INTEGUMENTARY,19282,OTHER,2352,160416.54999999999,124385.23,,,
INTEGUMENTARY,19282,TOTAL,2352,160416.54999999999,124385.23,,,
INTEGUMENTARY,19283,80S,N/A,24.43,19.16,,,
INTEGUMENTARY,19283,OTHER,3997,535568.93999999994,414502.14,,,
INTEGUMENTARY,19283,TOTAL,4000,535593.37,414521.3,,,
INTEGUMENTARY,19284,80S,N/A,7.2,5.64,,,
INTEGUMENTARY,19284,OTHER,386,39280.47,30482.44,,,
INTEGUMENTARY,19284,TOTAL,387,39287.67,30488.080000000002,,,
INTEGUMENTARY,19285,80S,N/A,66.45,52.09,,,
INTEGUMENTARY,19285,SG,N/A,0,0,,,
INTEGUMENTARY,19285,OTHER,18305,2591010.71,2006555.7,,,
INTEGUMENTARY,19285,TOTAL,18314,2591077.16,2006607.79,,,
INTEGUMENTARY,19286,80S,N/A,7.4,5.8,,,
INTEGUMENTARY,19286,OTHER,1258,130209.66,101608.38,,,
INTEGUMENTARY,19286,TOTAL,1259,130217.06,101614.18,,,
INTEGUMENTARY,19287,OTHER,315,106363.43,83339.37,,,
INTEGUMENTARY,19287,TOTAL,315,106363.43,83339.37,,,
INTEGUMENTARY,19288,OTHER,62,19986.22,15669.09,,,
INTEGUMENTARY,19288,TOTAL,62,19986.22,15669.09,,,
INTEGUMENTARY,19290,OTHER,N/A,0,0,,,
INTEGUMENTARY,19290,TOTAL,N/A,0,0,,,
INTEGUMENTARY,19295,OTHER,N/A,0,0,,,
INTEGUMENTARY,19295,TOTAL,N/A,0,0,,,
INTEGUMENTARY,19296,80S,N/A,0,0,,,
INTEGUMENTARY,19296,OTHER,2491,8198950.2999999998,6383598.4699999997,,,
INTEGUMENTARY,19296,TOTAL,2491,8198950.2999999998,6383598.4699999997,,,
INTEGUMENTARY,19297,80S,13,182.36,142.97999999999999,,,
INTEGUMENTARY,19297,OTHER,751,242068.6,189372.09,,,
INTEGUMENTARY,19297,TOTAL,764,242250.96,189515.07,,,
INTEGUMENTARY,19298,80S,N/A,191.35,150.02000000000001,,,
INTEGUMENTARY,19298,OTHER,188,133942.31,104574.67,,,
INTEGUMENTARY,19298,TOTAL,195,134133.66,104724.69,,,
INTEGUMENTARY,19300,80S,N/A,0,0,,,
INTEGUMENTARY,19300,SG,N/A,4455.1499999999996,3492.84,,,
INTEGUMENTARY,19300,OTHER,633,332872.01,259284.48000000001,,,
INTEGUMENTARY,19300,TOTAL,638,337327.16,262777.32,,,
INTEGUMENTARY,19301,80S,1464,133334.42000000001,104256,,,
INTEGUMENTARY,19301,SG,232,198035.74,152587.43,,,
INTEGUMENTARY,19301,OTHER,51207,33455805.93,25974312.91,,,
INTEGUMENTARY,19301,TOTAL,52903,33787176.090000004,26231156.34,,,
INTEGUMENTARY,19302,80S,649,84825.4,66008.289999999994,,,
INTEGUMENTARY,19302,SG,N/A,17627.18,13819.72,,,
INTEGUMENTARY,19302,OTHER,5296,5008275.74,3893647.71,,,
INTEGUMENTARY,19302,TOTAL,5954,5110728.32,3973475.72,,,
INTEGUMENTARY,19303,80S,3183,499129.9,387533.9,,,
INTEGUMENTARY,19303,SG,N/A,7655.42,5918.34,,,
INTEGUMENTARY,19303,OTHER,20565,21991838.98,17088541.640000001,,,
INTEGUMENTARY,19303,TOTAL,23755,22498624.300000001,17481993.879999999,,,
INTEGUMENTARY,19304,80S,97,9239.4699999999993,7048.87,,,
INTEGUMENTARY,19304,OTHER,733,490065.26,376308.82,,,
INTEGUMENTARY,19304,TOTAL,830,499304.73,383357.69,,,
INTEGUMENTARY,19305,80S,95,16076.68,12550.67,,,
INTEGUMENTARY,19305,OTHER,395,438503.87,341796.1,,,
INTEGUMENTARY,19305,TOTAL,490,454580.55,354346.77,,,
INTEGUMENTARY,19306,80S,13,2517.88,1973.99,,,
INTEGUMENTARY,19306,OTHER,44,54817.440000000002,42976.82,,,
INTEGUMENTARY,19306,TOTAL,57,57335.32,44950.81,,,
INTEGUMENTARY,19307,80S,1585,285672.03999999998,221821.81,,,
INTEGUMENTARY,19307,OTHER,9137,10928897.67,8500694.3399999999,,,
INTEGUMENTARY,19307,TOTAL,10722,11214569.710000001,8722516.1500000004,,,
INTEGUMENTARY,19316,80S,284,28584.28,22325.07,,,
INTEGUMENTARY,19316,SG,14,11054.62,8519.8799999999992,,,
INTEGUMENTARY,19316,OTHER,2714,1663224.14,1288878.5900000001,,,
INTEGUMENTARY,19316,TOTAL,3012,1702863.04,1319723.54,,,
INTEGUMENTARY,19318,80S,652,135268.87,105446.63,,,
INTEGUMENTARY,19318,SG,45,69794.179999999993,50713.42,,,
INTEGUMENTARY,19318,OTHER,5599,8094607.9100000001,6261509.79,,,
INTEGUMENTARY,19318,TOTAL,6296,8299670.96,6417669.8399999999,,,
INTEGUMENTARY,19324,80S,N/A,131.09,102.77,,,
INTEGUMENTARY,19324,OTHER,52,24025.37,18553.13,,,
INTEGUMENTARY,19324,TOTAL,55,24156.46,18655.900000000001,,,
INTEGUMENTARY,19325,80S,36,2455.77,1925.28,,,
INTEGUMENTARY,19325,SG,11,25787.57,20074.8,,,
INTEGUMENTARY,19325,OTHER,712,518420.57,403756.38,,,
INTEGUMENTARY,19325,TOTAL,759,546663.91,425756.46,,,
INTEGUMENTARY,19328,80S,N/A,0,0,,,
INTEGUMENTARY,19328,SG,19,27871.47,21735.95,,,
INTEGUMENTARY,19328,OTHER,2353,1186765.02,917604.74,,,
INTEGUMENTARY,19328,TOTAL,2372,1214636.49,939340.69,,,
INTEGUMENTARY,19330,80S,N/A,0,0,,,
INTEGUMENTARY,19330,SG,N/A,14567.47,11420.88,,,
INTEGUMENTARY,19330,OTHER,1344,891611.14,691670.85,,,
INTEGUMENTARY,19330,TOTAL,1354,906178.61,703091.73,,,
INTEGUMENTARY,19340,80S,N/A,0,0,,,
INTEGUMENTARY,19340,SG,16,24090.32,18886.79,,,
INTEGUMENTARY,19340,OTHER,3170,3679027.93,2850992.35,,,
INTEGUMENTARY,19340,TOTAL,3186,3703118.25,2869879.14,,,
INTEGUMENTARY,19342,80S,138,20689.18,16220.2,,,
INTEGUMENTARY,19342,SG,20,47769.46,37336,,,
INTEGUMENTARY,19342,OTHER,3798,4603923.7,3563263.14,,,
INTEGUMENTARY,19342,TOTAL,3956,4672382.34,3616819.34,,,
INTEGUMENTARY,19350,80S,N/A,0,0,,,
INTEGUMENTARY,19350,SG,43,34268.71,26568.75,,,
INTEGUMENTARY,19350,OTHER,2867,2026436.85,1561668.96,,,
INTEGUMENTARY,19350,TOTAL,2910,2060705.56,1588237.71,,,
INTEGUMENTARY,19355,80S,N/A,73.63,57.72,,,
INTEGUMENTARY,19355,OTHER,40,29061.88,22510.51,,,
INTEGUMENTARY,19355,TOTAL,41,29135.51,22568.23,,,
INTEGUMENTARY,19357,80S,721,191974.42,149142.89000000001,,,
INTEGUMENTARY,19357,SG,N/A,18508.29,14510.51,,,
INTEGUMENTARY,19357,OTHER,5695,10411591.300000001,8065970.6900000004,,,
INTEGUMENTARY,19357,TOTAL,6424,10622074.01,8229624.0900000008,,,
INTEGUMENTARY,19361,80S,175,44449.440000000002,34835.75,,,
INTEGUMENTARY,19361,OTHER,952,1561802.57,1216209.56,,,
INTEGUMENTARY,19361,TOTAL,1127,1606252.01,1251045.31,,,
INTEGUMENTARY,19364,80S,165,90204.46,70125.279999999999,,,
INTEGUMENTARY,19364,OTHER,603,1871389.91,1450929.52,,,
INTEGUMENTARY,19364,TOTAL,768,1961594.37,1521054.8,,,
INTEGUMENTARY,19366,80S,204,47845.5,37385.269999999997,,,
INTEGUMENTARY,19366,SG,11,13482.19,10570.03,,,
INTEGUMENTARY,19366,OTHER,1431,2191636.17,1696082.43,,,
INTEGUMENTARY,19366,TOTAL,1646,2252963.86,1744037.73,,,
INTEGUMENTARY,19367,80S,39,11919.32,9131.11,,,
INTEGUMENTARY,19367,OTHER,205,408446.76,317023.25,,,
INTEGUMENTARY,19367,TOTAL,244,420366.08000000002,326154.36,,,
INTEGUMENTARY,19368,80S,N/A,206.29,161.72999999999999,,,
INTEGUMENTARY,19368,OTHER,12,23289.47,18258.96,,,
INTEGUMENTARY,19368,TOTAL,13,23495.759999999998,18420.689999999999,,,
INTEGUMENTARY,19369,80S,N/A,1457.43,1142.6199999999999,,,
INTEGUMENTARY,19369,OTHER,N/A,21379.58,16761.59,,,
INTEGUMENTARY,19369,TOTAL,13,22837.01,17904.21,,,
INTEGUMENTARY,19370,80S,N/A,0,0,,,
INTEGUMENTARY,19370,SG,19,15932.04,12490.74,,,
INTEGUMENTARY,19370,OTHER,2075,1251008.95,973438.25,,,
INTEGUMENTARY,19370,TOTAL,2094,1266940.99,985928.99,,,
INTEGUMENTARY,19371,80S,N/A,0,0,,,
INTEGUMENTARY,19371,SG,35,35881.67,28063.21,,,
INTEGUMENTARY,19371,OTHER,4728,3696838.44,2869529.05,,,
INTEGUMENTARY,19371,TOTAL,4763,3732720.11,2897592.26,,,
INTEGUMENTARY,19380,80S,N/A,0,0,,,
INTEGUMENTARY,19380,SG,38,67995.55,53308.45,,,
INTEGUMENTARY,19380,OTHER,5931,5319037.1500000004,4095944.85,,,
INTEGUMENTARY,19380,TOTAL,5969,5387032.7000000002,4149253.3,,,
INTEGUMENTARY,19396,OTHER,N/A,1242.54,974.14,,,
INTEGUMENTARY,19396,TOTAL,N/A,1242.54,974.14,,,
INTEGUMENTARY,19499,80S,72,1825.6,1431.26,,,
INTEGUMENTARY,19499,OTHER,791,301398.18,231344.38,,,
INTEGUMENTARY,19499,TOTAL,863,303223.78000000003,232775.64,,,
LYMPHATIC,38100,80S,496,75947.240000000005,59210.06,,,
LYMPHATIC,38100,OTHER,2088,2062026.02,1601257.78,,,
LYMPHATIC,38100,TOTAL,2584,2137973.2599999998,1660467.84,,,
LYMPHATIC,38101,80S,N/A,846.37,663.56,,,
LYMPHATIC,38101,OTHER,35,26559.19,20637.38,,,
LYMPHATIC,38101,TOTAL,41,27405.56,21300.94,,,
LYMPHATIC,38102,80S,139,5790.17,4525.22,,,
LYMPHATIC,38102,OTHER,520,138016.66,106914.77,,,
LYMPHATIC,38102,TOTAL,659,143806.82999999999,111439.99,,,
LYMPHATIC,38115,80S,34,4402.03,3345.19,,,
LYMPHATIC,38115,OTHER,118,112351.64,87229.36,,,
LYMPHATIC,38115,TOTAL,152,116753.67,90574.55,,,
LYMPHATIC,38120,80S,328,51285.84,39992.910000000003,,,
LYMPHATIC,38120,OTHER,873,885216.28,690669.32,,,
LYMPHATIC,38120,TOTAL,1201,936502.12,730662.23,,,
LYMPHATIC,38129,80S,N/A,72.34,56.71,,,
LYMPHATIC,38129,OTHER,15,10560.8,8279.66,,,
LYMPHATIC,38129,TOTAL,16,10633.14,8336.369999999999,,,
LYMPHATIC,38200,80S,N/A,0,0,,,
LYMPHATIC,38200,SG,N/A,0,0,,,
LYMPHATIC,38200,OTHER,20,1978.35,1547.42,,,
LYMPHATIC,38200,TOTAL,20,1978.35,1547.42,,,
LYMPHATIC,38204,OTHER,N/A,0,0,,,
LYMPHATIC,38204,TOTAL,N/A,0,0,,,
