CPT only copyright 2014 American Medical Association. All rights reserved.,,,,,,,,
"""2014 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-18000,,,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,,,
CARDIOVASCULAR,33496,OTHER,60,75676.78,58379.31,,,
CARDIOVASCULAR,33496,TOTAL,87,80477.56,62143.11,,,
CARDIOVASCULAR,33500,80S,20,2684.94,2104.98,,,
CARDIOVASCULAR,33500,OTHER,28,27423.87,21500.28,,,
CARDIOVASCULAR,33500,TOTAL,48,30108.81,23605.26,,,
CARDIOVASCULAR,33501,80S,N/A,914.1,716.68,,,
CARDIOVASCULAR,33501,OTHER,14,13916.15,10464.549999999999,,,
CARDIOVASCULAR,33501,TOTAL,22,14830.25,11181.23,,,
CARDIOVASCULAR,33502,80S,42,3831.29,3003.7,,,
CARDIOVASCULAR,33502,OTHER,93,64822.64,50821.03,,,
CARDIOVASCULAR,33502,TOTAL,135,68653.929999999993,53824.73,,,
CARDIOVASCULAR,33503,80S,N/A,673.84,528.27,,,
CARDIOVASCULAR,33503,OTHER,22,16394.7,12853.59,,,
CARDIOVASCULAR,33503,TOTAL,26,17068.54,13381.86,,,
CARDIOVASCULAR,33504,80S,N/A,789.59,619.04,,,
CARDIOVASCULAR,33504,OTHER,12,13021.76,10209.049999999999,,,
CARDIOVASCULAR,33504,TOTAL,19,13811.35,10828.09,,,
CARDIOVASCULAR,33505,80S,N/A,1471.13,1153.3599999999999,,,
CARDIOVASCULAR,33505,OTHER,N/A,9389.27,7361.19,,,
CARDIOVASCULAR,33505,TOTAL,11,10860.4,8514.5499999999993,,,
CARDIOVASCULAR,33506,80S,N/A,286.24,224.41,,,
CARDIOVASCULAR,33506,OTHER,N/A,6546.74,5132.6400000000003,,,
CARDIOVASCULAR,33506,TOTAL,N/A,6832.98,5357.05,,,
CARDIOVASCULAR,33507,80S,23,4234.5,3191.76,,,
CARDIOVASCULAR,33507,OTHER,49,62598.78,48132.27,,,
CARDIOVASCULAR,33507,TOTAL,72,66833.279999999999,51324.03,,,
CARDIOVASCULAR,33508,80S,24275,57273.91,44659.09,,,
CARDIOVASCULAR,33508,OTHER,50836,846473.06,658221.89,,,
CARDIOVASCULAR,33508,TOTAL,75111,903746.97000000009,702880.98,,,
CARDIOVASCULAR,33510,80S,3224,541783.96,423461.46,,,
CARDIOVASCULAR,33510,OTHER,5062,5922321.0499999998,4616553.28,,,
CARDIOVASCULAR,33510,TOTAL,8286,6464105.0099999998,5040014.74,,,
CARDIOVASCULAR,33511,80S,1877,424189.83,329995.15000000002,,,
CARDIOVASCULAR,33511,OTHER,2986,4711942.04,3657155.81,,,
CARDIOVASCULAR,33511,TOTAL,4863,5136131.87,3987150.96,,,
CARDIOVASCULAR,33512,80S,1154,392035.01,305162.11,,,
CARDIOVASCULAR,33512,OTHER,1782,4167204.62,3246653.33,,,
CARDIOVASCULAR,33512,TOTAL,2936,4559239.63,3551815.44,,,
CARDIOVASCULAR,33513,80S,351,124312.14,97343.92,,,
CARDIOVASCULAR,33513,OTHER,575,1406266.13,1096026.43,,,
CARDIOVASCULAR,33513,TOTAL,926,1530578.27,1193370.3500000001,,,
CARDIOVASCULAR,33514,80S,68,26610.1,20707.419999999998,,,
CARDIOVASCULAR,33514,OTHER,135,355786.39,277153.69,,,
CARDIOVASCULAR,33514,TOTAL,203,382396.49,297861.11,,,
CARDIOVASCULAR,33516,80S,16,6252.2,4901.72,,,
CARDIOVASCULAR,33516,OTHER,31,84392.17,61841.83,,,
CARDIOVASCULAR,33516,TOTAL,47,90644.37,66743.55,,,
CARDIOVASCULAR,33517,80S,8933,249191.9,194428.01,,,
CARDIOVASCULAR,33517,OTHER,14266,2786798.67,2169161.0699999998,,,
CARDIOVASCULAR,33517,TOTAL,23199,3035990.57,2363589.08,,,
CARDIOVASCULAR,33518,80S,17167,1052886.6100000001,822101.37,,,
CARDIOVASCULAR,33518,OTHER,26688,11443422.09,8906799.3699999992,,,
CARDIOVASCULAR,33518,TOTAL,43855,12496308.699999999,9728900.7399999984,,,
CARDIOVASCULAR,33519,80S,10580,856749.65,668585.56999999995,,,
CARDIOVASCULAR,33519,OTHER,16402,9244663.6300000008,7183565.29,,,
CARDIOVASCULAR,33519,TOTAL,26982,10101413.279999999,7852150.8600000003,,,
CARDIOVASCULAR,33521,80S,2610,252334.63,197288.98,,,
CARDIOVASCULAR,33521,OTHER,4145,2794060.38,2174851.59,,,
CARDIOVASCULAR,33521,TOTAL,6755,3046395.01,2372140.5699999998,,,
CARDIOVASCULAR,33522,80S,367,39780.559999999998,30854.639999999999,,,
CARDIOVASCULAR,33522,OTHER,609,457165.69,354918.58,,,
CARDIOVASCULAR,33522,TOTAL,976,496946.25,385773.22,,,
CARDIOVASCULAR,33523,80S,47,5875.23,4553.18,,,
CARDIOVASCULAR,33523,OTHER,95,80970.98,61966.33,,,
CARDIOVASCULAR,33523,TOTAL,142,86846.209999999992,66519.510000000009,,,
CARDIOVASCULAR,33530,80S,4736,378069.23,295193.38,,,
CARDIOVASCULAR,33530,OTHER,8118,4468132.72,3476471.31,,,
CARDIOVASCULAR,33530,TOTAL,12854,4846201.9499999993,3771664.69,,,
CARDIOVASCULAR,33533,80S,40789,10233833.34,7973395.7400000002,,,
CARDIOVASCULAR,33533,OTHER,63832,111854797.78,87000749.200000003,,,
CARDIOVASCULAR,33533,TOTAL,104621,122088631.12,94974144.939999998,,,
CARDIOVASCULAR,33534,80S,2548,785890.94,611717.26,,,
CARDIOVASCULAR,33534,OTHER,4177,9030126.2100000009,7004636.79,,,
CARDIOVASCULAR,33534,TOTAL,6725,9816017.1500000004,7616354.0499999998,,,
CARDIOVASCULAR,33535,80S,480,174518.31,136253.65,,,
CARDIOVASCULAR,33535,OTHER,815,2065181.99,1609040.34,,,
CARDIOVASCULAR,33535,TOTAL,1295,2239700.2999999998,1745293.99,,,
CARDIOVASCULAR,33536,80S,194,75823.86,59214.46,,,
CARDIOVASCULAR,33536,OTHER,309,843053.38,654683.29,,,
CARDIOVASCULAR,33536,TOTAL,503,918877.24,713897.75,,,
CARDIOVASCULAR,33542,80S,129,48323.34,37576.33,,,
CARDIOVASCULAR,33542,OTHER,202,509499.62,392234.9,,,
CARDIOVASCULAR,33542,TOTAL,331,557822.96,429811.23,,,
CARDIOVASCULAR,33545,80S,29,14281.06,11196.31,,,
CARDIOVASCULAR,33545,OTHER,53,170791.37,131733.12,,,
CARDIOVASCULAR,33545,TOTAL,82,185072.43,142929.43,,,
CARDIOVASCULAR,33548,80S,43,18079.650000000001,13802.12,,,
CARDIOVASCULAR,33548,OTHER,91,275792.58,212078.46,,,
CARDIOVASCULAR,33548,TOTAL,134,293872.23,225880.58,,,
CARDIOVASCULAR,33572,80S,915,31055.39,24426.28,,,
CARDIOVASCULAR,33572,OTHER,1698,404756.52,316160.74,,,
CARDIOVASCULAR,33572,TOTAL,2613,435811.91,340587.02,,,
CARDIOVASCULAR,33600,80S,21,3151.29,2470.64,,,
CARDIOVASCULAR,33600,OTHER,31,30347.51,23792.36,,,
CARDIOVASCULAR,33600,TOTAL,52,33498.800000000003,26263,,,
CARDIOVASCULAR,33602,80S,N/A,1169.5999999999999,916.98,,,
CARDIOVASCULAR,33602,OTHER,14,12973.02,10170.86,,,
CARDIOVASCULAR,33602,TOTAL,23,14142.62,11087.84,,,
CARDIOVASCULAR,33608,80S,N/A,1006.06,788.76,,,
CARDIOVASCULAR,33608,OTHER,15,24569.53,19262.490000000002,,,
CARDIOVASCULAR,33608,TOTAL,21,25575.59,20051.25,,,
CARDIOVASCULAR,33610,80S,N/A,279.62,219.22,,,
CARDIOVASCULAR,33610,OTHER,N/A,2896.34,2270.7199999999998,,,
CARDIOVASCULAR,33610,TOTAL,N/A,3175.96,2489.94,,,
CARDIOVASCULAR,33612,80S,N/A,139.16999999999999,109.11,,,
CARDIOVASCULAR,33612,OTHER,N/A,7477.44,5862.32,,,
CARDIOVASCULAR,33612,TOTAL,N/A,7616.61,5971.4299999999994,,,
CARDIOVASCULAR,33615,80S,N/A,420.98,330.04,,,
CARDIOVASCULAR,33615,OTHER,N/A,10027.290000000001,7859.05,,,
CARDIOVASCULAR,33615,TOTAL,N/A,10448.27,8189.09,,,
CARDIOVASCULAR,33617,80S,N/A,652.15,511.28,,,
CARDIOVASCULAR,33617,OTHER,N/A,8752.1,6861.65,,,
CARDIOVASCULAR,33617,TOTAL,N/A,9404.25,7372.9299999999994,,,
CARDIOVASCULAR,33619,80S,N/A,405,317.52,,,
CARDIOVASCULAR,33619,TOTAL,N/A,405,317.52,,,
CARDIOVASCULAR,33620,80S,N/A,103.83,81.400000000000006,,,
CARDIOVASCULAR,33620,OTHER,78,104321.97,81788.38,,,
CARDIOVASCULAR,33620,TOTAL,79,104425.8,81869.78,,,
CARDIOVASCULAR,33621,80S,N/A,71.63,56.15,,,
CARDIOVASCULAR,33621,OTHER,N/A,0,0,,,
CARDIOVASCULAR,33621,TOTAL,N/A,71.63,56.15,,,
CARDIOVASCULAR,33641,80S,1113,145012.85,113281.27,,,
CARDIOVASCULAR,33641,OTHER,2031,1836719.11,1430844.34,,,
CARDIOVASCULAR,33641,TOTAL,3144,1981731.96,1544125.61,,,
CARDIOVASCULAR,33645,80S,27,4169.32,3268.78,,,
CARDIOVASCULAR,33645,OTHER,42,50374.03,38774.68,,,
CARDIOVASCULAR,33645,TOTAL,69,54543.35,42043.46,,,
CARDIOVASCULAR,33647,80S,16,3151.18,2470.54,,,
CARDIOVASCULAR,33647,OTHER,30,36459.78,28568.25,,,
CARDIOVASCULAR,33647,TOTAL,46,39610.959999999999,31038.79,,,
CARDIOVASCULAR,33660,80S,N/A,358.78,281.27999999999997,,,
CARDIOVASCULAR,33660,OTHER,11,12800.42,10035.52,,,
CARDIOVASCULAR,33660,TOTAL,14,13159.2,10316.799999999999,,,
CARDIOVASCULAR,33665,80S,N/A,273.69,214.57,,,
CARDIOVASCULAR,33665,OTHER,N/A,3762.28,2949.63,,,
CARDIOVASCULAR,33665,TOTAL,N/A,4035.97,3164.2,,,
CARDIOVASCULAR,33670,80S,N/A,306.86,240.58,,,
CARDIOVASCULAR,33670,OTHER,N/A,4201.87,3179.03,,,
CARDIOVASCULAR,33670,TOTAL,N/A,4508.7299999999996,3419.61,,,
CARDIOVASCULAR,33675,80S,N/A,883.56,692.71,,,
CARDIOVASCULAR,33675,OTHER,N/A,9827.64,7704.87,,,
CARDIOVASCULAR,33675,TOTAL,N/A,10711.2,8397.58,,,
CARDIOVASCULAR,33681,80S,82,15174.58,11896.76,,,
CARDIOVASCULAR,33681,OTHER,137,162743.84,127541.66,,,
CARDIOVASCULAR,33681,TOTAL,219,177918.42,139438.42000000001,,,
CARDIOVASCULAR,33684,OTHER,N/A,0,0,,,
CARDIOVASCULAR,33684,TOTAL,N/A,0,0,,,
CARDIOVASCULAR,33688,80S,N/A,365.46,286.52,,,
CARDIOVASCULAR,33688,OTHER,N/A,5644.44,4425.24,,,
CARDIOVASCULAR,33688,TOTAL,N/A,6009.9,4711.76,,,
CARDIOVASCULAR,33690,OTHER,N/A,1237.03,969.82,,,
CARDIOVASCULAR,33690,TOTAL,N/A,1237.03,969.82,,,
CARDIOVASCULAR,33697,80S,N/A,174.23,136.59,,,
CARDIOVASCULAR,33697,OTHER,N/A,2313.4,1813.71,,,
CARDIOVASCULAR,33697,TOTAL,N/A,2487.63,1950.3,,,
CARDIOVASCULAR,33702,80S,N/A,1114.1600000000001,873.5,,,
CARDIOVASCULAR,33702,OTHER,16,16173.24,12075.06,,,
CARDIOVASCULAR,33702,TOTAL,24,17287.400000000001,12948.56,,,
CARDIOVASCULAR,33720,80S,29,4375.09,3430.08,,,
CARDIOVASCULAR,33720,OTHER,53,51887.26,40303.040000000001,,,
CARDIOVASCULAR,33720,TOTAL,82,56262.350000000013,43733.120000000003,,,
CARDIOVASCULAR,33722,80S,N/A,139.85,109.64,,,
CARDIOVASCULAR,33722,OTHER,N/A,2416.5500000000002,1894.57,,,
CARDIOVASCULAR,33722,TOTAL,N/A,2556.4,2004.21,,,
CARDIOVASCULAR,33724,80S,N/A,606.29,475.33,,,
CARDIOVASCULAR,33724,OTHER,15,16400.93,12858.33,,,
CARDIOVASCULAR,33724,TOTAL,19,17007.22,13333.66,,,
CARDIOVASCULAR,33726,80S,N/A,167.4,131.24,,,
CARDIOVASCULAR,33726,OTHER,N/A,2509.41,1967.38,,,
CARDIOVASCULAR,33726,TOTAL,N/A,2676.81,2098.62,,,
CARDIOVASCULAR,33730,80S,N/A,1035.92,812.17,,,
CARDIOVASCULAR,33730,OTHER,N/A,6877.88,5392.25,,,
CARDIOVASCULAR,33730,TOTAL,N/A,7913.8,6204.42,,,
CARDIOVASCULAR,33732,80S,N/A,524.97,411.58,,,
CARDIOVASCULAR,33732,OTHER,N/A,7193.27,5524.28,,,
CARDIOVASCULAR,33732,TOTAL,N/A,7718.2400000000007,5935.86,,,
CARDIOVASCULAR,33735,80S,N/A,91.01,71.349999999999994,,,
CARDIOVASCULAR,33735,OTHER,N/A,1313,1029.3800000000001,,,
CARDIOVASCULAR,33735,TOTAL,N/A,1404.01,1100.73,,,
CARDIOVASCULAR,33736,80S,N/A,301.22000000000003,236.16,,,
CARDIOVASCULAR,33736,OTHER,N/A,8577.76,6724.98,,,
CARDIOVASCULAR,33736,TOTAL,11,8878.98,6961.1399999999994,,,
CARDIOVASCULAR,33750,OTHER,N/A,2381.6999999999998,1867.25,,,
CARDIOVASCULAR,33750,TOTAL,N/A,2381.6999999999998,1867.25,,,
CARDIOVASCULAR,33755,OTHER,N/A,1281.82,1004.95,,,
CARDIOVASCULAR,33755,TOTAL,N/A,1281.82,1004.95,,,
CARDIOVASCULAR,33762,OTHER,N/A,0,0,,,
CARDIOVASCULAR,33762,TOTAL,N/A,0,0,,,
CARDIOVASCULAR,33764,80S,N/A,179.09,140.4,,,
CARDIOVASCULAR,33764,OTHER,N/A,1316.82,1032.3900000000001,,,
CARDIOVASCULAR,33764,TOTAL,N/A,1495.91,1172.79,,,
CARDIOVASCULAR,33766,80S,N/A,212.66,166.73,,,
CARDIOVASCULAR,33766,OTHER,N/A,5570.15,4367,,,
CARDIOVASCULAR,33766,TOTAL,N/A,5782.8099999999986,4533.7299999999996,,,
CARDIOVASCULAR,33767,OTHER,N/A,690.73,541.53,,,
CARDIOVASCULAR,33767,TOTAL,N/A,690.73,541.53,,,
CARDIOVASCULAR,33768,80S,N/A,63.23,49.57,,,
CARDIOVASCULAR,33768,OTHER,N/A,464.92,364.5,,,
CARDIOVASCULAR,33768,TOTAL,N/A,528.15,414.07,,,
CARDIOVASCULAR,33774,80S,N/A,1376.76,1079.4000000000001,,,
CARDIOVASCULAR,33774,OTHER,N/A,8952.66,7018.85,,,
CARDIOVASCULAR,33774,TOTAL,18,10329.42,8098.25,,,
CARDIOVASCULAR,33775,OTHER,N/A,0,0,,,
CARDIOVASCULAR,33775,TOTAL,N/A,0,0,,,
CARDIOVASCULAR,33780,OTHER,N/A,2019.55,1583.33,,,
CARDIOVASCULAR,33780,TOTAL,N/A,2019.55,1583.33,,,
CARDIOVASCULAR,33782,OTHER,N/A,3085.92,2419.37,,,
CARDIOVASCULAR,33782,TOTAL,N/A,3085.92,2419.37,,,
CARDIOVASCULAR,33786,OTHER,N/A,2624.84,343.27,,,
CARDIOVASCULAR,33786,TOTAL,N/A,2624.84,343.27,,,
CARDIOVASCULAR,33800,80S,N/A,317.54000000000002,248.92,,,
CARDIOVASCULAR,33800,OTHER,N/A,6683.9,5240.1899999999996,,,
CARDIOVASCULAR,33800,TOTAL,15,7001.44,5489.11,,,
CARDIOVASCULAR,33802,80S,N/A,518.42999999999995,406.44,,,
CARDIOVASCULAR,33802,OTHER,N/A,4876.09,3822.85,,,
CARDIOVASCULAR,33802,TOTAL,N/A,5394.52,4229.29,,,
CARDIOVASCULAR,33803,OTHER,N/A,947.14,742.56,,,
CARDIOVASCULAR,33803,TOTAL,N/A,947.14,742.56,,,
CARDIOVASCULAR,33814,OTHER,N/A,812.43,636.94000000000005,,,
CARDIOVASCULAR,33814,TOTAL,N/A,812.43,636.94000000000005,,,
CARDIOVASCULAR,33820,80S,N/A,439.49,344.55,,,
CARDIOVASCULAR,33820,OTHER,18,9645.56,7562.15,,,
CARDIOVASCULAR,33820,TOTAL,23,10085.049999999999,7906.7,,,
CARDIOVASCULAR,33824,80S,N/A,181.54,142.32,,,
CARDIOVASCULAR,33824,OTHER,N/A,5547.22,4349.0200000000004,,,
CARDIOVASCULAR,33824,TOTAL,N/A,5728.76,4491.34,,,
CARDIOVASCULAR,33840,80S,N/A,216.32,169.6,,,
CARDIOVASCULAR,33840,OTHER,N/A,1352.03,1059.99,,,
CARDIOVASCULAR,33840,TOTAL,N/A,1568.35,1229.5899999999999,,,
CARDIOVASCULAR,33845,80S,N/A,460.46,314.68,,,
CARDIOVASCULAR,33845,OTHER,N/A,4702.57,3686.81,,,
CARDIOVASCULAR,33845,TOTAL,N/A,5163.03,4001.49,,,
CARDIOVASCULAR,33851,OTHER,N/A,427.5,335.16,,,
CARDIOVASCULAR,33851,TOTAL,N/A,427.5,335.16,,,
CARDIOVASCULAR,33852,OTHER,N/A,1632.27,1279.7,,,
CARDIOVASCULAR,33852,TOTAL,N/A,1632.27,1279.7,,,
CARDIOVASCULAR,33853,80S,N/A,535.29999999999995,419.68,,,
CARDIOVASCULAR,33853,OTHER,N/A,4706.6099999999997,3689.97,,,
CARDIOVASCULAR,33853,TOTAL,N/A,5241.91,4109.6499999999996,,,
CARDIOVASCULAR,33860,80S,2078,1012775.62,790837.81,,,
CARDIOVASCULAR,33860,OTHER,3674,12212780.890000001,9488032.2200000007,,,
CARDIOVASCULAR,33860,TOTAL,5752,13225556.51,10278870.029999999,,,
CARDIOVASCULAR,33863,80S,985,467647.46,365068.04,,,
CARDIOVASCULAR,33863,OTHER,1761,5741907.21,4461986.1500000004,,,
CARDIOVASCULAR,33863,TOTAL,2746,6209554.6699999999,4827054.1900000004,,,
CARDIOVASCULAR,33864,80S,116,56797.07,44425.21,,,
CARDIOVASCULAR,33864,OTHER,249,825973.33,639076.43000000005,,,
CARDIOVASCULAR,33864,TOTAL,365,882770.39999999991,683501.64,,,
CARDIOVASCULAR,33870,80S,308,75192.639999999999,58756.52,,,
CARDIOVASCULAR,33870,OTHER,859,1328320.8600000001,1033856.98,,,
CARDIOVASCULAR,33870,TOTAL,1167,1403513.5,1092613.5,,,
CARDIOVASCULAR,33875,80S,71,28944.18,22042.39,,,
CARDIOVASCULAR,33875,OTHER,151,374778.14,289400.40000000002,,,
CARDIOVASCULAR,33875,TOTAL,222,403722.32,311442.78999999998,,,
CARDIOVASCULAR,33877,80S,153,88996.81,69568.070000000007,,,
CARDIOVASCULAR,33877,OTHER,446,1471646.51,1143778.45,,,
CARDIOVASCULAR,33877,TOTAL,599,1560643.32,1213346.52,,,
CARDIOVASCULAR,33880,80S,163,45791.23,35497.480000000003,,,
CARDIOVASCULAR,33880,OTHER,940,1400078.56,1094819.6000000001,,,
CARDIOVASCULAR,33880,TOTAL,1103,1445869.79,1130317.08,,,
CARDIOVASCULAR,33881,80S,408,98508.73,77289.009999999995,,,
CARDIOVASCULAR,33881,OTHER,2049,2762873.17,2154587.65,,,
CARDIOVASCULAR,33881,TOTAL,2457,2861381.9,2231876.66,,,
CARDIOVASCULAR,33883,80S,97,9621.5400000000009,7489.12,,,
CARDIOVASCULAR,33883,OTHER,519,298156.83,231121.05,,,
CARDIOVASCULAR,33883,TOTAL,616,307778.37,238610.17,,,
CARDIOVASCULAR,33884,80S,15,968.95,759.7,,,
CARDIOVASCULAR,33884,OTHER,96,33012.339999999997,25881.52,,,
CARDIOVASCULAR,33884,TOTAL,111,33981.289999999994,26641.22,,,
CARDIOVASCULAR,33886,80S,13,1887.18,1479.52,,,
CARDIOVASCULAR,33886,OTHER,119,94323.73,73909.460000000006,,,
CARDIOVASCULAR,33886,TOTAL,132,96210.909999999989,75388.98000000001,,,
CARDIOVASCULAR,33889,80S,18,1347.05,1084.0999999999999,,,
CARDIOVASCULAR,33889,OTHER,64,32953.339999999997,26007.18,,,
CARDIOVASCULAR,33889,TOTAL,82,34300.39,27091.279999999999,,,
CARDIOVASCULAR,33891,80S,N/A,358.19,280.82,,,
CARDIOVASCULAR,33891,OTHER,23,13638.11,10692.3,,,
CARDIOVASCULAR,33891,TOTAL,28,13996.3,10973.12,,,
CARDIOVASCULAR,33910,80S,59,23026.41,18052.759999999998,,,
CARDIOVASCULAR,33910,OTHER,124,327081.27,256311.65,,,
CARDIOVASCULAR,33910,TOTAL,183,350107.68,274364.40999999997,,,
CARDIOVASCULAR,33915,80S,N/A,520.02,407.7,,,
CARDIOVASCULAR,33915,OTHER,20,20951.12,16425.68,,,
CARDIOVASCULAR,33915,TOTAL,23,21471.14,16833.38,,,
CARDIOVASCULAR,33916,80S,11,7304.24,5400.15,,,
CARDIOVASCULAR,33916,OTHER,57,223754.29,172122.77,,,
CARDIOVASCULAR,33916,TOTAL,68,231058.53,177522.92,,,
CARDIOVASCULAR,33917,80S,14,1896.78,1487.08,,,
CARDIOVASCULAR,33917,OTHER,28,23119.200000000001,17589.45,,,
CARDIOVASCULAR,33917,TOTAL,42,25015.98,19076.53,,,
CARDIOVASCULAR,33922,80S,N/A,308.48,241.85,,,
CARDIOVASCULAR,33922,OTHER,N/A,10077.629999999999,7900.86,,,
CARDIOVASCULAR,33922,TOTAL,12,10386.11,8142.71,,,
CARDIOVASCULAR,33924,80S,N/A,88.25,69.19,,,
CARDIOVASCULAR,33924,OTHER,N/A,894.39,701.21,,,
CARDIOVASCULAR,33924,TOTAL,N/A,982.64,770.40000000000009,,,
CARDIOVASCULAR,33925,OTHER,N/A,1715.85,1345.23,,,
CARDIOVASCULAR,33925,TOTAL,N/A,1715.85,1345.23,,,
CARDIOVASCULAR,33930,OTHER,N/A,0,0,,,
CARDIOVASCULAR,33930,TOTAL,N/A,0,0,,,
CARDIOVASCULAR,33933,80S,N/A,13.91,10.91,,,
CARDIOVASCULAR,33933,OTHER,N/A,1235.8599999999999,968.91,,,
CARDIOVASCULAR,33933,TOTAL,N/A,1249.77,979.81999999999994,,,
CARDIOVASCULAR,33935,80S,N/A,4015.05,3147.8,,,
CARDIOVASCULAR,33935,OTHER,N/A,24920.06,19537.330000000002,,,
CARDIOVASCULAR,33935,TOTAL,11,28935.11,22685.13,,,
CARDIOVASCULAR,33940,OTHER,N/A,630,493.92,,,
CARDIOVASCULAR,33940,TOTAL,N/A,630,493.92,,,
CARDIOVASCULAR,33944,80S,170,4214.78,3304.32,,,
CARDIOVASCULAR,33944,OTHER,423,78319.92,61196.07,,,
CARDIOVASCULAR,33944,TOTAL,593,82534.7,64500.39,,,
CARDIOVASCULAR,33945,80S,406,322561.81,250441.84,,,
CARDIOVASCULAR,33945,OTHER,734,3675470.01,2844823.26,,,
CARDIOVASCULAR,33945,TOTAL,1140,3998031.82,3095265.1,,,
CARDIOVASCULAR,33960,80S,58,8700.01,6735.5,,,
CARDIOVASCULAR,33960,OTHER,607,629118.36,488788.58,,,
CARDIOVASCULAR,33960,TOTAL,665,637818.37,495524.08,,,
CARDIOVASCULAR,33961,80S,N/A,0,0,,,
CARDIOVASCULAR,33961,OTHER,2915,1681213.48,1307990.07,,,
CARDIOVASCULAR,33961,TOTAL,2915,1681213.48,1307990.07,,,
CARDIOVASCULAR,33967,80S,267,5575.87,4371.4399999999996,,,
CARDIOVASCULAR,33967,OTHER,16479,2679915.7599999998,2083119.29,,,
CARDIOVASCULAR,33967,TOTAL,16746,2685491.63,2087490.73,,,
CARDIOVASCULAR,33968,80S,N/A,0,0,,,
CARDIOVASCULAR,33968,OTHER,3756,127737.5,99013.93,,,
CARDIOVASCULAR,33968,TOTAL,3756,127737.5,99013.93,,,
CARDIOVASCULAR,33970,80S,231,6754.83,5295.89,,,
CARDIOVASCULAR,33970,OTHER,802,187948.32,147109.41,,,
CARDIOVASCULAR,33970,TOTAL,1033,194703.15,152405.29999999999,,,
CARDIOVASCULAR,33971,80S,N/A,0,0,,,
CARDIOVASCULAR,33971,OTHER,367,231252.78,180564.41,,,
CARDIOVASCULAR,33971,TOTAL,367,231252.78,180564.41,,,
CARDIOVASCULAR,33973,80S,35,2103.94,1649.53,,,
CARDIOVASCULAR,33973,OTHER,108,48159.75,37757.22,,,
CARDIOVASCULAR,33973,TOTAL,143,50263.69,39406.75,,,
CARDIOVASCULAR,33974,80S,N/A,0,0,,,
CARDIOVASCULAR,33974,OTHER,26,23504.55,18427.599999999999,,,
CARDIOVASCULAR,33974,TOTAL,26,23504.55,18427.599999999999,,,
CARDIOVASCULAR,33975,80S,112,16789.689999999999,13118.82,,,
CARDIOVASCULAR,33975,OTHER,290,318766.96000000002,249091.87,,,
CARDIOVASCULAR,33975,TOTAL,402,335556.65,262210.69,,,
CARDIOVASCULAR,33976,80S,29,6497.4,5093.9399999999996,,,
CARDIOVASCULAR,33976,OTHER,56,83936.37,65806.09,,,
CARDIOVASCULAR,33976,TOTAL,85,90433.76999999999,70900.03,,,
CARDIOVASCULAR,33977,80S,55,8429.09,6608.43,,,
CARDIOVASCULAR,33977,OTHER,169,181297.72,140166.62,,,
CARDIOVASCULAR,33977,TOTAL,224,189726.81,146775.04999999999,,,
CARDIOVASCULAR,33978,80S,16,2753.16,2158.4699999999998,,,
CARDIOVASCULAR,33978,OTHER,28,32436.38,25430.080000000002,,,
CARDIOVASCULAR,33978,TOTAL,44,35189.54,27588.55,,,
CARDIOVASCULAR,33979,80S,656,179727.72,139226.42000000001,,,
CARDIOVASCULAR,33979,OTHER,1212,2169400.2200000002,1673822.49,,,
CARDIOVASCULAR,33979,TOTAL,1868,2349127.94,1813048.91,,,
CARDIOVASCULAR,33980,80S,194,33626.699999999997,25972.73,,,
CARDIOVASCULAR,33980,OTHER,360,407350.42,316591.57,,,
CARDIOVASCULAR,33980,TOTAL,554,440977.12,342564.3,,,
CARDIOVASCULAR,33981,80S,N/A,936.65,734.32,,,
CARDIOVASCULAR,33981,OTHER,20,16410.990000000002,12866.25,,,
CARDIOVASCULAR,33981,TOTAL,27,17347.64,13600.57,,,
CARDIOVASCULAR,33982,80S,16,5054.2,3962.48,,,
CARDIOVASCULAR,33982,OTHER,31,63070.47,49447.27,,,
CARDIOVASCULAR,33982,TOTAL,47,68124.67,53409.75,,,
CARDIOVASCULAR,33983,80S,76,27831.59,21819.88,,,
CARDIOVASCULAR,33983,OTHER,132,313036.07,245420.17,,,
CARDIOVASCULAR,33983,TOTAL,208,340867.66,267240.05,,,
CARDIOVASCULAR,33990,80S,50,3132.2,2455.6799999999998,,,
CARDIOVASCULAR,33990,OTHER,2244,654403.73,509378.92,,,
CARDIOVASCULAR,33990,TOTAL,2294,657535.92999999993,511834.6,,,
CARDIOVASCULAR,33991,80S,N/A,413.24,323.98,,,
CARDIOVASCULAR,33991,OTHER,101,58721.56,45716.07,,,
CARDIOVASCULAR,33991,TOTAL,106,59134.8,46040.05,,,
CARDIOVASCULAR,33992,80S,25,613.36,480.87,,,
CARDIOVASCULAR,33992,OTHER,532,89211.23,69435.39,,,
CARDIOVASCULAR,33992,TOTAL,557,89824.59,69916.259999999995,,,
CARDIOVASCULAR,33993,80S,N/A,157.18,123.22,,,
CARDIOVASCULAR,33993,OTHER,238,35400.11,27445.89,,,
CARDIOVASCULAR,33993,TOTAL,246,35557.29,27569.11,,,
CARDIOVASCULAR,33999,80S,293,46456.51,36495.050000000003,,,
