CPT only copyright 2012 American Medical Association. All rights reserved.,,,,,
,,,,,
"2012 Part B National Summary Data File
Code Range: 03) Radiology (70000 - 79999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-2641,,,,,
RADIOLOGY,70470,TOTAL,184855,17258525.88,13286452.8
RADIOLOGY,70470,26,146894,8761801.7,6732200.17
RADIOLOGY,70470,TC,10492,1719309.51,1332302.42
RADIOLOGY,70470,GLOBL,27469,6777414.67,5221950.21
RADIOLOGY,70480,TOTAL,54300,6273024.3,4859589.94
RADIOLOGY,70480,26,38720,2429071.74,1861130.69
RADIOLOGY,70480,TC,2632,493408.25,384168.69
RADIOLOGY,70480,GLOBL,12948,3350544.31,2614290.56
RADIOLOGY,70481,TOTAL,8209,967600.5,751783.94
RADIOLOGY,70481,26,6698,449240.16,344979.36
RADIOLOGY,70481,TC,247,67422.7,52781.82
RADIOLOGY,70481,GLOBL,1264,450937.64,354022.76
RADIOLOGY,70482,TOTAL,5703,1051574.13,823085.92
RADIOLOGY,70482,26,3599,249713.15,193763.45
RADIOLOGY,70482,TC,299,90586.37,70517.4
RADIOLOGY,70482,GLOBL,1805,711274.61,558805.07
RADIOLOGY,70486,TOTAL,473588,47233320.79,36292867.59
RADIOLOGY,70486,26,355069,19378841.83,14777315
RADIOLOGY,70486,TC,20421,3702882.3,2873485.88
RADIOLOGY,70486,GLOBL,98098,24151596.66,18642066.71
RADIOLOGY,70487,TOTAL,17576,1447046.71,1102730.51
RADIOLOGY,70487,26,15864,968412.84,732892.07
RADIOLOGY,70487,TC,358,75872.49,58667.64
RADIOLOGY,70487,GLOBL,1354,402761.38,311170.8
RADIOLOGY,70488,TOTAL,4114,609608.81,470482.92
RADIOLOGY,70488,26,2926,197056.47,150370.02
RADIOLOGY,70488,TC,195,51824.81,40156.68
RADIOLOGY,70488,GLOBL,993,360727.53,279956.22
RADIOLOGY,70490,TOTAL,67203,6320696.5,4905623.32
RADIOLOGY,70490,26,52894,3269223.95,2533753.16
RADIOLOGY,70490,TC,2951,400809.28,310796.87
RADIOLOGY,70490,GLOBL,11358,2650663.27,2061073.29
RADIOLOGY,70491,TOTAL,236906,23875764.76,18411626.1
RADIOLOGY,70491,26,187379,12278296.4,9402416.42
RADIOLOGY,70491,TC,14650,2316077.15,1797938.88
RADIOLOGY,70491,GLOBL,34877,9281391.21,7211270.8
RADIOLOGY,70492,TOTAL,27811,4798083.89,3728839.67
RADIOLOGY,70492,26,16831,1157927.17,889933.04
RADIOLOGY,70492,TC,1471,368184.61,288593.01
RADIOLOGY,70492,GLOBL,9509,3271972.11,2550313.62
RADIOLOGY,70496,TOTAL,165227,16459905.14,12824358.57
RADIOLOGY,70496,26,151544,11854005.84,9216954.06
RADIOLOGY,70496,TC,3295,825814.9,650239.88
RADIOLOGY,70496,GLOBL,10388,3780084.4,2957164.63
RADIOLOGY,70498,TOTAL,194548,22614590.9,17718853.11
RADIOLOGY,70498,26,171108,13245158.38,10353905.96
RADIOLOGY,70498,TC,5259,1648917.59,1300873.25
RADIOLOGY,70498,GLOBL,18181,7720514.93,6064073.9
RADIOLOGY,70540,TOTAL,11705,2270068.66,1777619.7
RADIOLOGY,70540,26,6628,399703.03,310641.52
RADIOLOGY,70540,TC,593,168582.64,133159.42
RADIOLOGY,70540,GLOBL,4484,1701782.99,1333818.76
RADIOLOGY,70542,TOTAL,1474,281987.26,221369.87
RADIOLOGY,70542,26,1022,75465.76,58580.4
RADIOLOGY,70542,TC,40,15743.36,12503.9
RADIOLOGY,70542,GLOBL,412,190778.14,150285.57
RADIOLOGY,70543,TOTAL,52515,16322527.05,12821827.66
RADIOLOGY,70543,26,31815,3063470.38,2369306.99
RADIOLOGY,70543,TC,2769,1432810.65,1132700.14
RADIOLOGY,70543,GLOBL,17931,11826246.02,9319820.53
RADIOLOGY,70544,TOTAL,323178.1,35588929.51,27992037.7
RADIOLOGY,70544,26,272666.1,15865875.57,12428787.58
RADIOLOGY,70544,TC,9255,3007623.03,2381896.55
RADIOLOGY,70544,GLOBL,41257,16715430.91,13181353.57
RADIOLOGY,70545,TOTAL,3268,447953.86,352273.71
RADIOLOGY,70545,26,2599,147123.51,114855.14
RADIOLOGY,70545,TC,142,54352.66,42599.76
RADIOLOGY,70545,GLOBL,527,246477.69,194818.81
RADIOLOGY,70546,TOTAL,15731,3303989.72,2600843.56
RADIOLOGY,70546,26,12046,1066134.19,830879.65
RADIOLOGY,70546,TC,693,352500.87,276708.89
RADIOLOGY,70546,GLOBL,2992,1885354.66,1493255.02
RADIOLOGY,70547,TOTAL,91992,9814411.28,7751871.02
RADIOLOGY,70547,26,75511,3630366.04,2859101.61
RADIOLOGY,70547,TC,2977,904685.11,717127.76
RADIOLOGY,70547,GLOBL,13504,5279360.13,4175641.65
RADIOLOGY,70548,TOTAL,34148,2771955.23,2183329.12
RADIOLOGY,70548,26,31074,1504183.27,1181691.5
RADIOLOGY,70548,TC,527,194306.88,154639.94
RADIOLOGY,70548,GLOBL,2547,1073465.08,846997.68
RADIOLOGY,70549,TOTAL,87683,15897599.89,12548012.47
RADIOLOGY,70549,26,70901,5493783.68,4308872.97
RADIOLOGY,70549,TC,2966,1561486.72,1235490.25
RADIOLOGY,70549,GLOBL,13816,8842329.49,7003649.25
RADIOLOGY,70551,TOTAL,923787,137486156.06,107238404.76
RADIOLOGY,70551,26,708738,50051977.58,38803316.14
RADIOLOGY,70551,TC,38561,12537823.83,9842374.44
RADIOLOGY,70551,GLOBL,176488,74896354.65,58592714.18
RADIOLOGY,70552,TOTAL,27222,4236772.31,3320913.77
RADIOLOGY,70552,26,22656,1954243.25,1525959.33
RADIOLOGY,70552,TC,634,262337.85,206667.02
RADIOLOGY,70552,GLOBL,3932,2020191.21,1588287.42
RADIOLOGY,70553,TOTAL,1011810,246720608.09,192439670
RADIOLOGY,70553,26,752703,85766494.22,66178349.11
RADIOLOGY,70553,TC,51155,25815129.27,20320104.12
RADIOLOGY,70553,GLOBL,207952,135138984.6,105941216.77
RADIOLOGY,70554,TOTAL,526,78266.24,61384.67
RADIOLOGY,70554,26,462,47201.54,36690.18
RADIOLOGY,70554,TC,11,3801.56,3041.23
RADIOLOGY,70554,GLOBL,53,27263.14,21653.26
RADIOLOGY,70555,TOTAL,157,24922.35,19236.27
RADIOLOGY,70555,26,157,20506.25,15999.98
RADIOLOGY,70555,GLOBL,N/A,4416.1,3236.29
RADIOLOGY,70557,TOTAL,75,14268.73,11200
RADIOLOGY,70557,26,75,13389.22,10496.39
RADIOLOGY,70557,GLOBL,N/A,879.51,703.61
RADIOLOGY,70558,TOTAL,20,3225.9,2580.74
RADIOLOGY,70558,26,20,3225.9,2580.74
RADIOLOGY,70558,GLOBL,N/A,0,0
RADIOLOGY,70559,TOTAL,380,60745.58,48250.72
RADIOLOGY,70559,26,380,59597.12,47331.95
RADIOLOGY,70559,TC,N/A,248.96,199.17
RADIOLOGY,70559,GLOBL,N/A,899.5,719.6
RADIOLOGY,71010,TOTAL,19048693.2,180668261.23,139709726.78
RADIOLOGY,71010,26,18144181.2,161341021.2,125129688.68
RADIOLOGY,71010,TC,233273,3449774.35,2640401.38
RADIOLOGY,71010,GLOBL,671239,15877465.68,11939636.72
RADIOLOGY,71015,TOTAL,443,9192.6,6610.76
RADIOLOGY,71015,26,184,1873.53,1471.12
RADIOLOGY,71015,TC,20,383.38,288.87
RADIOLOGY,71015,GLOBL,239,6935.69,4850.77
RADIOLOGY,71020,TOTAL,13682508.3,203778271.13,149098971.92
RADIOLOGY,71020,26,10249168.3,107825162.46,80615706.99
RADIOLOGY,71020,TC,839828,16128998.61,11446847.55
RADIOLOGY,71020,GLOBL,2593512,79824110.06,57036417.38
RADIOLOGY,71021,TOTAL,10159,236144.52,176061.63
RADIOLOGY,71021,26,5535,73269.51,55172.73
RADIOLOGY,71021,TC,1193,27981.42,20390.42
RADIOLOGY,71021,GLOBL,3431,134893.59,100498.48
RADIOLOGY,71022,TOTAL,22738,746473.15,556736.28
RADIOLOGY,71022,26,9097,138573.92,107810.29
RADIOLOGY,71022,TC,1521,48159.68,37277.88
RADIOLOGY,71022,GLOBL,12120,559739.55,411648.11
RADIOLOGY,71023,TOTAL,3908,88208,69099.6
RADIOLOGY,71023,26,3571,65496.76,51590.92
RADIOLOGY,71023,TC,107,6313.68,5004.98
RADIOLOGY,71023,GLOBL,230,16397.56,12503.7
RADIOLOGY,71030,TOTAL,13040,308057.75,228733.57
RADIOLOGY,71030,26,9396,140934.8,107937.99
RADIOLOGY,71030,TC,529,16118.81,11870.39
RADIOLOGY,71030,GLOBL,3115,151004.14,108925.19
RADIOLOGY,71034,TOTAL,1106,33027.08,25825.37
RADIOLOGY,71034,26,999,22897.82,18080.27
RADIOLOGY,71034,TC,N/A,403.01,322.42
RADIOLOGY,71034,GLOBL,107,9726.25,7422.68
RADIOLOGY,71035,TOTAL,136026,1367439.59,1064572
RADIOLOGY,71035,26,130117,1158461.54,905865.67
RADIOLOGY,71035,TC,959,25769.26,19606.23
RADIOLOGY,71035,GLOBL,4950,183208.79,139100.1
RADIOLOGY,71040,TOTAL,287,10408.42,8185.5
RADIOLOGY,71040,26,248,6259.56,4948.74
RADIOLOGY,71040,TC,N/A,328.28,225.16
RADIOLOGY,71040,GLOBL,39,3820.58,3011.6
RADIOLOGY,71060,TOTAL,58,2098.12,1618.39
RADIOLOGY,71060,26,58,1960.12,1507.99
RADIOLOGY,71060,GLOBL,N/A,138,110.4
RADIOLOGY,71090,TOTAL,N/A,0,0
RADIOLOGY,71090,26,N/A,0,0
RADIOLOGY,71090,GLOBL,N/A,0,0
RADIOLOGY,71100,TOTAL,280284,4914272.46,3620068.98
RADIOLOGY,71100,26,185798,2012215.06,1493053.62
RADIOLOGY,71100,TC,21609,458092.55,330731.85
RADIOLOGY,71100,GLOBL,72877,2443964.85,1796283.51
RADIOLOGY,71101,TOTAL,262031,4983637.53,3646572.12
RADIOLOGY,71101,26,193422,2493325.3,1842640.83
RADIOLOGY,71101,TC,17870,461000.95,334616.19
RADIOLOGY,71101,GLOBL,50739,2029311.28,1469315.1
RADIOLOGY,71110,TOTAL,35665,838037.82,624480.33
RADIOLOGY,71110,26,21026,279009.31,211065.89
RADIOLOGY,71110,TC,3476,94148.68,69796.21
RADIOLOGY,71110,GLOBL,11163,464879.83,343618.23
RADIOLOGY,71111,TOTAL,29753,814070.32,606483.56
RADIOLOGY,71111,26,19478,304416.33,229562.04
RADIOLOGY,71111,TC,2355,87748.14,65465.07
RADIOLOGY,71111,GLOBL,7920,421905.85,311456.45
RADIOLOGY,71120,TOTAL,15244,236272.76,171854.05
RADIOLOGY,71120,26,10979,108149.31,79023.97
RADIOLOGY,71120,TC,959,20359.68,14388.66
RADIOLOGY,71120,GLOBL,3306,107763.77,78441.42
RADIOLOGY,71130,TOTAL,2575,58248.77,42071.06
RADIOLOGY,71130,26,1409,15393.93,11123.79
RADIOLOGY,71130,TC,163,4263.35,2963.89
RADIOLOGY,71130,GLOBL,1003,38591.49,27983.38
RADIOLOGY,71250,TOTAL,1540963,132170481.93,101817313.96
RADIOLOGY,71250,26,1223696,59207041.63,45660758.05
RADIOLOGY,71250,TC,65762,11597229.27,8928960.33
RADIOLOGY,71250,GLOBL,251505,61366211.03,47227595.58
RADIOLOGY,71260,TOTAL,1809135.1,146288218.66,112656222.48
RADIOLOGY,71260,26,1509234.1,82696725.37,63437228.1
RADIOLOGY,71260,TC,105604,16667472.23,12895425.15
RADIOLOGY,71260,GLOBL,194297,46924021.06,36323569.23
RADIOLOGY,71270,TOTAL,122384,17120977.93,13263034.26
RADIOLOGY,71270,26,83390,5116171.41,3936584.41
RADIOLOGY,71270,TC,6066,1402561.63,1092404.64
RADIOLOGY,71270,GLOBL,32928,10602244.89,8234045.21
RADIOLOGY,71275,TOTAL,759161,81136469.78,62869074.43
RADIOLOGY,71275,26,720330,66282997.67,51238192.06
RADIOLOGY,71275,TC,8552,2517022.03,1970485.54
RADIOLOGY,71275,GLOBL,30279,12336450.08,9660396.83
RADIOLOGY,71550,TOTAL,5676,1094236.29,854603.26
RADIOLOGY,71550,26,3592,227782.61,176180.08
RADIOLOGY,71550,TC,229,76650.02,60711.84
RADIOLOGY,71550,GLOBL,1855,789803.66,617711.34
RADIOLOGY,71551,TOTAL,277,59525.88,46428.66
RADIOLOGY,71551,26,200,16221.58,12190.06
RADIOLOGY,71551,TC,N/A,1811.24,1291.55
RADIOLOGY,71551,GLOBL,77,41493.06,32947.05
RADIOLOGY,71552,TOTAL,6299,2017483.99,1586680.85
RADIOLOGY,71552,26,3853,423627.42,328137.03
RADIOLOGY,71552,TC,284,150154.73,118304.82
RADIOLOGY,71552,GLOBL,2162,1443701.84,1140239
RADIOLOGY,71555,TOTAL,7180,1509814.9,1182187.74
RADIOLOGY,71555,26,5033,414798.69,318800.69
RADIOLOGY,71555,TC,220,94887.3,73857.18
RADIOLOGY,71555,GLOBL,1927,1000128.91,789529.87
RADIOLOGY,72010,TOTAL,35030,2216558.76,1620888.89
RADIOLOGY,72010,26,8339,192925.17,145714.15
RADIOLOGY,72010,TC,2240,117989.92,86146.31
RADIOLOGY,72010,GLOBL,24451,1905643.67,1389028.43
RADIOLOGY,72020,TOTAL,237259,2769459.66,2120213.24
RADIOLOGY,72020,26,170495,1274980.78,981529.53
RADIOLOGY,72020,TC,23920,465332.37,368025.73
RADIOLOGY,72020,GLOBL,42844,1029146.51,770657.98
RADIOLOGY,72040,TOTAL,638120,15348132.89,11355458.36
RADIOLOGY,72040,26,334871,3834501.06,2857611.87
RADIOLOGY,72040,TC,40402,1109736.19,800784.52
RADIOLOGY,72040,GLOBL,262847,10403895.64,7697061.97
RADIOLOGY,72050,TOTAL,483838,14458791.8,10503130.22
RADIOLOGY,72050,26,292250,4546814.9,3311242.99
RADIOLOGY,72050,TC,29728,1096177.3,774932.67
RADIOLOGY,72050,GLOBL,161860,8815799.6,6416954.56
RADIOLOGY,72052,TOTAL,96592,4332933.3,3219864.63
RADIOLOGY,72052,26,43681,801994.17,594856.16
RADIOLOGY,72052,TC,7966,388796.09,282963.65
RADIOLOGY,72052,GLOBL,44945,3142143.04,2342044.82
RADIOLOGY,72069,TOTAL,21091.1,466388.62,347296.99
RADIOLOGY,72069,26,12645.1,145828.87,108097.75
RADIOLOGY,72069,TC,628,16545.85,11917.72
RADIOLOGY,72069,GLOBL,7818,304013.9,227281.52
RADIOLOGY,72070,TOTAL,356231,7243838.15,5415024.03
RADIOLOGY,72070,26,198132,2155644.67,1618874.9
RADIOLOGY,72070,TC,24853,555223.63,408558.03
RADIOLOGY,72070,GLOBL,133246,4532969.85,3387591.1
RADIOLOGY,72072,TOTAL,226099,3640666.21,2661902.05
RADIOLOGY,72072,26,174189,1822994.78,1350869.81
RADIOLOGY,72072,TC,12504,325415.14,231326.65
RADIOLOGY,72072,GLOBL,39406,1492256.29,1079705.59
RADIOLOGY,72074,TOTAL,20719,415825.45,310512.83
RADIOLOGY,72074,26,14422,151531.55,113124.34
RADIOLOGY,72074,TC,1441,48130.56,36415.48
RADIOLOGY,72074,GLOBL,4856,216163.34,160973.01
RADIOLOGY,72080,TOTAL,48773,1131036.39,844429.31
RADIOLOGY,72080,26,25031,288273.59,217095.76
RADIOLOGY,72080,TC,2367,59137.74,42323.25
RADIOLOGY,72080,GLOBL,21375,783625.06,585010.3
RADIOLOGY,72090,TOTAL,16779,566876.55,425778.07
RADIOLOGY,72090,26,8342,128878.58,95819.29
RADIOLOGY,72090,TC,303,10948.44,7788.19
RADIOLOGY,72090,GLOBL,8134,427049.53,322170.59
RADIOLOGY,72100,TOTAL,1996651.6,45576817.31,33761913.07
RADIOLOGY,72100,26,1048756.1,12030107.66,8954573.43
RADIOLOGY,72100,TC,129353.5,3240845.07,2350181.36
RADIOLOGY,72100,GLOBL,818542,30305864.58,22457158.28
RADIOLOGY,72110,TOTAL,972232,29025567.68,21301304.12
RADIOLOGY,72110,26,558111,8710461.66,6400451.64
RADIOLOGY,72110,TC,60461,2061354.88,1480644.28
RADIOLOGY,72110,GLOBL,353660,18253751.14,13420208.2
RADIOLOGY,72114,TOTAL,98151,4640455.4,3483939.37
RADIOLOGY,72114,26,35953,608808.77,452325.56
RADIOLOGY,72114,TC,6987,340517.74,251137.7
RADIOLOGY,72114,GLOBL,55211,3691128.89,2780476.11
RADIOLOGY,72120,TOTAL,32371,1006183.34,759825.73
RADIOLOGY,72120,26,12676,150039.57,113866.89
RADIOLOGY,72120,TC,1489,46437.67,33355.28
RADIOLOGY,72120,GLOBL,18206,809706.1,612603.56
RADIOLOGY,72125,TOTAL,827387,46777683.21,35895111.87
RADIOLOGY,72125,26,796778,39870333.05,30543876.73
RADIOLOGY,72125,TC,5742,977443.82,755415.79
RADIOLOGY,72125,GLOBL,24867,5929906.34,4595819.35
RADIOLOGY,72126,TOTAL,20685,1772553.16,1378868.8
RADIOLOGY,72126,26,17677,970295.4,754162.37
RADIOLOGY,72126,TC,438,94664.25,73844.39
RADIOLOGY,72126,GLOBL,2570,707593.51,550862.04
RADIOLOGY,72127,TOTAL,1982,257881.49,200672.34
RADIOLOGY,72127,26,1420,80986.83,62871.86
RADIOLOGY,72127,TC,81,20429.51,16161.63
RADIOLOGY,72127,GLOBL,481,156465.15,121638.85
RADIOLOGY,72128,TOTAL,115994,6639828.92,5168039.74
RADIOLOGY,72128,26,105060,4397542.71,3413953.06
RADIOLOGY,72128,TC,2142,339141.67,265432.91
RADIOLOGY,72128,GLOBL,8792,1903144.54,1488653.77
RADIOLOGY,72129,TOTAL,13831,962771.08,754795.34
RADIOLOGY,72129,26,12548,637981.1,499463.8
RADIOLOGY,72129,TC,164,32648.8,26007.22
RADIOLOGY,72129,GLOBL,1119,292141.18,229324.32
RADIOLOGY,72130,TOTAL,1166,157956.91,123889.52
RADIOLOGY,72130,26,835,48139.16,37656.66
RADIOLOGY,72130,TC,43,11831.18,9280.63
RADIOLOGY,72130,GLOBL,288,97986.57,76952.23
RADIOLOGY,72131,TOTAL,374906,27725098.5,21457426.7
RADIOLOGY,72131,26,310459,13984920.8,10800794.44
RADIOLOGY,72131,TC,11943,1923318.16,1491648.51
RADIOLOGY,72131,GLOBL,52504,11816859.54,9164983.75
RADIOLOGY,72132,TOTAL,57111,4994035.99,3890142.95
RADIOLOGY,72132,26,48173,2688127.83,2090952.35
RADIOLOGY,72132,TC,1145,233859.95,182957.14
RADIOLOGY,72132,GLOBL,7793,2072048.21,1616233.46
RADIOLOGY,72133,TOTAL,4353,621928.5,484420.17
RADIOLOGY,72133,26,2979,177439.25,137915.58
RADIOLOGY,72133,TC,190,48906.73,38175.17
RADIOLOGY,72133,GLOBL,1184,395582.52,308329.42
RADIOLOGY,72141,TOTAL,574126,113018034.86,87775775.86
RADIOLOGY,72141,26,331582,25321517.36,19490491.59
RADIOLOGY,72141,TC,53571,15258772.7,11935041.56
RADIOLOGY,72141,GLOBL,188973,72437744.8,56350242.71
RADIOLOGY,72142,TOTAL,4780,901492.92,701900.69
RADIOLOGY,72142,26,3302,278612.59,217243.66
RADIOLOGY,72142,TC,349,103958.97,81035.06
RADIOLOGY,72142,GLOBL,1129,518921.36,403621.97
RADIOLOGY,72146,TOTAL,202035,37842831.58,29635248.97
RADIOLOGY,72146,26,130420,9745607.24,7585211.98
RADIOLOGY,72146,TC,15629,4913041.07,3867813.11
