Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 60000 - 64999,,,,,
,BESS REPORTS, CODE RANGES,,,
61253,OTHER,,10,"$6,457.86 ","$5,166.29 "
,TOTAL,,10,"$6,457.86 ","$5,166.29 "
61304,80'S,,27,"$6,463.51 ","$5,170.82 "
,OTHER,,312,"$417,711.12 ","$331,151.37 "
,TOTAL,,339,"$424,174.63 ","$336,322.19 "
61305,80'S,,5,"$1,281.67 ",$783.20 
,OTHER,,54,"$80,583.78 ","$63,322.16 "
,TOTAL,,59,"$81,865.45 ","$64,105.36 "
61312,80'S,,893,"$236,745.11 ","$188,587.64 "
,OTHER,,"11,539","$16,819,946.24 ","$13,392,478.21 "
,TOTAL,,"12,432","$17,056,691.35 ","$13,581,065.85 "
61313,80'S,,182,"$46,932.52 ","$37,289.38 "
,OTHER,,"2,311","$3,387,213.66 ","$2,691,946.76 "
,TOTAL,,"2,493","$3,434,146.18 ","$2,729,236.14 "
61314,80'S,,50,"$11,956.22 ","$9,476.99 "
,OTHER,,467,"$640,557.50 ","$509,053.12 "
,TOTAL,,517,"$652,513.72 ","$518,530.11 "
61315,80'S,,63,"$18,339.16 ","$14,510.69 "
,OTHER,,675,"$1,124,491.96 ","$897,149.55 "
,TOTAL,,738,"$1,142,831.12 ","$911,660.24 "
61316,OTHER,,82,"$7,334.86 ","$5,867.95 "
,TOTAL,,82,"$7,334.86 ","$5,867.95 "
61320,80'S,,29,"$7,875.08 ","$6,300.09 "
,OTHER,,271,"$402,865.34 ","$320,891.09 "
,TOTAL,,300,"$410,740.42 ","$327,191.18 "
61321,OTHER,,22,"$34,454.87 ","$27,458.00 "
,TOTAL,,22,"$34,454.87 ","$27,458.00 "
61322,80'S,,8,"$2,640.89 ","$2,112.71 "
,OTHER,,135,"$242,903.84 ","$193,297.87 "
,TOTAL,,143,"$245,544.73 ","$195,410.58 "
61323,OTHER,,136,"$258,575.68 ","$206,542.04 "
,TOTAL,,136,"$258,575.68 ","$206,542.04 "
61330,OTHER,,13,"$17,288.32 ","$12,180.10 "
,TOTAL,,13,"$17,288.32 ","$12,180.10 "
61332,80'S,,1,$288.17 ,$230.54 
,OTHER,,18,"$30,664.87 ","$24,443.89 "
,TOTAL,,19,"$30,953.04 ","$24,674.43 "
61333,80'S,,2,$450.37 ,$360.29 
,OTHER,,36,"$52,966.45 ","$42,285.16 "
,TOTAL,,38,"$53,416.82 ","$42,645.45 "
61334,OTHER,,8,"$6,585.04 ","$5,268.02 "
,TOTAL,,8,"$6,585.04 ","$5,268.02 "
61340,80'S,,5,$574.99 ,$459.99 
,OTHER,,46,"$42,221.13 ","$31,554.27 "
,TOTAL,,51,"$42,796.12 ","$32,014.26 "
61343,80'S,,68,"$21,309.67 ","$16,457.36 "
,OTHER,,411,"$740,684.89 ","$583,119.19 "
,TOTAL,,479,"$761,994.56 ","$599,576.55 "
61345,80'S,,11,"$2,652.66 ","$2,122.14 "
,OTHER,,58,"$88,369.89 ","$70,617.32 "
,TOTAL,,69,"$91,022.55 ","$72,739.46 "
61440,80'S,,1,$153.70 ,$122.96 
,OTHER,,8,"$8,652.18 ","$6,921.74 "
,TOTAL,,9,"$8,805.88 ","$7,044.70 "
61450,80'S,,2,$490.11 ,$392.09 
,OTHER,,23,"$25,042.95 ","$20,034.39 "
,TOTAL,,25,"$25,533.06 ","$20,426.48 "
61458,80'S,,74,"$21,235.99 ","$16,896.51 "
,OTHER,,670,"$1,080,270.39 ","$854,818.54 "
,TOTAL,,744,"$1,101,506.38 ","$871,715.05 "
61460,80'S,,19,"$5,598.96 ","$4,479.16 "
,OTHER,,57,"$89,200.60 ","$71,272.50 "
,TOTAL,,76,"$94,799.56 ","$75,751.66 "
61470,OTHER,,6,"$5,666.42 ","$4,533.14 "
,TOTAL,,6,"$5,666.42 ","$4,533.14 "
61490,80'S,,2,$276.03 ,$220.83 
,OTHER,,12,"$13,723.20 ","$10,978.56 "
,TOTAL,,14,"$13,999.23 ","$11,199.39 "
61500,80'S,,43,"$7,280.35 ","$5,824.30 "
,OTHER,,524,"$526,379.88 ","$416,317.17 "
,TOTAL,,567,"$533,660.23 ","$422,141.47 "
61501,80'S,,7,$833.19 ,$666.55 
,OTHER,,106,"$90,799.10 ","$72,535.08 "
,TOTAL,,113,"$91,632.29 ","$73,201.63 "
61510,80'S,,"1,045","$324,599.37 ","$257,792.36 "
,OTHER,,"8,024","$13,498,105.50 ","$10,693,277.49 "
,TOTAL,,"9,069","$13,822,704.87 ","$10,951,069.85 "
61512,80'S,,508,"$191,735.12 ","$151,890.73 "
,OTHER,,"3,166","$6,503,180.90 ","$5,168,632.97 "
,TOTAL,,"3,674","$6,694,916.02 ","$5,320,523.70 "
61514,80'S,,13,"$3,431.79 ","$2,745.42 "
,OTHER,,140,"$193,282.97 ","$152,577.12 "
,TOTAL,,153,"$196,714.76 ","$155,322.54 "
61516,80'S,,21,"$5,536.73 ","$4,341.39 "
,OTHER,,127,"$181,929.25 ","$144,522.94 "
,TOTAL,,148,"$187,465.98 ","$148,864.33 "
61517,OTHER,,550,"$48,231.39 ","$38,298.16 "
,TOTAL,,550,"$48,231.39 ","$38,298.16 "
61518,80'S,,216,"$87,293.34 ","$68,789.71 "
,OTHER,,"1,449","$3,246,941.10 ","$2,575,949.62 "
,TOTAL,,"1,665","$3,334,234.44 ","$2,644,739.33 "
61519,80'S,,64,"$28,124.19 ","$22,212.19 "
,OTHER,,366,"$890,106.68 ","$707,579.37 "
,TOTAL,,430,"$918,230.87 ","$729,791.56 "
61520,80'S,,45,"$25,507.98 ","$20,406.40 "
,OTHER,,381,"$1,106,010.24 ","$879,023.54 "
,TOTAL,,426,"$1,131,518.22 ","$899,429.94 "
61521,80'S,,23,"$11,101.69 ","$8,239.10 "
,OTHER,,78,"$211,645.07 ","$167,526.47 "
,TOTAL,,101,"$222,746.76 ","$175,765.57 "
61522,80'S,,4,"$1,256.68 ","$1,005.34 "
,OTHER,,22,"$37,498.94 ","$28,028.18 "
,TOTAL,,26,"$38,755.62 ","$29,033.52 "
61524,80'S,,3,$958.13 ,$766.50 
,OTHER,,42,"$63,077.63 ","$50,422.81 "
,TOTAL,,45,"$64,035.76 ","$51,189.31 "
61526,OTHER,,113,"$290,904.87 ","$228,785.54 "
,TOTAL,,113,"$290,904.87 ","$228,785.54 "
61530,OTHER,,31,"$67,770.83 ","$52,809.91 "
,TOTAL,,31,"$67,770.83 ","$52,809.91 "
61531,80'S,,1,$77.51 ,$62.01 
,OTHER,,61,"$41,023.50 ","$32,522.50 "
,TOTAL,,62,"$41,101.01 ","$32,584.51 "
61533,80'S,,6,"$1,307.04 ","$1,045.63 "
,OTHER,,141,"$173,520.11 ","$136,869.95 "
,TOTAL,,147,"$174,827.15 ","$137,915.58 "
61534,80'S,,1,$199.62 ,$159.70 
,OTHER,,30,"$32,462.22 ","$25,969.79 "
,TOTAL,,31,"$32,661.84 ","$26,129.49 "
61535,OTHER,,58,"$41,344.62 ","$33,002.79 "
,TOTAL,,58,"$41,344.62 ","$33,002.79 "
61536,80'S,,2,$640.95 ,$512.76 
,OTHER,,54,"$124,344.71 ","$99,475.71 "
,TOTAL,,56,"$124,985.66 ","$99,988.47 "
61537,80'S,,9,"$1,938.00 ","$1,550.40 "
,OTHER,,123,"$175,040.87 ","$134,798.97 "
,TOTAL,,132,"$176,978.87 ","$136,349.37 "
61538,80'S,,7,"$1,579.73 ","$1,263.78 "
,OTHER,,82,"$135,799.64 ","$107,214.91 "
,TOTAL,,89,"$137,379.37 ","$108,478.69 "
61539,80'S,,5,"$1,251.70 ","$1,001.36 "
,OTHER,,13,"$19,154.91 ","$15,323.92 "
,TOTAL,,18,"$20,406.61 ","$16,325.28 "
61540,80'S,,2,$721.79 ,$577.43 
,OTHER,,28,"$42,966.51 ","$34,373.19 "
,TOTAL,,30,"$43,688.30 ","$34,950.62 "
61541,80'S,,3,$728.23 ,$582.58 
,OTHER,,12,"$19,809.40 ","$15,847.52 "
,TOTAL,,15,"$20,537.63 ","$16,430.10 "
61542,80'S,,1,$337.14 ,$269.71 
,OTHER,,2,"$3,196.57 ","$2,557.26 "
,TOTAL,,3,"$3,533.71 ","$2,826.97 "
61543,OTHER,,6,"$8,935.70 ","$7,148.55 "
,TOTAL,,6,"$8,935.70 ","$7,148.55 "
61544,80'S,,1,$146.16 ,$116.93 
,OTHER,,3,"$2,864.72 ","$2,291.78 "
,TOTAL,,4,"$3,010.88 ","$2,408.71 "
61545,80'S,,6,"$2,703.66 ","$2,162.93 "
,OTHER,,40,"$112,644.28 ","$86,174.48 "
,TOTAL,,46,"$115,347.94 ","$88,337.41 "
61546,80'S,,7,"$2,188.23 ","$1,750.58 "
,OTHER,,91,"$158,285.92 ","$126,581.57 "
,TOTAL,,98,"$160,474.15 ","$128,332.15 "
61548,80'S,,116,"$26,302.43 ","$20,465.36 "
,OTHER,,"2,101","$2,225,781.41 ","$1,761,622.90 "
,TOTAL,,"2,217","$2,252,083.84 ","$1,782,088.26 "
61556,80'S,,3,$576.78 ,$461.43 
,OTHER,,10,"$7,342.05 ","$5,873.64 "
,TOTAL,,13,"$7,918.83 ","$6,335.07 "
61557,OTHER,,4,"$2,719.38 ","$2,175.50 "
,TOTAL,,4,"$2,719.38 ","$2,175.50 "
61559,OTHER,,2,"$3,673.80 ","$2,939.04 "
,TOTAL,,2,"$3,673.80 ","$2,939.04 "
61563,80'S,,1,$119.01 ,$95.21 
,OTHER,,12,"$18,629.63 ","$14,903.68 "
,TOTAL,,13,"$18,748.64 ","$14,998.89 "
61564,80'S,,1,$196.08 ,$156.86 
,OTHER,,4,"$8,154.23 ","$6,523.39 "
,TOTAL,,5,"$8,350.31 ","$6,680.25 "
61566,80'S,,2,$673.12 ,$538.50 
,OTHER,,52,"$91,799.76 ","$72,189.27 "
,TOTAL,,54,"$92,472.88 ","$72,727.77 "
61567,OTHER,,4,"$7,845.81 ","$6,276.66 "
,TOTAL,,4,"$7,845.81 ","$6,276.66 "
61570,80'S,,6,"$1,336.83 ","$1,069.48 "
,OTHER,,39,"$47,680.12 ","$38,144.10 "
,TOTAL,,45,"$49,016.95 ","$39,213.58 "
61571,80'S,,3,$815.93 ,$652.74 
,OTHER,,27,"$39,871.95 ","$31,843.46 "
,TOTAL,,30,"$40,687.88 ","$32,496.20 "
61575,80'S,,8,"$2,459.37 ","$1,907.90 "
,OTHER,,99,"$169,146.22 ","$135,228.91 "
,TOTAL,,107,"$171,605.59 ","$137,136.81 "
61576,80'S,,1,$563.79 ,$451.03 
,OTHER,,10,"$31,121.38 ","$24,897.09 "
,TOTAL,,11,"$31,685.17 ","$25,348.12 "
61580,80'S,,5,"$1,587.96 ","$1,270.37 "
,OTHER,,130,"$276,391.19 ","$217,849.30 "
,TOTAL,,135,"$277,979.15 ","$219,119.67 "
61581,80'S,,2,$781.58 ,$625.27 
,OTHER,,70,"$141,707.06 ","$113,365.64 "
,TOTAL,,72,"$142,488.64 ","$113,990.91 "
61582,80'S,,6,"$2,296.59 ","$1,837.27 "
,OTHER,,51,"$110,897.77 ","$88,245.18 "
,TOTAL,,57,"$113,194.36 ","$90,082.45 "
61583,80'S,,34,"$12,745.34 ","$10,013.01 "
,OTHER,,225,"$479,360.30 ","$381,390.58 "
,TOTAL,,259,"$492,105.64 ","$391,403.59 "
61584,80'S,,22,"$8,302.53 ","$6,554.05 "
,OTHER,,219,"$441,606.76 ","$348,775.24 "
,TOTAL,,241,"$449,909.29 ","$355,329.29 "
61585,OTHER,,21,"$37,891.89 ","$30,313.49 "
,TOTAL,,21,"$37,891.89 ","$30,313.49 "
61586,80'S,,2,$477.12 ,$381.70 
,OTHER,,17,"$21,760.18 ","$17,408.13 "
,TOTAL,,19,"$22,237.30 ","$17,789.83 "
61590,80'S,,21,"$9,675.58 ","$7,740.47 "
,OTHER,,175,"$436,231.59 ","$348,388.07 "
,TOTAL,,196,"$445,907.17 ","$356,128.54 "
61591,80'S,,11,"$5,182.79 ","$4,146.22 "
,OTHER,,95,"$244,704.27 ","$195,708.03 "
,TOTAL,,106,"$249,887.06 ","$199,854.25 "
61592,80'S,,27,"$8,262.88 ","$6,610.31 "
,OTHER,,258,"$490,371.24 ","$384,010.91 "
,TOTAL,,285,"$498,634.12 ","$390,621.22 "
61595,80'S,,8,"$2,412.08 ","$1,929.69 "
,OTHER,,198,"$295,401.01 ","$233,058.47 "
,TOTAL,,206,"$297,813.09 ","$234,988.16 "
61596,80'S,,20,"$7,561.02 ","$6,048.78 "
,OTHER,,60,"$113,771.29 ","$91,017.05 "
,TOTAL,,80,"$121,332.31 ","$97,065.83 "
61597,80'S,,14,"$3,798.28 ","$3,038.63 "
,OTHER,,97,"$159,693.51 ","$126,970.86 "
,TOTAL,,111,"$163,491.79 ","$130,009.49 "
61598,80'S,,1,$413.40 ,$330.72 
,OTHER,,37,"$54,185.81 ","$43,348.62 "
,TOTAL,,38,"$54,599.21 ","$43,679.34 "
61600,80'S,,15,"$3,390.47 ","$2,712.37 "
,OTHER,,213,"$270,803.56 ","$215,492.25 "
,TOTAL,,228,"$274,194.03 ","$218,204.62 "
61601,80'S,,36,"$7,387.19 ","$5,909.77 "
,OTHER,,343,"$382,701.96 ","$301,863.24 "
,TOTAL,,379,"$390,089.15 ","$307,773.01 "
61605,80'S,,21,"$5,119.73 ","$4,095.79 "
,OTHER,,251,"$379,940.67 ","$303,864.68 "
,TOTAL,,272,"$385,060.40 ","$307,960.47 "
61606,80'S,,9,"$2,453.89 ","$1,963.11 "
,OTHER,,158,"$284,329.88 ","$223,725.73 "
,TOTAL,,167,"$286,783.77 ","$225,688.84 "
61607,80'S,,9,"$2,456.29 ","$1,965.02 "
,OTHER,,77,"$141,186.85 ","$112,850.78 "
,TOTAL,,86,"$143,643.14 ","$114,815.80 "
61608,80'S,,19,"$9,070.63 ","$7,256.48 "
,OTHER,,192,"$539,881.65 ","$429,604.57 "
,TOTAL,,211,"$548,952.28 ","$436,861.05 "
61609,OTHER,,1,$702.82 ,$562.26 
,TOTAL,,1,$702.82 ,$562.26 
61610,OTHER,,1,"$1,957.36 ","$1,565.89 "
,TOTAL,,1,"$1,957.36 ","$1,565.89 "
61611,OTHER,,1,$460.09 ,$368.07 
,TOTAL,,1,$460.09 ,$368.07 
61612,OTHER,,5,$20.16 ,$16.13 
,TOTAL,,5,$20.16 ,$16.13 
61613,80'S,,4,"$1,597.13 ","$1,277.71 "
,OTHER,,20,"$39,725.03 ","$31,780.05 "
,TOTAL,,24,"$41,322.16 ","$33,057.76 "
61615,80'S,,10,"$3,036.04 ","$2,428.84 "
,OTHER,,78,"$140,628.68 ","$111,781.13 "
,TOTAL,,88,"$143,664.72 ","$114,209.97 "
61616,80'S,,50,"$24,974.29 ","$19,979.44 "
,OTHER,,329,"$849,359.55 ","$671,588.50 "
,TOTAL,,379,"$874,333.84 ","$691,567.94 "
61618,80'S,,76,"$8,119.37 ","$6,495.49 "
,OTHER,,640,"$413,708.34 ","$328,885.71 "
,TOTAL,,716,"$421,827.71 ","$335,381.20 "
61619,80'S,,17,"$2,221.18 ","$1,776.95 "
,OTHER,,134,"$104,270.01 ","$82,854.98 "
,TOTAL,,151,"$106,491.19 ","$84,631.93 "
61623,OTHER,,250,"$117,892.13 ","$94,267.73 "
,TOTAL,,250,"$117,892.13 ","$94,267.73 "
61624,OTHER,,"3,213","$3,487,358.63 ","$2,770,787.52 "
,TOTAL,,"3,213","$3,487,358.63 ","$2,770,787.52 "
61626,OTHER,,"1,203","$1,021,527.86 ","$808,393.62 "
,TOTAL,,"1,203","$1,021,527.86 ","$808,393.62 "
61680,80'S,,18,"$5,696.76 ","$4,494.56 "
,OTHER,,105,"$187,854.13 ","$148,552.20 "
,TOTAL,,123,"$193,550.89 ","$153,046.76 "
61682,80'S,,18,"$11,844.12 ","$9,424.32 "
,OTHER,,108,"$409,434.91 ","$327,446.43 "
,TOTAL,,126,"$421,279.03 ","$336,870.75 "
61684,80'S,,4,"$1,889.57 ","$1,511.66 "
,OTHER,,24,"$54,336.34 ","$43,469.06 "
,TOTAL,,28,"$56,225.91 ","$44,980.72 "
61686,80'S,,9,"$6,410.95 ","$5,128.75 "
,OTHER,,48,"$195,695.93 ","$156,505.11 "
,TOTAL,,57,"$202,106.88 ","$161,633.86 "
61690,80'S,,2,$529.98 ,$423.98 
,OTHER,,12,"$19,872.53 ","$15,898.02 "
,TOTAL,,14,"$20,402.51 ","$16,322.00 "
61692,80'S,,3,"$1,448.60 ","$1,158.88 "
,OTHER,,23,"$76,191.66 ","$60,953.30 "
,TOTAL,,26,"$77,640.26 ","$62,112.18 "
61697,80'S,,138,"$72,788.20 ","$57,220.49 "
,OTHER,,860,"$2,640,256.94 ","$2,087,938.43 "
,TOTAL,,998,"$2,713,045.14 ","$2,145,158.92 "
61698,80'S,,3,"$1,523.31 ","$1,218.65 "
,OTHER,,55,"$145,098.68 ","$116,078.94 "
,TOTAL,,58,"$146,621.99 ","$117,297.59 "
61700,80'S,,232,"$120,812.77 ","$94,984.04 "
,OTHER,,"1,210","$3,673,292.89 ","$2,908,620.75 "
,TOTAL,,"1,442","$3,794,105.66 ","$3,003,604.79 "
61702,80'S,,9,"$4,157.99 ","$3,326.41 "
,OTHER,,49,"$138,560.97 ","$108,234.39 "
,TOTAL,,58,"$142,718.96 ","$111,560.80 "
61703,80'S,,3,$523.92 ,$419.13 
,OTHER,,10,"$7,559.33 ","$6,047.46 "
,TOTAL,,13,"$8,083.25 ","$6,466.59 "
61705,80'S,,3,"$1,132.40 ",$905.92 
,OTHER,,14,"$28,565.03 ","$22,742.62 "
,TOTAL,,17,"$29,697.43 ","$23,648.54 "
61708,OTHER,,36,"$69,000.87 ","$55,200.69 "
,TOTAL,,36,"$69,000.87 ","$55,200.69 "
61710,80'S,,1,$236.98 ,$189.58 
,OTHER,,141,"$253,908.81 ","$203,039.12 "
,TOTAL,,142,"$254,145.79 ","$203,228.70 "
61711,80'S,,11,"$4,408.96 ","$3,527.17 "
,OTHER,,98,"$222,669.80 ","$178,135.80 "
,TOTAL,,109,"$227,078.76 ","$181,662.97 "
61720,OTHER,,91,"$63,820.89 ","$50,700.76 "
,TOTAL,,91,"$63,820.89 ","$50,700.76 "
61735,OTHER,,22,"$21,844.28 ","$17,226.23 "
,TOTAL,,22,"$21,844.28 ","$17,226.23 "
61750,OTHER,,615,"$739,332.54 ","$585,252.01 "
,TOTAL,,615,"$739,332.54 ","$585,252.01 "
61751,OTHER,,"1,946","$2,281,505.90 ","$1,806,870.71 "
,TOTAL,,"1,946","$2,281,505.90 ","$1,806,870.71 "
61760,OTHER,,73,"$83,913.17 ","$66,912.67 "
,TOTAL,,73,"$83,913.17 ","$66,912.67 "
61770,OTHER,,135,"$167,360.74 ","$133,106.65 "
,TOTAL,,135,"$167,360.74 ","$133,106.65 "
61790,SG,,4,"$2,016.53 ","$1,613.22 "
,OTHER,,801,"$575,386.49 ","$454,609.71 "
,TOTAL,,805,"$577,403.02 ","$456,222.93 "
61791,OTHER,,116,"$113,674.34 ","$88,393.77 "
,TOTAL,,116,"$113,674.34 ","$88,393.77 "
61793,OTHER,,"9,191","$10,380,290.96 ","$8,232,235.56 "
,TOTAL,,"9,191","$10,380,290.96 ","$8,232,235.56 "
61795,OTHER,,"14,740","$3,808,575.61 ","$3,013,496.41 "
,TOTAL,,"14,740","$3,808,575.61 ","$3,013,496.41 "
