Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 60000 - 64999,,,,,
,BESS REPORTS, CODE RANGES,,,
,TOTAL,,52,"$79,538.60 ","$63,396.05 "
63615,OTHER,,3,"$1,902.25 ","$1,521.80 "
,TOTAL,,3,"$1,902.25 ","$1,521.80 "
63650,SG,,"2,391","$904,111.62 ","$711,412.05 "
,OTHER,,"14,840","$4,558,230.26 ","$3,574,540.83 "
,TOTAL,,"17,231","$5,462,341.88 ","$4,285,952.88 "
63655,80'S,,180,"$19,203.57 ","$14,873.79 "
,OTHER,,"2,062","$1,165,933.52 ","$916,286.06 "
,TOTAL,,"2,242","$1,185,137.09 ","$931,159.85 "
63660,SG,,478,"$132,801.92 ","$104,238.59 "
,80'S,,11,$492.26 ,$393.81 
,OTHER,,"4,355","$1,404,468.13 ","$1,092,859.80 "
,TOTAL,,"4,844","$1,537,762.31 ","$1,197,492.20 "
63685,SG,,432,"$154,904.08 ","$120,861.91 "
,80'S,,236,"$13,139.47 ","$10,362.50 "
,OTHER,,"5,896","$2,183,663.63 ","$1,710,858.61 "
,TOTAL,,"6,564","$2,351,707.18 ","$1,842,083.02 "
63688,SG,,289,"$78,526.52 ","$61,231.03 "
,OTHER,,"2,705","$713,752.97 ","$554,690.66 "
,TOTAL,,"2,994","$792,279.49 ","$615,921.69 "
63700,80'S,,9,"$1,350.96 ",$935.84 
,OTHER,,33,"$23,230.87 ","$18,584.68 "
,TOTAL,,42,"$24,581.83 ","$19,520.52 "
63702,80'S,,3,$598.03 ,$478.42 
,OTHER,,19,"$15,193.71 ","$11,229.06 "
,TOTAL,,22,"$15,791.74 ","$11,707.48 "
63704,80'S,,2,$373.55 ,$298.84 
,OTHER,,6,"$5,834.09 ","$4,223.63 "
,TOTAL,,8,"$6,207.64 ","$4,522.47 "
63706,OTHER,,1,"$1,626.63 ","$1,301.30 "
,TOTAL,,1,"$1,626.63 ","$1,301.30 "
63707,80'S,,197,"$17,253.70 ","$13,460.43 "
,OTHER,,"1,651","$781,473.98 ","$619,171.66 "
,TOTAL,,"1,848","$798,727.68 ","$632,632.09 "
63709,80'S,,183,"$20,990.76 ","$16,738.12 "
,OTHER,,"1,081","$639,351.16 ","$504,593.94 "
,TOTAL,,"1,264","$660,341.92 ","$521,332.06 "
63710,80'S,,75,"$7,079.48 ","$5,598.69 "
,OTHER,,518,"$270,246.12 ","$214,338.80 "
,TOTAL,,593,"$277,325.60 ","$219,937.49 "
63740,80'S,,9,"$1,053.97 ",$787.92 
,OTHER,,105,"$62,589.19 ","$49,006.88 "
,TOTAL,,114,"$63,643.16 ","$49,794.80 "
63741,80'S,,16,"$1,234.50 ",$987.60 
,OTHER,,328,"$145,397.42 ","$113,855.00 "
,TOTAL,,344,"$146,631.92 ","$114,842.60 "
63744,80'S,,9,$759.17 ,$549.46 
,OTHER,,143,"$63,288.77 ","$49,176.12 "
,TOTAL,,152,"$64,047.94 ","$49,725.58 "
63746,80'S,,1,$75.36 ,$60.29 
,OTHER,,67,"$23,808.24 ","$18,619.13 "
,TOTAL,,68,"$23,883.60 ","$18,679.42 "
64400,OTHER,,"10,007","$877,531.55 ","$679,895.89 "
,TOTAL,,"10,007","$877,531.55 ","$679,895.89 "
64402,OTHER,,"1,955","$136,053.19 ","$104,213.63 "
,TOTAL,,"1,955","$136,053.19 ","$104,213.63 "
64405,OTHER,,"50,728","$4,083,522.55 ","$3,150,380.57 "
,TOTAL,,"50,728","$4,083,522.55 ","$3,150,380.57 "
64408,OTHER,,181,"$19,914.70 ","$14,934.59 "
,TOTAL,,181,"$19,914.70 ","$14,934.59 "
64410,SG,,1,$307.51 ,$246.01 
,OTHER,,71,"$5,610.87 ","$4,458.20 "
,TOTAL,,72,"$5,918.38 ","$4,704.21 "
64412,OTHER,,"2,212","$231,617.34 ","$179,791.02 "
,TOTAL,,"2,212","$231,617.34 ","$179,791.02 "
64413,OTHER,,"6,740","$535,526.33 ","$414,067.03 "
,TOTAL,,"6,740","$535,526.33 ","$414,067.03 "
64415,SG,,"1,824","$372,947.13 ","$293,911.98 "
,OTHER,,"60,241","$4,579,840.41 ","$3,611,511.27 "
,TOTAL,,"62,065","$4,952,787.54 ","$3,905,423.25 "
64416,OTHER,,"2,721","$446,335.77 ","$352,651.60 "
,TOTAL,,"2,721","$446,335.77 ","$352,651.60 "
64417,SG,,349,"$79,947.93 ","$63,482.05 "
,OTHER,,"6,070","$419,581.94 ","$330,817.69 "
,TOTAL,,"6,419","$499,529.87 ","$394,299.74 "
64418,OTHER,,"18,833","$2,207,122.59 ","$1,728,220.03 "
,TOTAL,,"18,833","$2,207,122.59 ","$1,728,220.03 "
64420,SG,,477,"$132,718.66 ","$104,892.87 "
,OTHER,,"5,508","$687,305.03 ","$537,014.22 "
,TOTAL,,"5,985","$820,023.69 ","$641,907.09 "
64421,SG,,"2,037","$581,182.26 ","$457,651.59 "
,OTHER,,"21,810","$3,830,642.97 ","$3,015,941.83 "
,TOTAL,,"23,847","$4,411,825.23 ","$3,473,593.42 "
64425,OTHER,,"7,041","$750,674.24 ","$580,093.34 "
,TOTAL,,"7,041","$750,674.24 ","$580,093.34 "
64430,SG,,665,"$124,560.10 ","$98,724.15 "
,OTHER,,"13,410","$1,100,469.10 ","$867,884.35 "
,TOTAL,,"14,075","$1,225,029.20 ","$966,608.50 "
64435,OTHER,,886,"$102,110.01 ","$80,058.71 "
,TOTAL,,886,"$102,110.01 ","$80,058.71 "
64445,OTHER,,"45,465","$4,980,959.77 ","$3,910,563.93 "
,TOTAL,,"45,465","$4,980,959.77 ","$3,910,563.93 "
64446,OTHER,,"2,620","$377,009.19 ","$297,454.12 "
,TOTAL,,"2,620","$377,009.19 ","$297,454.12 "
64447,OTHER,,"56,522","$3,842,292.12 ","$3,041,654.93 "
,TOTAL,,"56,522","$3,842,292.12 ","$3,041,654.93 "
64448,OTHER,,"22,761","$2,881,349.00 ","$2,287,089.91 "
,TOTAL,,"22,761","$2,881,349.00 ","$2,287,089.91 "
64449,OTHER,,"3,585","$442,491.30 ","$350,902.78 "
,TOTAL,,"3,585","$442,491.30 ","$350,902.78 "
64450,OTHER,,"215,723","$17,838,261.89 ","$13,809,985.65 "
,TOTAL,,"215,723","$17,838,261.89 ","$13,809,985.65 "
64470,SG,,"16,531","$5,226,121.30 ","$4,098,126.83 "
,OTHER,,"87,450","$23,800,252.83 ","$18,695,489.76 "
,TOTAL,,"103,981","$29,026,374.13 ","$22,793,616.59 "
64472,SG,,"28,652","$5,260,685.60 ","$4,162,774.96 "
,OTHER,,"143,638","$17,158,222.59 ","$13,576,028.12 "
,TOTAL,,"172,290","$22,418,908.19 ","$17,738,803.08 "
64475,SG,,"74,719","$22,487,930.54 ","$17,770,346.91 "
,OTHER,,"319,959","$68,436,157.00 ","$53,847,680.29 "
,TOTAL,,"394,678","$90,924,087.54 ","$71,618,027.20 "
64476,SG,,"116,865","$21,621,332.65 ","$17,176,527.69 "
,OTHER,,"526,672","$49,832,206.73 ","$39,514,610.71 "
,TOTAL,,"643,537","$71,453,539.38 ","$56,691,138.40 "
64479,SG,,"6,181","$1,983,985.48 ","$1,555,167.17 "
,OTHER,,"28,088","$6,907,942.67 ","$5,394,180.30 "
,TOTAL,,"34,269","$8,891,928.15 ","$6,949,347.47 "
64480,SG,,"3,811","$703,387.53 ","$553,436.52 "
,OTHER,,"20,695","$2,965,937.71 ","$2,347,012.17 "
,TOTAL,,"24,506","$3,669,325.24 ","$2,900,448.69 "
64483,SG,,"127,749","$40,625,343.33 ","$32,021,928.85 "
,OTHER,,"400,160","$84,905,750.07 ","$66,535,073.04 "
,TOTAL,,"527,909","$125,531,093.40 ","$98,557,001.89 "
64484,SG,,"60,893","$10,910,247.69 ","$8,660,405.49 "
,OTHER,,"219,511","$26,597,510.78 ","$21,094,943.73 "
,TOTAL,,"280,404","$37,507,758.47 ","$29,755,349.22 "
64505,OTHER,,"3,595","$340,979.67 ","$265,767.60 "
,TOTAL,,"3,595","$340,979.67 ","$265,767.60 "
64508,OTHER,,11,"$1,865.64 ","$1,492.53 "
,TOTAL,,11,"$1,865.64 ","$1,492.53 "
64510,SG,,"2,715","$880,388.68 ","$687,990.29 "
,OTHER,,"9,979","$995,654.87 ","$767,332.82 "
,TOTAL,,"12,694","$1,876,043.55 ","$1,455,323.11 "
64517,SG,,58,"$25,071.33 ","$20,057.10 "
,OTHER,,397,"$53,662.04 ","$40,734.32 "
,TOTAL,,455,"$78,733.37 ","$60,791.42 "
64520,SG,,"3,433","$1,034,993.36 ","$804,595.33 "
,OTHER,,"17,150","$2,100,651.06 ","$1,632,727.44 "
,TOTAL,,"20,583","$3,135,644.42 ","$2,437,322.77 "
64530,SG,,296,"$88,901.34 ","$69,316.93 "
,OTHER,,"1,717","$162,792.95 ","$126,834.33 "
,TOTAL,,"2,013","$251,694.29 ","$196,151.26 "
64550,OTHER,,"30,522","$513,446.92 ","$400,661.38 "
,TOTAL,,"30,522","$513,446.92 ","$400,661.38 "
64553,SG,,3,"$1,010.22 ",$808.17 
,80'S,,17,$234.38 ,$187.47 
,OTHER,,104,"$11,346.83 ","$9,018.57 "
,TOTAL,,124,"$12,591.43 ","$10,014.21 "
64555,OTHER,,"3,288","$600,058.87 ","$473,302.59 "
,TOTAL,,"3,288","$600,058.87 ","$473,302.59 "
64560,OTHER,,5,$553.08 ,$354.47 
,TOTAL,,5,$553.08 ,$354.47 
64561,SG,,9,"$3,991.59 ","$3,193.26 "
,OTHER,,"1,614","$835,364.64 ","$663,411.75 "
,TOTAL,,"1,623","$839,356.23 ","$666,605.01 "
64565,OTHER,,"1,219","$230,699.06 ","$183,095.92 "
,TOTAL,,"1,219","$230,699.06 ","$183,095.92 "
64573,80'S,,24,"$2,228.40 ","$1,782.76 "
,OTHER,,"1,155","$587,864.64 ","$461,088.76 "
,TOTAL,,"1,179","$590,093.04 ","$462,871.52 "
64575,SG,,28,"$5,822.94 ","$4,658.38 "
,OTHER,,382,"$77,911.48 ","$61,190.33 "
,TOTAL,,410,"$83,734.42 ","$65,848.71 "
64577,OTHER,,4,$913.04 ,$730.44 
,TOTAL,,4,$913.04 ,$730.44 
64580,SG,,2,$684.24 ,$547.40 
,OTHER,,14,"$3,350.08 ","$2,680.04 "
,TOTAL,,16,"$4,034.32 ","$3,227.44 "
64581,SG,,2,"$1,003.87 ",$803.10 
,80'S,,1,$115.30 ,$92.24 
,OTHER,,"2,636","$1,914,010.79 ","$1,509,623.29 "
,TOTAL,,"2,639","$1,915,129.96 ","$1,510,518.63 "
64585,SG,,48,"$14,255.15 ","$11,153.78 "
,80'S,,43,"$1,030.51 ",$824.41 
,OTHER,,"1,355","$212,316.82 ","$166,440.98 "
,TOTAL,,"1,446","$227,602.48 ","$178,419.17 "
64590,SG,,16,"$6,692.85 ","$5,354.29 "
,80'S,,70,"$2,043.19 ","$1,634.61 "
,OTHER,,"2,454","$378,561.18 ","$298,551.25 "
,TOTAL,,"2,540","$387,297.22 ","$305,540.15 "
64595,SG,,31,"$9,004.60 ","$6,890.20 "
,OTHER,,730,"$84,092.10 ","$65,792.06 "
,TOTAL,,761,"$93,096.70 ","$72,682.26 "
64600,SG,,49,"$16,633.86 ","$13,082.50 "
,OTHER,,770,"$270,585.02 ","$210,173.58 "
,TOTAL,,819,"$287,218.88 ","$223,256.08 "
64605,SG,,20,"$5,529.87 ","$3,927.38 "
,80'S,,1,$50.12 ,$40.10 
,OTHER,,93,"$36,685.50 ","$29,078.54 "
,TOTAL,,114,"$42,265.49 ","$33,046.02 "
64610,SG,,26,"$8,380.34 ","$6,704.25 "
,OTHER,,524,"$237,231.44 ","$186,982.46 "
,TOTAL,,550,"$245,611.78 ","$193,686.71 "
64612,OTHER,,"67,995","$10,681,857.20 ","$8,151,569.86 "
,TOTAL,,"67,995","$10,681,857.20 ","$8,151,569.86 "
64613,OTHER,,"36,125","$5,586,986.95 ","$4,256,675.03 "
,TOTAL,,"36,125","$5,586,986.95 ","$4,256,675.03 "
64614,OTHER,,"39,373","$6,930,186.28 ","$5,351,578.53 "
,TOTAL,,"39,373","$6,930,186.28 ","$5,351,578.53 "
64620,SG,,279,"$68,586.74 ","$54,325.72 "
,OTHER,,"2,177","$314,531.22 ","$247,323.96 "
,TOTAL,,"2,456","$383,117.96 ","$301,649.68 "
64622,SG,,"19,611","$6,273,148.64 ","$4,958,670.08 "
,OTHER,,"63,868","$17,450,688.93 ","$13,713,239.09 "
,TOTAL,,"83,479","$23,723,837.57 ","$18,671,909.17 "
64623,SG,,"44,070","$7,835,010.96 ","$6,230,871.72 "
,OTHER,,"148,514","$13,659,029.18 ","$10,827,339.80 "
,TOTAL,,"192,584","$21,494,040.14 ","$17,058,211.52 "
64626,SG,,"4,132","$1,291,467.98 ","$1,014,293.24 "
,OTHER,,"12,142","$3,588,184.28 ","$2,797,685.93 "
,TOTAL,,"16,274","$4,879,652.26 ","$3,811,979.17 "
64627,SG,,"9,168","$1,630,088.10 ","$1,290,078.90 "
,OTHER,,"26,622","$3,167,061.23 ","$2,490,493.53 "
,TOTAL,,"35,790","$4,797,149.33 ","$3,780,572.43 "
64630,SG,,8,"$3,645.92 ","$2,453.61 "
,OTHER,,245,"$35,384.96 ","$28,036.46 "
,TOTAL,,253,"$39,030.88 ","$30,490.07 "
64640,OTHER,,"114,037","$26,351,527.27 ","$20,644,937.33 "
,TOTAL,,"114,037","$26,351,527.27 ","$20,644,937.33 "
64680,SG,,70,"$28,218.80 ","$22,377.61 "
,OTHER,,"1,418","$287,944.65 ","$224,215.74 "
,TOTAL,,"1,488","$316,163.45 ","$246,593.35 "
64681,SG,,7,"$2,861.11 ","$2,288.89 "
,OTHER,,69,"$20,270.56 ","$16,109.41 "
,TOTAL,,76,"$23,131.67 ","$18,398.30 "
64702,SG,,160,"$32,693.30 ","$25,600.42 "
,OTHER,,746,"$156,358.21 ","$123,923.65 "
,TOTAL,,906,"$189,051.51 ","$149,524.07 "
64704,SG,,878,"$172,444.50 ","$135,795.06 "
,80'S,,167,"$5,393.39 ","$4,305.96 "
,OTHER,,"3,472","$655,589.07 ","$517,159.79 "
,TOTAL,,"4,517","$833,426.96 ","$657,260.81 "
64708,SG,,673,"$193,387.42 ","$151,134.87 "
,80'S,,296,"$14,122.70 ","$11,217.76 "
,OTHER,,"3,512","$1,043,533.04 ","$822,134.63 "
,TOTAL,,"4,481","$1,251,043.16 ","$984,487.26 "
64712,SG,,159,"$41,815.38 ","$32,614.01 "
,80'S,,134,"$7,154.31 ","$5,723.62 "
,OTHER,,"1,400","$570,240.13 ","$450,872.77 "
,TOTAL,,"1,693","$619,209.82 ","$489,210.40 "
64713,SG,,41,"$17,899.49 ","$14,319.66 "
,80'S,,40,"$3,204.99 ","$2,487.64 "
,OTHER,,306,"$158,030.34 ","$122,680.04 "
,TOTAL,,387,"$179,134.82 ","$139,487.34 "
64714,SG,,258,"$113,044.67 ","$89,940.03 "
,80'S,,58,"$2,922.35 ","$2,297.18 "
,OTHER,,931,"$437,898.99 ","$346,116.26 "
,TOTAL,,"1,247","$553,866.01 ","$438,353.47 "
64716,SG,,10,"$4,897.45 ","$3,917.96 "
,80'S,,43,"$1,832.04 ","$1,435.33 "
,OTHER,,325,"$94,213.69 ","$74,225.99 "
,TOTAL,,378,"$100,943.18 ","$79,579.28 "
64718,SG,,"3,177","$1,166,188.96 ","$915,271.78 "
,80'S,,63,"$3,821.09 ","$3,043.37 "
,OTHER,,"11,488","$4,990,030.31 ","$3,916,065.64 "
,TOTAL,,"14,728","$6,160,040.36 ","$4,834,380.79 "
64719,SG,,"1,196","$320,835.89 ","$254,668.72 "
,80'S,,1,$24.74 ,$19.79 
,OTHER,,"3,460","$715,443.98 ","$565,351.36 "
,TOTAL,,"4,657","$1,036,304.61 ","$820,039.87 "
64721,SG,,"39,334","$16,244,718.34 ","$12,760,863.28 "
,80'S,,5,$217.69 ,$174.14 
,OTHER,,"110,039","$39,191,841.94 ","$30,800,550.82 "
,TOTAL,,"149,378","$55,436,777.97 ","$43,561,588.24 "
64722,SG,,425,"$91,430.07 ","$72,281.63 "
,80'S,,124,"$3,540.32 ","$2,794.84 "
,OTHER,,"2,532","$575,909.78 ","$454,615.04 "
,TOTAL,,"3,081","$670,880.17 ","$529,691.51 "
64726,SG,,141,"$29,119.35 ","$23,013.04 "
,OTHER,,340,"$63,951.48 ","$49,972.44 "
,TOTAL,,481,"$93,070.83 ","$72,985.48 "
64727,SG,,566,"$96,473.76 ","$76,543.49 "
,OTHER,,"1,904","$371,817.61 ","$294,599.80 "
,TOTAL,,"2,470","$468,291.37 ","$371,143.29 "
64732,OTHER,,33,"$8,702.07 ","$6,677.55 "
,TOTAL,,33,"$8,702.07 ","$6,677.55 "
64734,SG,,1,$436.84 ,$349.47 
,OTHER,,43,"$14,543.88 ","$11,635.08 "
,TOTAL,,44,"$14,980.72 ","$11,984.55 "
64736,SG,,2,$849.53 ,$679.62 
,80'S,,1,$57.07 ,$45.66 
,OTHER,,18,"$4,474.12 ","$3,441.79 "
,TOTAL,,21,"$5,380.72 ","$4,167.07 "
64738,OTHER,,11,"$4,140.50 ","$3,312.40 "
,TOTAL,,11,"$4,140.50 ","$3,312.40 "
64740,80'S,,3,$104.28 ,$83.43 
,OTHER,,10,"$3,109.36 ","$2,487.50 "
,TOTAL,,13,"$3,213.64 ","$2,570.93 "
64742,SG,,8,"$2,714.61 ","$2,171.67 "
,80'S,,3,$109.44 ,$87.56 
,OTHER,,51,"$13,384.74 ","$10,707.78 "
,TOTAL,,62,"$16,208.79 ","$12,967.01 "
64744,SG,,2,$864.42 ,$691.53 
,80'S,,1,$54.01 ,$43.21 
,OTHER,,64,"$20,790.64 ","$16,305.58 "
,TOTAL,,67,"$21,709.07 ","$17,040.32 "
64746,80'S,,1,$31.85 ,$25.48 
,OTHER,,9,"$1,846.86 ","$1,477.50 "
,TOTAL,,10,"$1,878.71 ","$1,502.98 "
64752,80'S,,2,$67.28 ,$53.82 
,OTHER,,11,"$3,056.83 ","$2,445.48 "
,TOTAL,,13,"$3,124.11 ","$2,499.30 "
64755,80'S,,1,$63.96 ,$51.17 
,OTHER,,10,"$4,223.72 ","$3,090.70 "
,TOTAL,,11,"$4,287.68 ","$3,141.87 "
64760,80'S,,5,$162.38 ,$129.91 
,OTHER,,65,"$11,740.63 ","$9,239.84 "
,TOTAL,,70,"$11,903.01 ","$9,369.75 "
64761,OTHER,,6,"$1,446.84 ","$1,157.47 "
,TOTAL,,6,"$1,446.84 ","$1,157.47 "
64763,OTHER,,7,"$2,491.27 ","$1,993.02 "
,TOTAL,,7,"$2,491.27 ","$1,993.02 "
64766,OTHER,,8,"$3,849.23 ","$3,079.36 "
,TOTAL,,8,"$3,849.23 ","$3,079.36 "
64771,SG,,2,$456.82 ,$365.46 
,80'S,,6,$346.17 ,$276.96 
,OTHER,,42,"$14,870.30 ","$11,769.52 "
,TOTAL,,50,"$15,673.29 ","$12,411.94 "
64772,SG,,31,"$10,025.78 ","$8,020.66 "
,80'S,,35,"$1,444.20 ","$1,155.36 "
,OTHER,,294,"$82,420.29 ","$64,929.23 "
,TOTAL,,360,"$93,890.27 ","$74,105.25 "
64774,SG,,78,"$25,778.01 ","$20,163.01 "
,OTHER,,414,"$111,952.39 ","$88,045.63 "
,TOTAL,,492,"$137,730.40 ","$108,208.64 "
64776,SG,,153,"$61,844.00 ","$49,475.15 "
,80'S,,9,$368.96 ,$295.19 
,OTHER,,273,"$71,803.68 ","$56,177.28 "
,TOTAL,,435,"$134,016.64 ","$105,947.62 "
64778,SG,,3,$647.07 ,$517.65 
,OTHER,,9,"$1,728.01 ","$1,382.40 "
,TOTAL,,12,"$2,375.08 ","$1,900.05 "
64782,SG,,256,"$100,186.57 ","$78,832.98 "
,OTHER,,886,"$260,476.14 ","$205,817.80 "
,TOTAL,,"1,142","$360,662.71 ","$284,650.78 "
64783,SG,,32,"$7,630.51 ","$6,020.13 "
,OTHER,,79,"$17,566.79 ","$13,805.85 "
,TOTAL,,111,"$25,197.30 ","$19,825.98 "
64784,SG,,100,"$40,189.55 ","$31,414.98 "
,80'S,,12,"$1,055.89 ",$844.70 
,OTHER,,705,"$367,234.33 ","$286,961.96 "
,TOTAL,,817,"$408,479.77 ","$319,221.64 "
64786,SG,,2,$761.74 ,$609.39 
,80'S,,1,$160.70 ,$128.56 
,OTHER,,44,"$36,638.33 ","$27,934.99 "
,TOTAL,,47,"$37,560.77 ","$28,672.94 "
64787,SG,,91,"$21,138.45 ","$16,822.73 "
,80'S,,10,$413.78 ,$330.99 
,OTHER,,409,"$106,358.18 ","$83,315.25 "
,TOTAL,,510,"$127,910.41 ","$100,468.97 "
64788,SG,,50,"$19,127.90 ","$14,906.49 "
,OTHER,,271,"$66,576.13 ","$52,109.91 "
,TOTAL,,321,"$85,704.03 ","$67,016.40 "
64790,SG,,21,"$9,524.89 ","$7,531.91 "
,80'S,,4,$429.09 ,$343.28 
,OTHER,,179,"$128,283.75 ","$101,525.40 "
,TOTAL,,204,"$138,237.73 ","$109,400.59 "
64792,SG,,3,"$1,507.95 ","$1,206.36 "
,80'S,,11,"$1,536.61 ","$1,229.29 "
,OTHER,,93,"$79,025.63 ","$62,956.48 "
,TOTAL,,107,"$82,070.19 ","$65,392.13 "
64795,SG,,107,"$42,901.56 ","$33,888.96 "
,OTHER,,"1,380","$248,084.52 ","$195,113.39 "
,TOTAL,,"1,487","$290,986.08 ","$229,002.35 "
64802,80'S,,1,$90.29 ,$72.23 
,OTHER,,12,"$6,595.61 ","$5,276.48 "
,TOTAL,,13,"$6,685.90 ","$5,348.71 "
64804,80'S,,3,$439.65 ,$351.72 
,OTHER,,36,"$28,906.78 ","$23,009.69 "
,TOTAL,,39,"$29,346.43 ","$23,361.41 "
64809,80'S,,3,$184.33 ,$147.47 
,OTHER,,29,"$12,283.41 ","$9,826.73 "
,TOTAL,,32,"$12,467.74 ","$9,974.20 "
64818,80'S,,36,"$3,009.56 ","$2,407.64 "
,OTHER,,267,"$137,633.30 ","$107,449.80 "
,TOTAL,,303,"$140,642.86 ","$109,857.44 "
64820,OTHER,,306,"$143,781.19 ","$113,015.50 "
,TOTAL,,306,"$143,781.19 ","$113,015.50 "
64821,SG,,12,"$6,620.18 ","$5,296.14 "
,OTHER,,86,"$35,834.53 ","$27,403.07 "
,TOTAL,,98,"$42,454.71 ","$32,699.21 "
64822,OTHER,,80,"$28,054.95 ","$21,754.15 "
,TOTAL,,80,"$28,054.95 ","$21,754.15 "
64823,OTHER,,47,"$28,742.41 ","$22,858.40 "
,TOTAL,,47,"$28,742.41 ","$22,858.40 "
64831,SG,,223,"$118,253.67 ","$91,716.25 "
,OTHER,,"1,242","$555,690.08 ","$437,620.57 "
,TOTAL,,"1,465","$673,943.75 ","$529,336.82 "
64832,SG,,35,"$5,818.51 ","$4,517.52 "
,80'S,,1,$51.86 ,$41.49 
,OTHER,,380,"$132,580.64 ","$105,188.39 "
,TOTAL,,416,"$138,451.01 ","$109,747.40 "
64834,SG,,18,"$4,950.07 ","$3,848.04 "
,80'S,,1,$56.85 ,$45.48 
,OTHER,,158,"$78,720.88 ","$62,035.37 "
,TOTAL,,177,"$83,727.80 ","$65,928.89 "
64835,SG,,9,"$3,566.97 ","$2,493.45 "
,80'S,,1,$127.16 ,$101.73 
,OTHER,,51,"$26,602.82 ","$20,920.41 "
,TOTAL,,61,"$30,296.95 ","$23,515.59 "
64836,SG,,11,"$4,619.44 ","$3,695.56 "
,80'S,,3,$224.60 ,$179.69 
,OTHER,,62,"$31,470.36 ","$25,014.87 "
,TOTAL,,76,"$36,314.40 ","$28,890.12 "
64837,SG,,3,$496.43 ,$397.14 
,OTHER,,24,"$9,211.20 ","$7,368.96 "
,TOTAL,,27,"$9,707.63 ","$7,766.10 "
64840,OTHER,,5,"$2,883.77 ","$2,307.02 "
,TOTAL,,5,"$2,883.77 ","$2,307.02 "
64856,SG,,17,"$4,814.47 ","$3,851.57 "
,OTHER,,183,"$151,287.12 ","$119,317.65 "
,TOTAL,,200,"$156,101.59 ","$123,169.22 "
64857,SG,,12,"$3,744.75 ","$2,995.80 "
,80'S,,6,$745.99 ,$596.79 
,OTHER,,141,"$114,661.14 ","$91,717.52 "
,TOTAL,,159,"$119,151.88 ","$95,310.11 "
64858,OTHER,,2,"$1,312.42 ","$1,049.94 "
,TOTAL,,2,"$1,312.42 ","$1,049.94 "
64859,SG,,1,$167.24 ,$133.79 
,80'S,,5,$218.84 ,$172.12 
,OTHER,,19,"$4,954.70 ","$3,963.75 "
,TOTAL,,25,"$5,340.78 ","$4,269.66 "
64861,SG,,1,$520.19 ,$416.15 
,80'S,,2,$338.57 ,$270.85 
,OTHER,,13,"$14,806.74 ","$11,757.40 "
,TOTAL,,16,"$15,665.50 ","$12,444.40 "
64864,SG,,1,$254.24 ,$203.39 
,80'S,,12,"$1,037.25 ",$780.30 
,OTHER,,88,"$49,025.83 ","$38,511.44 "
,TOTAL,,101,"$50,317.32 ","$39,495.13 "
64865,80'S,,2,$277.83 ,$222.26 
,OTHER,,16,"$10,385.23 ","$7,883.92 "
,TOTAL,,18,"$10,663.06 ","$8,106.18 "
64866,80'S,,1,$151.58 ,$121.26 
,OTHER,,11,"$10,278.86 ","$8,223.09 "
,TOTAL,,12,"$10,430.44 ","$8,344.35 "
64868,80'S,,9,$992.50 ,$793.98 
,OTHER,,26,"$19,075.06 ","$15,123.54 "
,TOTAL,,35,"$20,067.56 ","$15,917.52 "
64870,OTHER,,5,"$2,996.92 ","$2,397.52 "
,TOTAL,,5,"$2,996.92 ","$2,397.52 "
64872,SG,,5,"$1,114.53 ",$891.63 
,80'S,,1,$23.02 ,$18.42 
,OTHER,,29,"$3,540.71 ","$2,832.58 "
,TOTAL,,35,"$4,678.26 ","$3,742.63 "
64874,SG,,3,$754.96 ,$603.97 
,80'S,,3,$97.55 ,$78.04 
,OTHER,,29,"$4,634.33 ","$3,707.48 "
,TOTAL,,35,"$5,486.84 ","$4,389.49 "
64885,SG,,1,$222.40 ,$177.92 
,80'S,,6,$837.03 ,$510.10 
,OTHER,,66,"$51,093.84 ","$39,966.55 "
,TOTAL,,73,"$52,153.27 ","$40,654.57 "
64886,80'S,,2,$332.22 ,$177.77 
,OTHER,,96,"$104,600.73 ","$83,680.59 "
,TOTAL,,98,"$104,932.95 ","$83,858.36 "
64890,SG,,7,"$1,711.08 ","$1,368.87 "
,80'S,,1,$197.54 ,$158.03 
,OTHER,,59,"$54,386.16 ","$43,500.74 "
,TOTAL,,67,"$56,294.78 ","$45,027.64 "
64891,OTHER,,4,"$2,840.73 ","$2,272.58 "
,TOTAL,,4,"$2,840.73 ","$2,272.58 "
64892,SG,,1,$220.48 ,$176.38 
,80'S,,1,$78.13 ,$62.50 
,OTHER,,16,"$13,547.53 ","$10,767.48 "
,TOTAL,,18,"$13,846.14 ","$11,006.36 "
64893,80'S,,2,$368.58 ,$294.87 
,OTHER,,9,"$9,239.42 ","$7,391.54 "
,TOTAL,,11,"$9,608.00 ","$7,686.41 "
64895,SG,,1,$241.45 ,$193.16 
,80'S,,1,$177.91 ,$142.33 
,OTHER,,12,"$13,424.47 ","$10,180.71 "
,TOTAL,,14,"$13,843.83 ","$10,516.20 "
64896,SG,,1,$503.92 ,$403.14 
,80'S,,1,$197.57 ,$158.06 
,OTHER,,8,"$7,381.49 ","$5,905.18 "
,TOTAL,,10,"$8,082.98 ","$6,466.38 "
64897,SG,,3,"$1,247.05 ",$997.64 
,80'S,,1,$224.73 ,$179.78 
,OTHER,,13,"$14,881.78 ","$11,905.42 "
,TOTAL,,17,"$16,353.56 ","$13,082.84 "
64898,80'S,,1,$241.09 ,$192.87 
