Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 00100 - 01999,,,,,
,BESS REPORTS,CODE RANGES,,,
,AD,,276,"$21,414.45 ","$16,767.15 "
,QK,,"11,788","$2,425,743.50 ","$1,912,185.96 "
,QZ,,"4,749","$1,629,650.62 ","$1,286,930.99 "
,OTHER,,"12,947","$2,535,266.54 ","$2,013,596.55 "
,TOTAL,,"39,417","$10,259,965.99 ","$8,103,537.92 "
00604,AA,,238,"$97,858.15 ","$77,259.78 "
,AD,,6,$403.53 ,$322.81 
,QK,,208,"$44,981.36 ","$35,629.73 "
,QZ,,78,"$31,547.40 ","$24,765.25 "
,OTHER,,256,"$53,892.21 ","$42,438.97 "
,TOTAL,,786,"$228,682.65 ","$180,416.54 "
0062T,OTHER,,1,$172.62 ,$138.10 
,TOTAL,,1,$172.62 ,$138.10 
00620,AA,,"5,406","$1,822,415.05 ","$1,444,797.58 "
,AD,,116,"$9,338.81 ","$7,285.18 "
,QK,,"4,879","$901,362.00 ","$714,871.93 "
,QZ,,"1,872","$575,997.32 ","$456,095.20 "
,OTHER,,"5,683","$981,766.04 ","$781,788.35 "
,TOTAL,,"17,956","$4,290,879.22 ","$3,404,838.24 "
00622,AA,,10,"$4,302.51 ","$3,196.75 "
,QK,,4,$814.73 ,$446.69 
,QZ,,4,"$1,320.13 ","$1,056.10 "
,OTHER,,10,"$1,679.86 ","$1,343.90 "
,TOTAL,,28,"$8,117.23 ","$6,043.44 "
00630,AA,,"57,901","$17,684,032.42 ","$13,933,395.26 "
,AD,,"1,322","$100,218.53 ","$78,584.48 "
,QK,,"53,096","$8,987,567.35 ","$7,077,051.24 "
,QZ,,"25,911","$7,164,751.44 ","$5,664,364.73 "
,OTHER,,"59,187","$9,561,068.54 ","$7,598,437.40 "
,TOTAL,,"197,417","$43,497,638.28 ","$34,351,833.11 "
00632,AA,,123,"$30,567.32 ","$24,348.03 "
,AD,,2,$209.00 ,$56.26 
,QK,,59,"$8,094.26 ","$6,402.42 "
,QZ,,42,"$10,184.29 ","$8,147.46 "
,OTHER,,73,"$9,293.62 ","$7,434.88 "
,TOTAL,,299,"$58,348.49 ","$46,389.05 "
00634,AA,,9,"$2,702.53 ","$2,101.72 "
,QK,,3,$411.97 ,$329.58 
,QZ,,23,"$5,483.69 ","$4,298.95 "
,OTHER,,6,$768.33 ,$614.67 
,TOTAL,,41,"$9,366.52 ","$7,344.92 "
00635,AA,,721,"$83,445.19 ","$65,555.39 "
,AD,,1,$70.32 ,$56.26 
,QK,,430,"$26,476.20 ","$20,702.15 "
,QZ,,"2,666","$272,174.48 ","$215,731.43 "
,OTHER,,951,"$74,113.26 ","$58,213.64 "
,TOTAL,,"4,769","$456,279.45 ","$360,258.87 "
0064T,OTHER,,1,$135.16 ,$108.13 
,TOTAL,,1,$135.16 ,$108.13 
00640,AA,,"1,495","$236,972.68 ","$187,772.17 "
,AD,,15,"$1,158.51 ",$926.81 
,QK,,"1,442","$123,355.52 ","$97,946.98 "
,QZ,,732,"$98,990.80 ","$78,661.48 "
,OTHER,,"1,492","$127,527.97 ","$101,195.67 "
,TOTAL,,"5,176","$588,005.48 ","$466,503.11 "
0066T,OTHER,,2,$544.36 ,$435.49 
,TOTAL,,2,$544.36 ,$435.49 
0067T,OTHER,,"1,098","$362,484.66 ","$289,632.85 "
,TOTAL,,"1,098","$362,484.66 ","$289,632.85 "
00670,AA,,"25,624","$13,440,829.01 ","$10,604,114.71 "
,AD,,519,"$41,554.74 ","$33,027.30 "
,QK,,"22,757","$6,218,082.02 ","$4,916,790.75 "
,QZ,,"6,838","$3,410,213.83 ","$2,703,576.92 "
,OTHER,,"21,911","$5,756,992.45 ","$4,578,438.37 "
,TOTAL,,"77,649","$28,867,672.05 ","$22,835,948.05 "
00700,AA,,"3,494","$581,860.36 ","$458,637.56 "
,AD,,47,"$3,062.02 ","$2,283.71 "
,QK,,"2,668","$244,375.36 ","$193,855.23 "
,QZ,,"1,265","$187,764.15 ","$148,203.10 "
,OTHER,,"3,463","$310,522.67 ","$245,791.40 "
,TOTAL,,"10,937","$1,327,584.56 ","$1,048,771.00 "
00702,AA,,309,"$49,129.93 ","$38,135.96 "
,AD,,8,$683.02 ,$546.40 
,QK,,236,"$19,702.44 ","$15,549.30 "
,QZ,,158,"$22,949.56 ","$18,170.49 "
,OTHER,,308,"$26,383.26 ","$20,999.66 "
,TOTAL,,"1,019","$118,848.21 ","$93,401.81 "
0073T,OTHER,,"13,074","$8,639,899.25 ","$6,882,885.44 "
,TOTAL,,"13,074","$8,639,899.25 ","$6,882,885.44 "
00730,AA,,900,"$171,295.32 ","$135,145.01 "
,AD,,11,$691.73 ,$553.38 
,QK,,627,"$62,802.55 ","$48,908.61 "
,QZ,,242,"$42,700.90 ","$33,348.54 "
,OTHER,,825,"$79,883.69 ","$62,705.57 "
,TOTAL,,"2,605","$357,374.19 ","$280,661.11 "
00740,AA,,"265,270","$36,129,637.46 ","$28,590,524.16 "
,AD,,"2,084","$139,291.29 ","$109,884.69 "
,QK,,"127,136","$8,719,516.94 ","$6,879,903.31 "
,QZ,,"129,850","$16,218,031.65 ","$12,809,657.11 "
,OTHER,,"173,206","$12,108,926.37 ","$9,598,143.62 "
,TOTAL,,"697,546","$73,315,403.71 ","$57,988,112.89 "
0075T,OTHER,,74,"$40,152.20 ","$32,121.71 "
,TOTAL,,74,"$40,152.20 ","$32,121.71 "
00750,AA,,"8,130","$1,337,110.08 ","$1,045,327.79 "
,AD,,160,"$11,582.60 ","$8,972.46 "
,QK,,"7,038","$579,141.65 ","$452,126.08 "
,QZ,,"3,580","$568,050.03 ","$443,480.24 "
,OTHER,,"8,627","$726,836.35 ","$573,564.73 "
,TOTAL,,"27,535","$3,222,720.71 ","$2,523,471.30 "
00752,AA,,"10,867","$2,560,285.34 ","$2,012,332.88 "
,AD,,236,"$18,030.40 ","$13,934.00 "
,QK,,"10,185","$1,258,975.97 ","$986,599.18 "
,QZ,,"4,214","$968,635.64 ","$763,215.69 "
,OTHER,,"11,034","$1,343,310.01 ","$1,061,383.98 "
,TOTAL,,"36,536","$6,149,237.36 ","$4,837,465.73 "
00754,AA,,30,"$7,557.08 ","$5,884.47 "
,AD,,1,$57.45 ,$45.96 
,QK,,22,"$2,920.13 ","$2,262.29 "
,QZ,,36,"$8,397.30 ","$6,581.36 "
,OTHER,,68,"$7,922.01 ","$6,254.21 "
,TOTAL,,157,"$26,853.97 ","$21,028.29 "
00756,AA,,164,"$55,147.24 ","$44,053.62 "
,AD,,2,$352.88 ,$282.30 
,QK,,76,"$13,785.41 ","$11,028.33 "
,QZ,,54,"$16,537.07 ","$13,106.67 "
,OTHER,,160,"$28,814.42 ","$23,006.25 "
,TOTAL,,456,"$114,637.02 ","$91,477.17 "
0076T,OTHER,,1,$308.89 ,$247.11 
,TOTAL,,1,$308.89 ,$247.11 
00770,AA,,"9,935","$5,571,418.28 ","$4,421,479.75 "
,AD,,213,"$16,302.93 ","$12,986.45 "
,QK,,"8,220","$2,394,863.30 ","$1,899,629.86 "
,QZ,,"1,889","$996,959.81 ","$794,591.33 "
,OTHER,,"8,708","$2,410,119.98 ","$1,920,375.39 "
,TOTAL,,"28,965","$11,389,664.30 ","$9,049,062.78 "
0078T,OTHER,,79,"$107,186.52 ","$85,749.07 "
,TOTAL,,79,"$107,186.52 ","$85,749.07 "
0079T,OTHER,,21,"$6,730.56 ","$5,384.43 "
,TOTAL,,21,"$6,730.56 ","$5,384.43 "
00790,AA,,"170,641","$48,390,163.09 ","$38,255,092.48 "
,AD,,"3,910","$286,876.63 ","$225,083.63 "
,QK,,"143,564","$21,215,785.90 ","$16,752,457.52 "
,QZ,,"63,295","$16,789,009.30 ","$13,308,935.30 "
,OTHER,,"171,207","$24,685,829.57 ","$19,616,468.53 "
,TOTAL,,"552,617","$111,367,664.49 ","$88,158,037.46 "
00792,AA,,"1,031","$575,865.44 ","$457,951.67 "
,AD,,17,"$1,509.17 ","$1,207.33 "
,QK,,"1,322","$398,075.20 ","$315,234.90 "
,QZ,,127,"$60,217.29 ","$48,126.31 "
,OTHER,,"1,021","$287,587.47 ","$229,124.26 "
,TOTAL,,"3,518","$1,323,254.57 ","$1,051,644.47 "
00794,AA,,"1,602","$889,169.97 ","$705,564.41 "
,AD,,36,"$3,446.00 ","$2,664.34 "
,QK,,"2,765","$843,448.22 ","$672,072.23 "
,QZ,,283,"$146,354.47 ","$116,859.07 "
,OTHER,,"1,838","$529,096.32 ","$421,525.81 "
,TOTAL,,"6,524","$2,411,514.98 ","$1,918,685.86 "
00796,AA,,742,"$853,037.57 ","$677,431.74 "
,AD,,6,$393.58 ,$314.87 
,QK,,436,"$256,670.51 ","$204,804.33 "
,QZ,,13,"$12,530.43 ","$10,024.34 "
,OTHER,,362,"$194,890.04 ","$155,747.21 "
,TOTAL,,"1,559","$1,317,522.13 ","$1,048,322.49 "
00797,AA,,"3,705","$1,339,922.53 ","$1,047,850.46 "
,AD,,110,"$7,767.82 ","$5,969.59 "
,QK,,"4,780","$909,171.37 ","$707,805.54 "
,QZ,,"1,010","$346,553.51 ","$273,232.13 "
,OTHER,,"4,676","$865,970.77 ","$684,882.77 "
,TOTAL,,"14,281","$3,469,386.00 ","$2,719,740.49 "
0080T,OTHER,,77,"$19,088.01 ","$15,270.42 "
,TOTAL,,77,"$19,088.01 ","$15,270.42 "
00800,AA,,"7,313","$1,145,028.15 ","$900,560.11 "
,AD,,164,"$11,324.61 ","$8,768.50 "
,QK,,"6,702","$556,389.89 ","$436,263.64 "
,QZ,,"2,920","$433,052.81 ","$341,046.93 "
,OTHER,,"8,005","$663,064.75 ","$525,727.20 "
,TOTAL,,"25,104","$2,808,860.21 ","$2,212,366.38 "
00802,AA,,451,"$139,447.10 ","$109,564.11 "
,AD,,14,$928.39 ,$689.64 
,QK,,672,"$111,204.67 ","$85,191.65 "
,QZ,,155,"$46,283.55 ","$36,299.73 "
,OTHER,,649,"$108,005.70 ","$85,440.62 "
,TOTAL,,"1,941","$405,869.41 ","$317,185.75 "
0081T,OTHER,,19,"$1,855.47 ","$1,484.38 "
,TOTAL,,19,"$1,855.47 ","$1,484.38 "
00810,AA,,"358,917","$48,741,034.11 ","$38,489,853.65 "
,AD,,"3,064","$215,052.82 ","$168,592.69 "
,QK,,"166,217","$11,124,225.67 ","$8,755,125.66 "
,QZ,,"225,841","$28,905,726.16 ","$22,758,016.92 "
,OTHER,,"223,619","$15,593,085.03 ","$12,330,373.69 "
,TOTAL,,"977,658","$104,579,123.79 ","$82,501,962.61 "
00820,AA,,"1,133","$204,227.64 ","$160,950.21 "
,AD,,10,$690.74 ,$538.34 
,QK,,652,"$63,356.54 ","$49,417.59 "
,QZ,,709,"$104,835.21 ","$83,027.54 "
,OTHER,,"1,034","$99,145.19 ","$77,694.00 "
,TOTAL,,"3,538","$472,255.32 ","$371,627.68 "
0083T,OTHER,,52,"$10,851.75 ","$8,633.33 "
,TOTAL,,52,"$10,851.75 ","$8,633.33 "
00830,AA,,"53,951","$9,365,182.88 ","$7,335,841.57 "
,AD,,"1,061","$76,816.23 ","$58,487.59 "
,QK,,"44,460","$3,911,482.38 ","$3,053,033.54 "
,QZ,,"21,518","$3,635,378.72 ","$2,849,548.53 "
,OTHER,,"52,292","$4,638,038.69 ","$3,658,889.18 "
,TOTAL,,"173,282","$21,626,898.90 ","$16,955,800.41 "
00832,AA,,"11,248","$2,595,119.54 ","$2,039,121.38 "
,AD,,279,"$20,015.92 ","$15,738.43 "
,QK,,"9,288","$1,162,695.82 ","$910,643.42 "
,QZ,,"4,501","$1,012,223.12 ","$796,144.53 "
,OTHER,,"10,888","$1,339,723.98 ","$1,055,900.98 "
,TOTAL,,"36,204","$6,129,778.38 ","$4,817,548.74 "
00834,AA,,51,"$10,618.64 ","$8,481.39 "
,QK,,16,"$1,505.81 ","$1,196.00 "
,QZ,,5,$825.04 ,$660.04 
,OTHER,,26,"$2,369.42 ","$1,895.51 "
,TOTAL,,98,"$15,318.91 ","$12,232.94 "
00836,AA,,21,"$4,873.64 ","$3,722.93 "
,QK,,12,"$1,253.92 ",$947.55 
,QZ,,8,"$2,039.96 ","$1,631.96 "
,OTHER,,14,"$1,361.21 ","$1,073.59 "
,TOTAL,,55,"$9,528.73 ","$7,376.03 "
00840,AA,,"86,743","$22,647,623.24 ","$17,844,361.48 "
,AD,,"1,870","$135,568.09 ","$106,308.10 "
,QK,,"72,076","$9,939,678.63 ","$7,827,602.11 "
,QZ,,"33,957","$8,680,967.47 ","$6,866,822.21 "
,OTHER,,"95,087","$12,977,198.62 ","$10,289,349.46 "
,TOTAL,,"289,733","$54,381,036.05 ","$42,934,443.36 "
00842,AA,,8,"$1,934.03 ","$1,547.24 "
,QK,,6,$701.62 ,$561.30 
,QZ,,2,$376.16 ,$300.93 
,OTHER,,10,$750.13 ,$600.11 
,TOTAL,,26,"$3,761.94 ","$3,009.58 "
00844,AA,,"2,516","$980,946.01 ","$779,023.37 "
,AD,,84,"$5,770.30 ","$4,505.05 "
,QK,,"2,345","$503,621.76 ","$401,191.96 "
,QZ,,786,"$299,410.50 ","$238,212.04 "
,OTHER,,"2,608","$545,993.90 ","$435,474.84 "
,TOTAL,,"8,339","$2,335,742.47 ","$1,858,407.26 "
00846,AA,,"2,468","$902,770.79 ","$715,619.38 "
,AD,,103,"$7,453.33 ","$5,624.18 "
,QK,,"2,595","$532,326.69 ","$423,827.72 "
,QZ,,528,"$174,899.56 ","$139,017.70 "
,OTHER,,"2,643","$512,039.25 ","$408,278.06 "
,TOTAL,,"8,337","$2,129,489.62 ","$1,692,367.04 "
00848,AA,,179,"$90,859.30 ","$72,271.19 "
,AD,,5,$336.39 ,$269.11 
,QK,,174,"$60,051.09 ","$48,040.86 "
,QZ,,38,"$17,236.34 ","$13,789.04 "
,OTHER,,147,"$44,555.18 ","$35,556.15 "
,TOTAL,,543,"$213,038.30 ","$169,926.35 "
00851,AA,,566,"$107,168.90 ","$82,678.48 "
,AD,,9,$602.41 ,$481.92 
,QK,,699,"$67,987.08 ","$51,900.70 "
,QZ,,248,"$45,094.11 ","$34,780.68 "
,OTHER,,774,"$76,895.80 ","$59,808.64 "
,TOTAL,,"2,296","$297,748.30 ","$229,650.42 "
0086T,OTHER,,5,$120.00 ,$96.00 
,TOTAL,,5,$120.00 ,$96.00 
00860,AA,,"22,621","$5,284,548.45 ","$4,163,380.79 "
,AD,,580,"$40,285.27 ","$30,981.67 "
,QK,,"21,563","$2,646,274.94 ","$2,078,525.65 "
,QZ,,"8,139","$1,773,497.42 ","$1,401,432.76 "
,OTHER,,"22,295","$2,661,865.89 ","$2,111,822.05 "
,TOTAL,,"75,198","$12,406,471.97 ","$9,786,142.92 "
00862,AA,,"11,665","$4,241,706.85 ","$3,383,050.10 "
,AD,,330,"$28,779.75 ","$22,203.16 "
,QK,,"14,498","$2,841,024.65 ","$2,268,933.90 "
,QZ,,"2,943","$1,005,414.42 ","$801,225.10 "
,OTHER,,"12,714","$2,353,501.72 ","$1,881,721.35 "
,TOTAL,,"42,150","$10,470,427.39 ","$8,357,133.61 "
00864,AA,,"1,567","$872,157.01 ","$692,455.91 "
,AD,,60,"$3,981.89 ","$3,185.50 "
,QK,,"2,421","$738,512.47 ","$588,763.26 "
,QZ,,407,"$205,723.76 ","$163,913.79 "
,OTHER,,"2,014","$584,892.93 ","$467,256.91 "
,TOTAL,,"6,469","$2,405,268.06 ","$1,915,575.37 "
00865,AA,,"6,880","$2,579,210.00 ","$2,024,915.63 "
,AD,,196,"$13,594.25 ","$10,808.80 "
,QK,,"7,536","$1,512,291.37 ","$1,184,728.82 "
,QZ,,"1,954","$710,681.00 ","$562,033.59 "
,OTHER,,"7,078","$1,390,383.82 ","$1,104,925.34 "
,TOTAL,,"23,644","$6,206,160.44 ","$4,887,412.18 "
00866,AA,,443,"$195,802.84 ","$154,459.08 "
,AD,,15,"$1,222.95 ",$978.39 
,QK,,589,"$135,689.72 ","$107,328.78 "
,QZ,,92,"$38,556.27 ","$30,515.26 "
,OTHER,,472,"$103,706.65 ","$82,825.18 "
,TOTAL,,"1,611","$474,978.43 ","$376,106.69 "
00868,AA,,"3,440","$1,756,910.49 ","$1,375,405.31 "
,AD,,59,"$6,156.54 ","$4,925.24 "
,QK,,"5,074","$1,394,021.81 ","$1,086,991.30 "
,QZ,,229,"$107,929.04 ","$85,181.53 "
,OTHER,,"3,026","$787,115.81 ","$624,182.76 "
,TOTAL,,"11,828","$4,052,133.69 ","$3,176,686.14 "
00870,AA,,545,"$105,351.51 ","$83,218.94 "
,AD,,5,$349.76 ,$279.82 
,QK,,328,"$32,698.60 ","$25,286.94 "
,QZ,,168,"$29,992.59 ","$23,846.55 "
,OTHER,,455,"$47,573.21 ","$37,728.47 "
,TOTAL,,"1,501","$215,965.67 ","$170,360.72 "
00872,AA,,"2,954","$659,225.24 ","$520,684.51 "
,AD,,18,"$1,176.53 ",$941.25 
,QK,,"2,040","$210,019.54 ","$164,849.44 "
,QZ,,853,"$169,430.67 ","$134,167.32 "
,OTHER,,"2,900","$306,586.40 ","$242,561.50 "
,TOTAL,,"8,765","$1,346,438.38 ","$1,063,204.02 "
00873,AA,,"17,194","$2,881,374.28 ","$2,265,452.47 "
,AD,,440,"$29,130.81 ","$23,028.58 "
,QK,,"14,880","$1,227,633.94 ","$965,440.95 "
,QZ,,"6,347","$1,048,736.34 ","$828,530.53 "
,OTHER,,"18,267","$1,518,407.95 ","$1,201,835.62 "
,TOTAL,,"57,128","$6,705,283.32 ","$5,284,288.15 "
00880,AA,,"5,746","$3,200,146.36 ","$2,544,498.47 "
,AD,,98,"$8,349.33 ","$6,521.11 "
,QK,,"4,158","$1,233,778.39 ","$977,328.72 "
,QZ,,"1,184","$639,878.54 ","$510,497.41 "
,OTHER,,"4,723","$1,359,154.95 ","$1,082,395.88 "
,TOTAL,,"15,909","$6,441,307.57 ","$5,121,241.59 "
00882,AA,,"2,937","$777,328.19 ","$617,117.90 "
,AD,,51,"$3,572.31 ","$2,809.65 "
,QK,,"2,795","$373,191.32 ","$296,135.70 "
,QZ,,748,"$194,273.21 ","$154,533.12 "
,OTHER,,"3,967","$523,568.73 ","$417,088.88 "
,TOTAL,,"10,498","$1,871,933.76 ","$1,487,685.25 "
00902,AA,,"36,211","$5,855,528.84 ","$4,592,900.11 "
,AD,,709,"$47,772.16 ","$37,443.23 "
,QK,,"26,715","$2,282,938.39 ","$1,787,079.26 "
,QZ,,"19,741","$3,018,998.49 ","$2,378,107.78 "
,OTHER,,"32,186","$2,725,167.75 ","$2,146,503.06 "
,TOTAL,,"115,562","$13,930,405.63 ","$10,942,033.44 "
00904,AA,,"1,505","$500,159.26 ","$394,488.56 "
,AD,,57,"$4,692.89 ","$3,624.89 "
,QK,,"1,941","$331,265.38 ","$262,583.86 "
,QZ,,481,"$147,613.10 ","$117,101.28 "
,OTHER,,"1,908","$323,809.08 ","$257,718.65 "
,TOTAL,,"5,892","$1,307,539.71 ","$1,035,517.24 "
00906,AA,,710,"$128,952.97 ","$100,259.61 "
,AD,,15,$985.98 ,$748.71 
,QK,,807,"$71,610.80 ","$56,383.06 "
,QZ,,210,"$33,218.08 ","$26,119.81 "
,OTHER,,755,"$65,633.83 ","$52,305.88 "
,TOTAL,,"2,497","$300,401.66 ","$235,817.07 "
00908,AA,,233,"$70,400.60 ","$55,679.06 "
,AD,,4,$260.39 ,$208.31 
,QK,,141,"$23,062.49 ","$17,384.92 "
,QZ,,133,"$34,875.57 ","$27,812.43 "
,OTHER,,249,"$38,225.84 ","$30,048.10 "
,TOTAL,,760,"$166,824.89 ","$131,132.82 "
00910,AA,,"101,688","$12,084,517.44 ","$9,506,708.34 "
,AD,,"2,234","$150,851.43 ","$118,836.95 "
,QK,,"92,657","$5,582,633.23 ","$4,379,531.19 "
,QZ,,"41,469","$4,569,266.83 ","$3,605,021.87 "
,OTHER,,"117,947","$7,082,506.14 ","$5,588,920.63 "
,TOTAL,,"355,995","$29,469,775.07 ","$23,199,018.98 "
00912,AA,,"39,031","$6,531,549.71 ","$5,162,284.38 "
,AD,,645,"$43,851.55 ","$34,709.54 "
,QK,,"29,410","$2,485,539.24 ","$1,962,028.35 "
,QZ,,"11,756","$1,893,940.68 ","$1,499,036.05 "
,OTHER,,"33,336","$2,807,349.53 ","$2,227,802.43 "
,TOTAL,,"114,178","$13,762,230.71 ","$10,885,860.75 "
00914,AA,,"43,434","$8,393,481.66 ","$6,630,071.90 "
,AD,,798,"$54,999.78 ","$43,138.21 "
,QK,,"33,106","$3,224,396.30 ","$2,538,742.32 "
,QZ,,"15,287","$2,821,707.73 ","$2,231,761.50 "
,OTHER,,"37,272","$3,603,515.05 ","$2,857,004.60 "
,TOTAL,,"129,897","$18,098,100.52 ","$14,300,718.53 "
00916,AA,,582,"$106,894.39 ","$84,162.90 "
,AD,,5,$258.18 ,$206.54 
,QK,,402,"$35,691.05 ","$27,877.43 "
,QZ,,142,"$23,657.34 ","$18,794.38 "
,OTHER,,467,"$40,573.29 ","$31,540.30 "
,TOTAL,,"1,598","$207,074.25 ","$162,581.55 "
00918,AA,,"16,798","$3,079,315.52 ","$2,426,120.96 "
,AD,,301,"$21,088.93 ","$16,481.56 "
,QK,,"14,083","$1,316,098.57 ","$1,033,729.12 "
,QZ,,"5,114","$882,618.85 ","$696,179.75 "
,OTHER,,"16,539","$1,520,712.21 ","$1,203,344.67 "
,TOTAL,,"52,835","$6,819,834.08 ","$5,375,856.06 "
00920,AA,,"12,785","$1,853,428.81 ","$1,452,808.38 "
,AD,,262,"$18,530.82 ","$14,610.01 "
,QK,,"11,482","$861,723.06 ","$670,551.04 "
,QZ,,"5,744","$781,684.24 ","$613,589.18 "
,OTHER,,"13,492","$999,428.46 ","$786,899.38 "
,TOTAL,,"43,765","$4,514,795.39 ","$3,538,457.99 "
00921,AA,,36,"$4,674.77 ","$3,691.75 "
,QK,,33,"$2,164.52 ","$1,605.79 "
,QZ,,20,"$2,482.86 ","$1,852.08 "
,OTHER,,40,"$2,557.07 ","$1,886.58 "
,TOTAL,,129,"$11,879.22 ","$9,036.20 "
00922,AA,,71,"$15,271.26 ","$11,885.56 "
,QK,,15,"$1,588.77 ","$1,101.40 "
,QZ,,16,"$3,229.54 ","$2,473.80 "
,OTHER,,27,"$2,527.80 ","$2,022.24 "
,TOTAL,,129,"$22,617.37 ","$17,483.00 "
00924,AA,,17,"$3,094.86 ","$2,475.88 "
,AD,,1,$70.04 ,$56.03 
,QK,,14,"$1,204.00 ",$963.19 
,QZ,,12,"$2,054.25 ","$1,643.39 "
,OTHER,,26,"$2,185.66 ","$1,748.51 "
,TOTAL,,70,"$8,608.81 ","$6,887.00 "
00926,AA,,651,"$109,958.81 ","$86,047.68 "
,AD,,10,$649.00 ,$519.19 
,QK,,488,"$41,455.52 ","$32,382.43 "
,QZ,,279,"$44,149.77 ","$35,237.62 "
,OTHER,,629,"$53,039.84 ","$42,072.26 "
,TOTAL,,"2,057","$249,252.94 ","$196,259.18 "
00928,AA,,42,"$8,646.85 ","$6,917.47 "
,AD,,1,$50.79 ,$40.63 
,QK,,22,"$2,434.60 ","$1,947.69 "
,QZ,,17,"$3,765.81 ","$3,012.66 "
,OTHER,,35,"$3,625.23 ","$2,900.22 "
,TOTAL,,117,"$18,523.28 ","$14,818.67 "
00930,AA,,126,"$20,629.64 ","$16,018.43 "
,AD,,2,$123.63 ,$98.91 
,QK,,110,"$9,844.36 ","$7,805.35 "
,QZ,,82,"$13,010.43 ","$10,232.36 "
,OTHER,,200,"$17,397.21 ","$13,811.40 "
,TOTAL,,520,"$61,005.27 ","$47,966.45 "
00932,AA,,58,"$12,835.01 ","$10,267.97 "
,AD,,1,$256.25 ,$205.00 
,QK,,45,"$5,844.13 ","$4,588.36 "
,QZ,,21,"$5,002.59 ","$4,002.07 "
,OTHER,,49,"$6,069.23 ","$4,855.41 "
,TOTAL,,174,"$30,007.21 ","$23,918.81 "
00934,AA,,16,"$5,765.54 ","$4,612.44 "
,AD,,1,$70.04 ,$56.03 
,QK,,12,"$2,331.32 ","$1,777.06 "
,QZ,,4,"$1,035.12 ",$828.09 
,OTHER,,16,"$3,268.69 ","$2,526.96 "
,TOTAL,,49,"$12,470.71 ","$9,800.58 "
00936,AA,,2,$655.65 ,$343.94 
,QK,,3,"$1,061.00 ",$848.79 
,OTHER,,9,"$1,379.54 ","$1,103.63 "
,TOTAL,,14,"$3,096.19 ","$2,296.36 "
00938,AA,,"2,715","$631,388.19 ","$494,781.61 "
,AD,,91,"$6,219.46 ","$4,881.88 "
,QK,,"2,955","$357,116.05 ","$277,744.13 "
,QZ,,833,"$185,990.76 ","$145,486.83 "
,OTHER,,"2,832","$335,626.17 ","$265,371.01 "
,TOTAL,,"9,426","$1,516,340.63 ","$1,188,265.46 "
00940,AA,,"14,781","$1,787,387.29 ","$1,399,076.88 "
,AD,,311,"$21,347.28 ","$16,540.75 "
,QK,,"12,440","$755,613.22 ","$589,533.74 "
,QZ,,"5,849","$669,048.55 ","$524,588.52 "
,OTHER,,"15,771","$991,576.10 ","$778,923.15 "
,TOTAL,,"49,152","$4,224,972.44 ","$3,308,663.04 "
00942,AA,,"9,594","$1,887,546.81 ","$1,480,548.76 "
,AD,,232,"$16,409.05 ","$12,859.06 "
,QK,,"9,539","$994,571.73 ","$778,826.51 "
,QZ,,"4,349","$804,560.87 ","$632,111.27 "
,OTHER,,"11,019","$1,144,613.77 ","$903,309.11 "
,TOTAL,,"34,733","$4,847,702.23 ","$3,807,654.71 "
00944,AA,,"7,737","$2,194,703.38 ","$1,725,754.59 "
,AD,,207,"$15,331.50 ","$11,937.72 "
,QK,,"7,928","$1,164,926.98 ","$911,595.62 "
,QZ,,"3,283","$873,521.45 ","$689,551.11 "
,OTHER,,"8,422","$1,237,121.15 ","$979,690.86 "
,TOTAL,,"27,577","$5,485,604.46 ","$4,318,529.90 "
00948,AA,,79,"$12,031.29 ","$9,611.76 "
,AD,,1,$70.32 ,$56.26 
,QK,,50,"$3,715.38 ","$2,928.79 "
,QZ,,45,"$6,028.91 ","$4,802.83 "
,OTHER,,84,"$6,089.58 ","$4,755.18 "
,TOTAL,,259,"$27,935.48 ","$22,154.82 "
00950,AA,,28,"$4,838.89 ","$3,871.10 "
,QK,,19,"$1,523.29 ","$1,218.64 "
,QZ,,27,"$4,895.33 ","$3,894.16 "
,OTHER,,58,"$5,561.57 ","$4,449.26 "
,TOTAL,,132,"$16,819.08 ","$13,433.16 "
00952,AA,,"15,875","$2,170,411.22 ","$1,700,752.69 "
,AD,,294,"$20,320.63 ","$16,143.92 "
,QK,,"15,797","$1,083,206.94 ","$847,792.91 "
,QZ,,"5,027","$657,982.59 ","$516,523.13 "
,OTHER,,"17,849","$1,216,361.71 ","$959,597.81 "
,TOTAL,,"54,842","$5,148,283.09 ","$4,040,810.46 "
01112,AA,,"1,398","$195,570.74 ","$154,280.30 "
,AD,,12,$775.87 ,$620.68 
,QK,,"1,230","$86,749.34 ","$68,565.98 "
,QZ,,"1,348","$156,981.37 ","$124,554.36 "
,OTHER,,"1,633","$112,554.48 ","$89,468.70 "
,TOTAL,,"5,621","$552,631.80 ","$437,490.02 "
01120,AA,,"3,066","$580,244.92 ","$456,318.04 "
,AD,,33,"$2,271.67 ","$1,817.34 "
,QK,,"1,294","$177,786.55 ","$139,943.92 "
,QZ,,380,"$85,941.79 ","$68,073.47 "
,OTHER,,"1,380","$174,767.85 ","$139,063.80 "
,TOTAL,,"6,153","$1,021,012.78 ","$805,216.57 "
01130,AA,,14,"$2,450.64 ","$1,714.12 "
,AD,,1,$70.32 ,$56.26 
,QK,,14,"$1,313.92 ","$1,051.13 "
