Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 69000 - 69990,,,,,
,BESS REPORTS,CODE RANGES,,,
69635,SG,,35,"$34,207.06 ","$27,365.60 "
,OTHER,,229,"$261,019.40 ","$205,771.85 "
,TOTAL,,264,"$295,226.46 ","$233,137.45 "
69636,SG,,38,"$36,438.90 ","$29,143.94 "
,OTHER,,113,"$143,714.11 ","$114,756.41 "
,TOTAL,,151,"$180,153.01 ","$143,900.35 "
69637,SG,,44,"$41,612.81 ","$32,389.93 "
,OTHER,,137,"$177,036.77 ","$139,815.10 "
,TOTAL,,181,"$218,649.58 ","$172,205.03 "
69641,SG,,154,"$151,088.72 ","$119,690.19 "
,OTHER,,708,"$675,290.80 ","$535,098.63 "
,TOTAL,,862,"$826,379.52 ","$654,788.82 "
69642,SG,,53,"$50,274.91 ","$39,432.00 "
,OTHER,,280,"$354,239.92 ","$279,961.65 "
,TOTAL,,333,"$404,514.83 ","$319,393.65 "
69643,SG,,63,"$61,219.33 ","$46,946.61 "
,OTHER,,681,"$786,023.70 ","$616,386.89 "
,TOTAL,,744,"$847,243.03 ","$663,333.50 "
69644,SG,,85,"$60,869.01 ","$48,520.31 "
,OTHER,,337,"$475,112.35 ","$371,388.15 "
,TOTAL,,422,"$535,981.36 ","$419,908.46 "
69645,SG,,34,"$33,333.98 ","$25,735.25 "
,OTHER,,358,"$500,234.69 ","$393,180.62 "
,TOTAL,,392,"$533,568.67 ","$418,915.87 "
69646,SG,,28,"$26,728.64 ","$21,382.91 "
,OTHER,,304,"$458,329.67 ","$362,135.97 "
,TOTAL,,332,"$485,058.31 ","$383,518.88 "
69650,SG,,20,"$19,049.72 ","$15,239.76 "
,OTHER,,79,"$39,988.34 ","$31,526.90 "
,TOTAL,,99,"$59,038.06 ","$46,766.66 "
69660,SG,,129,"$90,514.12 ","$71,833.21 "
,OTHER,,834,"$739,547.70 ","$581,300.75 "
,TOTAL,,963,"$830,061.82 ","$653,133.96 "
69661,SG,,53,"$37,749.88 ","$30,163.78 "
,OTHER,,165,"$196,197.15 ","$155,664.65 "
,TOTAL,,218,"$233,947.03 ","$185,828.43 "
69662,SG,,59,"$40,808.67 ","$32,611.57 "
,OTHER,,227,"$255,191.19 ","$202,745.56 "
,TOTAL,,286,"$295,999.86 ","$235,357.13 "
69666,SG,,16,"$7,737.89 ","$6,190.30 "
,OTHER,,109,"$55,027.33 ","$43,542.64 "
,TOTAL,,125,"$62,765.22 ","$49,732.94 "
69667,SG,,14,"$6,470.14 ","$5,176.12 "
,OTHER,,103,"$61,168.85 ","$48,373.19 "
,TOTAL,,117,"$67,638.99 ","$53,549.31 "
69670,SG,,2,$730.01 ,$584.01 
,OTHER,,50,"$29,254.95 ","$23,404.01 "
,TOTAL,,52,"$29,984.96 ","$23,988.02 "
69676,SG,,2,"$1,239.06 ",$991.25 
,OTHER,,12,"$8,624.67 ","$6,899.72 "
,TOTAL,,14,"$9,863.73 ","$7,890.97 "
69700,SG,,2,$498.75 ,$399.00 
,OTHER,,15,"$8,670.30 ","$6,888.90 "
,TOTAL,,17,"$9,169.05 ","$7,287.90 "
69711,SG,,3,$652.08 ,$521.67 
,OTHER,,15,"$7,558.56 ","$5,954.43 "
,TOTAL,,18,"$8,210.64 ","$6,476.10 "
69714,SG,,21,"$29,377.37 ","$22,557.63 "
,OTHER,,180,"$187,225.78 ","$146,684.23 "
,TOTAL,,201,"$216,603.15 ","$169,241.86 "
69715,OTHER,,7,"$8,865.68 ","$7,092.55 "
,TOTAL,,7,"$8,865.68 ","$7,092.55 "
69717,SG,,2,"$2,404.25 ","$1,923.40 "
,OTHER,,7,"$5,866.40 ","$4,693.12 "
,TOTAL,,9,"$8,270.65 ","$6,616.52 "
69718,OTHER,,1,"$1,288.09 ","$1,030.47 "
,TOTAL,,1,"$1,288.09 ","$1,030.47 "
69720,SG,,5,"$2,464.74 ","$1,971.80 "
,OTHER,,113,"$88,726.18 ","$70,980.98 "
,TOTAL,,118,"$91,190.92 ","$72,952.78 "
69725,OTHER,,22,"$24,728.83 ","$19,064.87 "
,TOTAL,,22,"$24,728.83 ","$19,064.87 "
69740,OTHER,,9,"$6,900.59 ","$5,520.47 "
,TOTAL,,9,"$6,900.59 ","$5,520.47 "
69745,OTHER,,5,"$3,835.48 ","$3,068.39 "
,TOTAL,,5,"$3,835.48 ","$3,068.39 "
69799,OTHER,,67,"$24,990.43 ","$19,905.96 "
,TOTAL,,67,"$24,990.43 ","$19,905.96 "
69801,SG,,650,"$449,374.96 ","$353,670.90 "
,OTHER,,"2,990","$2,020,297.33 ","$1,587,046.08 "
,TOTAL,,"3,640","$2,469,672.29 ","$1,940,716.98 "
69802,SG,,1,$967.99 ,$774.39 
,OTHER,,17,"$13,912.11 ","$11,129.67 "
,TOTAL,,18,"$14,880.10 ","$11,904.06 "
69805,SG,,9,"$8,884.53 ","$6,390.58 "
,OTHER,,47,"$45,771.67 ","$36,510.82 "
,TOTAL,,56,"$54,656.20 ","$42,901.40 "
69806,SG,,24,"$22,919.16 ","$17,212.20 "
,OTHER,,160,"$131,640.40 ","$102,677.43 "
,TOTAL,,184,"$154,559.56 ","$119,889.63 "
69820,OTHER,,7,"$3,984.75 ","$3,099.79 "
,TOTAL,,7,"$3,984.75 ","$3,099.79 "
69840,SG,,1,$676.02 ,
,OTHER,,9,"$4,828.25 ","$3,582.59 "
,TOTAL,,10,"$5,504.27 ","$3,582.59 "
69905,SG,,3,"$2,914.50 ","$2,331.60 "
,OTHER,,15,"$11,395.15 ","$8,351.24 "
,TOTAL,,18,"$14,309.65 ","$10,682.84 "
69910,SG,,5,"$5,478.23 ","$4,382.59 "
,OTHER,,81,"$77,868.46 ","$61,672.51 "
,TOTAL,,86,"$83,346.69 ","$66,055.10 "
69915,OTHER,,11,"$14,716.19 ","$11,772.96 "
,TOTAL,,11,"$14,716.19 ","$11,772.96 "
69930,SG,,22,"$21,506.77 ","$16,486.58 "
,OTHER,,"1,420","$1,758,047.44 ","$1,385,329.21 "
,TOTAL,,"1,442","$1,779,554.21 ","$1,401,815.79 "
69949,OTHER,,45,"$22,642.95 ","$18,114.34 "
,TOTAL,,45,"$22,642.95 ","$18,114.34 "
69950,80'S,,1,$230.56 ,$184.45 
,OTHER,,11,"$12,723.18 ","$10,178.54 "
,TOTAL,,12,"$12,953.74 ","$10,362.99 "
69955,80'S,,1,$279.02 ,$223.22 
,OTHER,,18,"$24,154.08 ","$19,265.47 "
,TOTAL,,19,"$24,433.10 ","$19,488.69 "
69960,OTHER,,8,"$10,398.35 ","$8,318.69 "
,TOTAL,,8,"$10,398.35 ","$8,318.69 "
69970,80'S,,1,$323.70 ,$258.96 
,OTHER,,41,"$77,498.89 ","$58,747.47 "
,TOTAL,,42,"$77,822.59 ","$59,006.43 "
69979,OTHER,,13,"$4,286.48 ","$3,429.20 "
,TOTAL,,13,"$4,286.48 ","$3,429.20 "
69990,80'S,,907,"$33,471.09 ","$26,646.70 "
,OTHER,,"11,970","$2,556,754.81 ","$2,024,695.78 "
,TOTAL,,"12,877","$2,590,225.90 ","$2,051,342.48 "
,,,,,
