Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 56405 - 58999,,,,,
,BESS REPORTS,CODE RANGES,,,
58579,OTHER,,4,$988.24 ,$790.59 
,TOTAL,,4,$988.24 ,$790.59 
58600,80'S,,5,$234.99 ,$188.00 
,OTHER,,45,"$14,833.53 ","$11,688.31 "
,TOTAL,,50,"$15,068.52 ","$11,876.31 "
58605,80'S,,1,$50.79 ,$40.63 
,OTHER,,67,"$17,582.71 ","$13,868.34 "
,TOTAL,,68,"$17,633.50 ","$13,908.97 "
58611,80'S,,16,$211.87 ,$159.05 
,OTHER,,144,"$11,703.52 ","$9,293.46 "
,TOTAL,,160,"$11,915.39 ","$9,452.51 "
58615,OTHER,,6,"$1,316.53 ",$965.24 
,TOTAL,,6,"$1,316.53 ",$965.24 
58660,SG,,133,"$92,809.26 ","$72,519.05 "
,80'S,,308,"$28,275.94 ","$22,182.29 "
,OTHER,,"2,313","$1,383,610.97 ","$1,086,836.42 "
,TOTAL,,"2,754","$1,504,696.17 ","$1,181,537.76 "
58661,SG,,225,"$153,326.60 ","$119,242.22 "
,80'S,,"1,663","$165,878.38 ","$130,464.35 "
,OTHER,,"7,128","$4,348,335.55 ","$3,424,996.92 "
,TOTAL,,"9,016","$4,667,540.53 ","$3,674,703.49 "
58662,SG,,184,"$125,187.46 ","$94,970.14 "
,80'S,,193,"$20,500.22 ","$15,926.65 "
,OTHER,,"1,672","$1,122,379.16 ","$868,683.46 "
,TOTAL,,"2,049","$1,268,066.84 ","$979,580.25 "
58670,SG,,88,"$40,071.06 ","$30,810.96 "
,OTHER,,559,"$183,973.58 ","$142,761.02 "
,TOTAL,,647,"$224,044.64 ","$173,571.98 "
58671,SG,,41,"$19,051.53 ","$14,918.04 "
,OTHER,,360,"$118,523.86 ","$91,601.17 "
,TOTAL,,401,"$137,575.39 ","$106,519.21 "
58672,SG,,1,$698.35 ,$137.70 
,OTHER,,8,"$5,776.34 ","$4,621.07 "
,TOTAL,,9,"$6,474.69 ","$4,758.77 "
58673,SG,,1,$712.87 ,$570.30 
,80'S,,7,$927.93 ,$742.34 
,OTHER,,41,"$32,439.23 ","$24,919.74 "
,TOTAL,,49,"$34,080.03 ","$26,232.38 "
58679,80'S,,1,$100.76 ,$80.61 
,OTHER,,19,"$8,682.44 ","$6,942.47 "
,TOTAL,,20,"$8,783.20 ","$7,023.08 "
58700,80'S,,90,"$8,041.09 ","$6,386.89 "
,OTHER,,387,"$212,344.51 ","$167,959.84 "
,TOTAL,,477,"$220,385.60 ","$174,346.73 "
58720,80'S,,"2,458","$231,789.05 ","$183,212.51 "
,OTHER,,"8,070","$4,445,440.80 ","$3,520,110.00 "
,TOTAL,,"10,528","$4,677,229.85 ","$3,703,322.51 "
58740,80'S,,340,"$40,327.68 ","$31,678.52 "
,OTHER,,"1,041","$724,519.63 ","$576,722.36 "
,TOTAL,,"1,381","$764,847.31 ","$608,400.88 "
58750,80'S,,1,$149.61 ,$119.69 
,OTHER,,2,"$1,843.24 ","$1,474.59 "
,TOTAL,,3,"$1,992.85 ","$1,594.28 "
58752,OTHER,,1,$477.60 ,$382.08 
,TOTAL,,1,$477.60 ,$382.08 
58760,80'S,,1,$124.64 ,$99.71 
,OTHER,,1,$547.64 ,$438.11 
,TOTAL,,2,$672.28 ,$537.82 
58770,OTHER,,7,"$5,843.99 ","$4,675.20 "
,TOTAL,,7,"$5,843.99 ","$4,675.20 "
58800,SG,,1,$268.43 ,$214.74 
,OTHER,,77,"$17,583.24 ","$13,513.80 "
,TOTAL,,78,"$17,851.67 ","$13,728.54 "
58805,80'S,,10,$358.60 ,$264.38 
,OTHER,,121,"$33,030.36 ","$26,244.09 "
,TOTAL,,131,"$33,388.96 ","$26,508.47 "
58820,80'S,,2,$43.79 ,$35.03 
,OTHER,,9,"$1,940.43 ","$1,539.18 "
,TOTAL,,11,"$1,984.22 ","$1,574.21 "
58822,80'S,,5,$262.85 ,$210.28 
,OTHER,,35,"$17,374.16 ","$13,519.91 "
,TOTAL,,40,"$17,637.01 ","$13,730.19 "
58823,80'S,,12,$207.34 ,$165.88 
,OTHER,,528,"$93,322.61 ","$74,071.98 "
,TOTAL,,540,"$93,529.95 ","$74,237.86 "
58825,80'S,,4,$228.32 ,$182.66 
,OTHER,,22,"$7,898.32 ","$6,318.66 "
,TOTAL,,26,"$8,126.64 ","$6,501.32 "
58900,80'S,,10,$534.95 ,$427.95 
,OTHER,,60,"$17,051.47 ","$13,430.89 "
,TOTAL,,70,"$17,586.42 ","$13,858.84 "
58920,80'S,,6,$433.16 ,$346.54 
,OTHER,,29,"$13,477.67 ","$10,782.15 "
,TOTAL,,35,"$13,910.83 ","$11,128.69 "
58925,80'S,,198,"$17,443.39 ","$13,940.67 "
,OTHER,,756,"$393,049.56 ","$311,613.99 "
,TOTAL,,954,"$410,492.95 ","$325,554.66 "
58940,80'S,,802,"$44,317.35 ","$34,916.99 "
,OTHER,,"2,912","$939,023.45 ","$745,779.18 "
,TOTAL,,"3,714","$983,340.80 ","$780,696.17 "
58943,80'S,,112,"$18,229.00 ","$14,407.19 "
,OTHER,,449,"$435,841.57 ","$346,140.35 "
,TOTAL,,561,"$454,070.57 ","$360,547.54 "
58950,80'S,,153,"$23,188.06 ","$18,323.17 "
,OTHER,,633,"$579,320.30 ","$461,116.22 "
,TOTAL,,786,"$602,508.36 ","$479,439.39 "
58951,80'S,,204,"$43,088.07 ","$34,470.48 "
,OTHER,,"1,019","$1,265,361.29 ","$1,006,848.42 "
,TOTAL,,"1,223","$1,308,449.36 ","$1,041,318.90 "
58952,80'S,,329,"$73,463.06 ","$58,551.60 "
,OTHER,,"1,503","$2,042,408.72 ","$1,620,731.85 "
,TOTAL,,"1,832","$2,115,871.78 ","$1,679,283.45 "
58953,80'S,,278,"$82,862.71 ","$66,043.44 "
,OTHER,,"1,587","$2,894,875.95 ","$2,305,710.02 "
,TOTAL,,"1,865","$2,977,738.66 ","$2,371,753.46 "
58954,80'S,,242,"$81,197.33 ","$64,621.23 "
,OTHER,,"1,137","$2,253,453.81 ","$1,795,508.00 "
,TOTAL,,"1,379","$2,334,651.14 ","$1,860,129.23 "
58956,80'S,,109,"$22,148.42 ","$17,562.09 "
,OTHER,,548,"$678,523.10 ","$540,816.25 "
,TOTAL,,657,"$700,671.52 ","$558,378.34 "
58960,80'S,,151,"$18,262.86 ","$14,551.42 "
,OTHER,,638,"$466,716.71 ","$369,708.78 "
,TOTAL,,789,"$484,979.57 ","$384,260.20 "
58970,OTHER,,12,"$2,802.70 ","$2,105.11 "
,TOTAL,,12,"$2,802.70 ","$2,105.11 "
58974,OTHER,,4,$519.24 ,$415.40 
,TOTAL,,4,$519.24 ,$415.40 
58999,80'S,,35,"$4,499.05 ","$3,599.23 "
,OTHER,,523,"$165,122.67 ","$131,852.94 "
,TOTAL,,558,"$169,621.72 ","$135,452.17 "
,,,,,
