Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 54000 - 55899,,,,,
,BESS REPORTS, CODE RANGES,,,
,TOTAL,,621,"$272,630.89 ","$214,598.29 "
54380,OTHER,,1,$350.00 ,$280.00 
,TOTAL,,1,$350.00 ,$280.00 
54385,SG,,2,"$1,056.82 ",$845.46 
,OTHER,,2,"$1,879.72 ","$1,503.78 "
,TOTAL,,4,"$2,936.54 ","$2,349.24 "
54400,SG,,2,"$1,046.21 ",$836.97 
,80'S,,1,$95.85 ,$76.68 
,OTHER,,497,"$252,584.76 ","$200,569.05 "
,TOTAL,,500,"$253,726.82 ","$201,482.70 "
54401,SG,,2,$916.39 ,$733.12 
,OTHER,,176,"$110,875.35 ","$87,610.95 "
,TOTAL,,178,"$111,791.74 ","$88,344.07 "
54405,SG,,24,"$11,941.26 ","$9,552.98 "
,80'S,,951,"$114,685.06 ","$89,615.01 "
,OTHER,,"4,589","$3,295,276.57 ","$2,590,226.12 "
,TOTAL,,"5,564","$3,421,902.89 ","$2,689,394.11 "
54406,SG,,25,"$12,541.04 ","$9,944.84 "
,80'S,,86,"$9,394.20 ","$7,359.30 "
,OTHER,,860,"$538,618.68 ","$427,597.96 "
,TOTAL,,971,"$560,553.92 ","$444,902.10 "
54408,SG,,12,"$6,034.07 ","$4,827.24 "
,80'S,,47,"$5,180.45 ","$4,042.03 "
,OTHER,,372,"$248,196.66 ","$196,268.37 "
,TOTAL,,431,"$259,411.18 ","$205,137.64 "
54410,SG,,8,"$3,709.41 ","$2,967.53 "
,80'S,,277,"$38,328.63 ","$30,112.61 "
,OTHER,,"1,381","$1,146,418.90 ","$901,909.38 "
,TOTAL,,"1,666","$1,188,456.94 ","$934,989.52 "
54411,80'S,,36,"$5,194.39 ","$4,074.90 "
,OTHER,,177,"$149,516.05 ","$118,885.18 "
,TOTAL,,213,"$154,710.44 ","$122,960.08 "
54415,SG,,8,"$4,017.09 ","$3,213.67 "
,80'S,,31,"$2,210.38 ","$1,742.84 "
,OTHER,,330,"$144,151.29 ","$115,004.98 "
,TOTAL,,369,"$150,378.76 ","$119,961.49 "
54416,80'S,,35,"$3,530.59 ","$2,743.40 "
,OTHER,,152,"$89,735.54 ","$70,561.20 "
,TOTAL,,187,"$93,266.13 ","$73,304.60 "
54417,80'S,,5,$686.59 ,$549.27 
,OTHER,,26,"$19,977.62 ","$15,894.10 "
,TOTAL,,31,"$20,664.21 ","$16,443.37 "
54420,OTHER,,10,"$5,484.80 ","$4,387.82 "
,TOTAL,,10,"$5,484.80 ","$4,387.82 "
54430,80'S,,1,$106.56 ,$85.25 
,OTHER,,62,"$34,933.29 ","$27,798.15 "
,TOTAL,,63,"$35,039.85 ","$27,883.40 "
54435,SG,,1,$605.69 ,$484.55 
,OTHER,,86,"$29,502.32 ","$23,332.24 "
,TOTAL,,87,"$30,108.01 ","$23,816.79 "
54440,SG,,5,"$3,123.41 ","$2,498.73 "
,80'S,,8,$847.94 ,$678.35 
,OTHER,,78,"$58,491.94 ","$46,352.99 "
,TOTAL,,91,"$62,463.29 ","$49,530.07 "
54450,SG,,28,"$6,065.13 ","$4,852.10 "
,OTHER,,"2,350","$147,374.10 ","$115,059.51 "
,TOTAL,,"2,378","$153,439.23 ","$119,911.61 "
54500,SG,,2,$652.38 ,$521.91 
,OTHER,,19,"$1,102.17 ",$881.74 
,TOTAL,,21,"$1,754.55 ","$1,403.65 "
54505,SG,,3,$777.57 ,$622.06 
,OTHER,,125,"$22,318.67 ","$17,553.34 "
,TOTAL,,128,"$23,096.24 ","$18,175.40 "
54512,SG,,25,"$8,239.61 ","$6,447.68 "
,80'S,,2,$159.72 ,$127.78 
,OTHER,,142,"$67,364.96 ","$52,672.15 "
,TOTAL,,169,"$75,764.29 ","$59,247.61 "
54520,SG,,640,"$317,231.94 ","$251,394.93 "
,OTHER,,"5,606","$1,812,188.22 ","$1,433,579.22 "
,TOTAL,,"6,246","$2,129,420.16 ","$1,684,974.15 "
54522,SG,,20,"$9,408.12 ","$7,526.49 "
,80'S,,2,$139.36 ,$111.49 
,OTHER,,91,"$45,617.83 ","$35,809.14 "
,TOTAL,,113,"$55,165.31 ","$43,447.12 "
54530,SG,,151,"$92,288.71 ","$72,988.89 "
,80'S,,75,"$5,671.21 ","$4,399.33 "
,OTHER,,"1,578","$787,721.87 ","$622,963.45 "
,TOTAL,,"1,804","$885,681.79 ","$700,351.67 "
54535,80'S,,4,$394.26 ,$315.41 
,OTHER,,52,"$36,867.67 ","$28,910.37 "
,TOTAL,,56,"$37,261.93 ","$29,225.78 "
54550,SG,,1,$616.09 ,$492.87 
,80'S,,2,$131.49 ,$105.20 
,OTHER,,61,"$25,055.32 ","$19,837.10 "
,TOTAL,,64,"$25,802.90 ","$20,435.17 "
54560,OTHER,,7,"$4,008.88 ","$3,207.11 "
,TOTAL,,7,"$4,008.88 ","$3,207.11 "
54600,OTHER,,24,"$8,811.23 ","$7,042.93 "
,TOTAL,,24,"$8,811.23 ","$7,042.93 "
54620,SG,,1,$256.70 ,$205.36 
,OTHER,,25,"$4,432.36 ","$3,545.89 "
,TOTAL,,26,"$4,689.06 ","$3,751.25 "
54640,SG,,20,"$10,520.05 ","$8,416.02 "
,OTHER,,215,"$80,439.75 ","$63,816.25 "
,TOTAL,,235,"$90,959.80 ","$72,232.27 "
54650,OTHER,,5,"$2,994.78 ","$2,395.82 "
,TOTAL,,5,"$2,994.78 ","$2,395.82 "
54660,OTHER,,14,"$4,382.92 ","$3,506.33 "
,TOTAL,,14,"$4,382.92 ","$3,506.33 "
54670,SG,,1,$285.09 ,$228.07 
,OTHER,,10,"$3,364.01 ","$2,691.22 "
,TOTAL,,11,"$3,649.10 ","$2,919.29 "
54680,80'S,,5,$570.33 ,$456.27 
,OTHER,,31,"$24,154.27 ","$19,240.56 "
,TOTAL,,36,"$24,724.60 ","$19,696.83 "
54690,80'S,,2,$262.53 ,$210.02 
,OTHER,,16,"$8,948.52 ","$7,158.81 "
,TOTAL,,18,"$9,211.05 ","$7,368.83 "
54692,OTHER,,1,$708.89 ,$567.11 
,TOTAL,,1,$708.89 ,$567.11 
54699,OTHER,,5,"$2,321.78 ","$1,857.42 "
,TOTAL,,5,"$2,321.78 ","$1,857.42 "
54700,SG,,39,"$15,548.83 ","$12,028.47 "
,OTHER,,"1,713","$317,433.78 ","$247,147.97 "
,TOTAL,,"1,752","$332,982.61 ","$259,176.44 "
54800,OTHER,,12,"$1,358.20 ","$1,086.55 "
,TOTAL,,12,"$1,358.20 ","$1,086.55 "
54820,SG,,1,$325.49 ,$260.39 
,OTHER,,20,"$4,706.67 ","$3,765.33 "
,TOTAL,,21,"$5,032.16 ","$4,025.72 "
54830,SG,,66,"$28,417.41 ","$22,350.56 "
,OTHER,,288,"$77,673.63 ","$61,408.51 "
,TOTAL,,354,"$106,091.04 ","$83,759.07 "
54840,SG,,426,"$249,347.02 ","$194,801.40 "
,OTHER,,"2,032","$522,515.60 ","$406,652.35 "
,TOTAL,,"2,458","$771,862.62 ","$601,453.75 "
54860,SG,,118,"$52,951.06 ","$40,798.77 "
,OTHER,,664,"$232,911.77 ","$182,781.94 "
,TOTAL,,782,"$285,862.83 ","$223,580.71 "
54861,SG,,16,"$9,688.04 ","$7,371.27 "
,80'S,,1,$73.58 ,$58.86 
,OTHER,,98,"$48,120.67 ","$37,742.04 "
,TOTAL,,115,"$57,882.29 ","$45,172.17 "
55000,OTHER,,"4,058","$504,069.91 ","$374,095.30 "
,TOTAL,,"4,058","$504,069.91 ","$374,095.30 "
55040,SG,,"1,031","$484,872.68 ","$379,392.85 "
,80'S,,1,$59.64 ,$47.71 
,OTHER,,"6,536","$1,903,341.90 ","$1,487,098.13 "
,TOTAL,,"7,568","$2,388,274.22 ","$1,866,538.69 "
55041,SG,,96,"$66,188.66 ","$50,886.61 "
,OTHER,,739,"$320,283.93 ","$253,058.15 "
,TOTAL,,835,"$386,472.59 ","$303,944.76 "
55060,SG,,156,"$90,077.13 ","$70,525.49 "
,80'S,,8,$344.17 ,$275.34 
,OTHER,,894,"$282,561.52 ","$220,422.77 "
,TOTAL,,"1,058","$372,982.82 ","$291,223.60 "
55100,SG,,39,"$11,474.59 ","$9,179.68 "
,OTHER,,"1,220","$184,798.29 ","$143,326.49 "
,TOTAL,,"1,259","$196,272.88 ","$152,506.17 "
55110,SG,,50,"$15,464.77 ","$12,283.83 "
,OTHER,,727,"$214,456.51 ","$169,044.27 "
,TOTAL,,777,"$229,921.28 ","$181,328.10 "
55120,SG,,14,"$5,747.78 ","$4,450.83 "
,OTHER,,144,"$39,838.15 ","$31,182.70 "
,TOTAL,,158,"$45,585.93 ","$35,633.53 "
55150,SG,,18,"$5,300.75 ","$3,943.48 "
,80'S,,18,"$1,139.56 ",$911.63 
,OTHER,,436,"$166,039.30 ","$130,595.35 "
,TOTAL,,472,"$172,479.61 ","$135,450.46 "
55175,SG,,10,"$1,961.09 ","$1,517.44 "
,80'S,,1,$52.16 ,$41.73 
,OTHER,,124,"$30,745.89 ","$24,508.76 "
,TOTAL,,135,"$32,759.14 ","$26,067.93 "
55180,SG,,3,"$1,114.45 ",$891.56 
,OTHER,,97,"$54,792.64 ","$43,713.83 "
,TOTAL,,100,"$55,907.09 ","$44,605.39 "
55200,OTHER,,8,"$3,596.50 ","$2,877.19 "
,TOTAL,,8,"$3,596.50 ","$2,877.19 "
55250,SG,,31,"$12,369.88 ","$9,619.95 "
,OTHER,,164,"$68,090.78 ","$52,930.79 "
,TOTAL,,195,"$80,460.66 ","$62,550.74 "
55300,OTHER,,4,$460.06 ,$368.05 
,TOTAL,,4,$460.06 ,$368.05 
55400,SG,,2,$847.18 ,$677.74 
,OTHER,,10,"$5,347.87 ","$4,259.37 "
,TOTAL,,12,"$6,195.05 ","$4,937.11 "
55450,OTHER,,11,"$3,733.37 ","$2,984.29 "
,TOTAL,,11,"$3,733.37 ","$2,984.29 "
55500,SG,,113,"$47,934.66 ","$38,064.81 "
,80'S,,4,$192.28 ,$153.83 
,OTHER,,577,"$160,739.58 ","$126,641.74 "
,TOTAL,,694,"$208,866.52 ","$164,860.38 "
55520,SG,,665,"$239,876.91 ","$190,512.81 "
,80'S,,113,"$3,705.48 ","$2,931.74 "
,OTHER,,"2,737","$543,253.41 ","$431,362.85 "
,TOTAL,,"3,515","$786,835.80 ","$624,807.40 "
55530,SG,,23,"$13,721.88 ","$10,977.51 "
,80'S,,2,$103.26 ,$82.61 
,OTHER,,162,"$50,610.86 ","$39,647.08 "
,TOTAL,,187,"$64,436.00 ","$50,707.20 "
55535,SG,,7,"$4,132.56 ","$3,306.04 "
,80'S,,3,$196.45 ,$157.17 
,OTHER,,36,"$13,591.97 ","$10,873.59 "
,TOTAL,,46,"$17,920.98 ","$14,336.80 "
55540,SG,,13,"$9,133.28 ","$7,306.62 "
,80'S,,9,$467.22 ,$373.78 
,OTHER,,223,"$93,656.13 ","$74,071.50 "
,TOTAL,,245,"$103,256.63 ","$81,751.90 "
55550,SG,,2,"$2,883.73 ","$2,306.99 "
,80'S,,3,$192.82 ,$154.26 
,OTHER,,12,"$3,879.92 ","$3,085.48 "
,TOTAL,,17,"$6,956.47 ","$5,546.73 "
55559,OTHER,,16,"$3,548.30 ","$2,838.64 "
,TOTAL,,16,"$3,548.30 ","$2,838.64 "
55600,OTHER,,88,"$45,593.86 ","$34,816.42 "
,TOTAL,,88,"$45,593.86 ","$34,816.42 "
55605,OTHER,,1,$504.97 ,$403.98 
,TOTAL,,1,$504.97 ,$403.98 
55650,80'S,,9,$637.87 ,$510.30 
,OTHER,,28,"$13,915.35 ","$10,954.40 "
,TOTAL,,37,"$14,553.22 ","$11,464.70 "
55680,SG,,1,$343.37 ,$274.70 
,OTHER,,4,$818.11 ,$654.48 
,TOTAL,,5,"$1,161.48 ",$929.18 
55700,SG,,"22,152","$9,598,400.63 ","$7,532,346.21 "
,OTHER,,"226,997","$41,902,123.79 ","$32,433,702.83 "
,TOTAL,,"249,149","$51,500,524.42 ","$39,966,049.04 "
55705,SG,,63,"$21,844.23 ","$16,914.26 "
,OTHER,,259,"$59,095.70 ","$46,882.67 "
,TOTAL,,322,"$80,939.93 ","$63,796.93 "
55720,SG,,2,$318.86 ,$255.09 
,80'S,,1,$34.22 ,$27.38 
,OTHER,,23,"$9,315.36 ","$7,364.29 "
,TOTAL,,26,"$9,668.44 ","$7,646.76 "
55725,OTHER,,5,"$2,541.43 ","$1,600.76 "
,TOTAL,,5,"$2,541.43 ","$1,600.76 "
55801,80'S,,11,"$1,671.07 ","$1,306.80 "
,OTHER,,27,"$22,923.62 ","$17,948.86 "
,TOTAL,,38,"$24,594.69 ","$19,255.66 "
55810,80'S,,365,"$70,634.14 ","$55,341.89 "
,OTHER,,739,"$855,288.46 ","$674,216.63 "
,TOTAL,,"1,104","$925,922.60 ","$729,558.52 "
55812,80'S,,13,"$2,939.73 ","$2,351.79 "
,OTHER,,21,"$27,884.63 ","$20,976.64 "
,TOTAL,,34,"$30,824.36 ","$23,328.43 "
55815,80'S,,43,"$11,059.15 ","$8,759.35 "
,OTHER,,77,"$117,672.65 ","$92,892.53 "
,TOTAL,,120,"$128,731.80 ","$101,651.88 "
55821,80'S,,842,"$106,355.61 ","$84,603.68 "
,OTHER,,"1,627","$1,240,481.14 ","$984,885.03 "
,TOTAL,,"2,469","$1,346,836.75 ","$1,069,488.71 "
55831,80'S,,580,"$80,390.41 ","$63,495.04 "
,OTHER,,"1,018","$863,286.77 ","$682,003.44 "
,TOTAL,,"1,598","$943,677.18 ","$745,498.48 "
55840,80'S,,"1,406","$238,041.15 ","$186,938.45 "
,OTHER,,"3,127","$3,008,145.51 ","$2,369,442.23 "
,TOTAL,,"4,533","$3,246,186.66 ","$2,556,380.68 "
55842,80'S,,397,"$83,422.89 ","$64,969.34 "
,OTHER,,865,"$1,107,035.21 ","$864,303.73 "
,TOTAL,,"1,262","$1,190,458.10 ","$929,273.07 "
55845,80'S,,"5,710","$1,399,692.98 ","$1,098,266.47 "
,OTHER,,"10,847","$15,845,265.86 ","$12,452,650.11 "
,TOTAL,,"16,557","$17,244,958.84 ","$13,550,916.58 "
55859,SG,,"2,813","$3,739,211.59 ","$2,969,327.26 "
,80'S,,94,"$11,416.59 ","$9,133.30 "
,OTHER,,"23,096","$15,896,139.34 ","$12,532,533.17 "
,TOTAL,,"26,003","$19,646,767.52 ","$15,510,993.73 "
55860,OTHER,,228,"$189,797.26 ","$149,708.81 "
,TOTAL,,228,"$189,797.26 ","$149,708.81 "
55862,OTHER,,4,"$4,215.66 ","$2,835.29 "
,TOTAL,,4,"$4,215.66 ","$2,835.29 "
55865,80'S,,2,$413.01 ,$330.41 
,OTHER,,14,"$17,888.14 ","$14,262.34 "
,TOTAL,,16,"$18,301.15 ","$14,592.75 "
55866,80'S,,"2,019","$538,709.01 ","$422,458.87 "
,OTHER,,"4,443","$7,082,018.72 ","$5,546,702.55 "
,TOTAL,,"6,462","$7,620,727.73 ","$5,969,161.42 "
55870,OTHER,,18,"$2,814.31 ","$2,251.42 "
,TOTAL,,18,"$2,814.31 ","$2,251.42 "
55873,OTHER,,"4,600","$5,095,521.97 ","$4,028,702.54 "
,TOTAL,,"4,600","$5,095,521.97 ","$4,028,702.54 "
55899,80'S,,1,$81.27 ,$65.02 
,OTHER,,"1,183","$364,288.51 ","$290,026.06 "
,TOTAL,,"1,184","$364,369.78 ","$290,091.08 "
,,,,,
