Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 65091 - 68899,,,,,
,BESS REPORTS,CODE RANGES,,,
65775,SG,,45,"$26,705.50 ","$20,801.96 "
,OTHER,,128,"$52,227.59 ","$41,085.71 "
,TOTAL,,173,"$78,933.09 ","$61,887.67 "
65780,SG,,265,"$176,827.44 ","$140,971.12 "
,80'S,,32,"$4,034.95 ","$3,228.01 "
,OTHER,,"1,484","$1,095,528.65 ","$867,831.89 "
,TOTAL,,"1,781","$1,276,391.04 ","$1,012,031.02 "
65781,SG,,3,"$1,762.47 ","$1,409.98 "
,80'S,,13,"$2,455.83 ","$1,945.04 "
,OTHER,,52,"$60,295.34 ","$48,080.96 "
,TOTAL,,68,"$64,513.64 ","$51,435.98 "
65782,SG,,23,"$14,987.31 ","$11,438.87 "
,80'S,,1,$159.79 ,$127.83 
,OTHER,,175,"$180,926.24 ","$143,533.44 "
,TOTAL,,199,"$196,073.34 ","$155,100.14 "
65800,SG,,183,"$46,878.23 ","$37,320.98 "
,OTHER,,"3,629","$310,340.23 ","$245,205.32 "
,TOTAL,,"3,812","$357,218.46 ","$282,526.30 "
65805,SG,,"1,071","$340,920.91 ","$269,517.56 "
,OTHER,,"19,332","$1,798,149.65 ","$1,424,754.02 "
,TOTAL,,"20,403","$2,139,070.56 ","$1,694,271.58 "
65810,SG,,155,"$56,147.78 ","$44,724.28 "
,OTHER,,553,"$152,645.66 ","$121,795.05 "
,TOTAL,,708,"$208,793.44 ","$166,519.33 "
65815,SG,,149,"$53,511.34 ","$42,565.83 "
,OTHER,,678,"$220,535.10 ","$173,735.72 "
,TOTAL,,827,"$274,046.44 ","$216,301.55 "
65820,SG,,6,"$2,006.17 ","$1,604.94 "
,OTHER,,55,"$32,045.45 ","$25,441.80 "
,TOTAL,,61,"$34,051.62 ","$27,046.74 "
65850,SG,,157,"$86,267.15 ","$68,069.85 "
,OTHER,,329,"$227,798.05 ","$179,961.31 "
,TOTAL,,486,"$314,065.20 ","$248,031.16 "
65855,OTHER,,"175,910","$55,010,405.48 ","$42,990,784.36 "
,TOTAL,,"175,910","$55,010,405.48 ","$42,990,784.36 "
65860,OTHER,,"1,767","$460,814.96 ","$362,005.34 "
,TOTAL,,"1,767","$460,814.96 ","$362,005.34 "
65865,SG,,259,"$50,881.88 ","$40,455.18 "
,OTHER,,"1,073","$283,743.15 ","$226,553.64 "
,TOTAL,,"1,332","$334,625.03 ","$267,008.82 "
65870,SG,,305,"$119,633.78 ","$95,571.19 "
,OTHER,,"1,268","$403,541.49 ","$321,073.72 "
,TOTAL,,"1,573","$523,175.27 ","$416,644.91 "
65875,SG,,868,"$394,390.73 ","$313,736.60 "
,80'S,,2,$89.20 ,$71.36 
,OTHER,,"2,223","$722,706.30 ","$575,611.75 "
,TOTAL,,"3,093","$1,117,186.23 ","$889,419.71 "
65880,SG,,54,"$24,242.70 ","$19,343.92 "
,OTHER,,177,"$64,548.07 ","$51,481.36 "
,TOTAL,,231,"$88,790.77 ","$70,825.28 "
65900,SG,,15,"$7,651.58 ","$6,121.28 "
,80'S,,7,$839.21 ,$671.36 
,OTHER,,95,"$57,575.69 ","$45,977.35 "
,TOTAL,,117,"$66,066.48 ","$52,769.99 "
65920,SG,,308,"$278,177.55 ","$220,779.01 "
,OTHER,,875,"$400,073.90 ","$317,581.52 "
,TOTAL,,"1,183","$678,251.45 ","$538,360.53 "
65930,SG,,116,"$73,285.13 ","$57,541.69 "
,OTHER,,502,"$193,063.70 ","$153,638.78 "
,TOTAL,,618,"$266,348.83 ","$211,180.47 "
66020,SG,,276,"$61,712.39 ","$48,881.12 "
,OTHER,,"1,197","$138,907.49 ","$109,627.16 "
,TOTAL,,"1,473","$200,619.88 ","$158,508.28 "
66030,SG,,340,"$94,700.36 ","$75,671.78 "
,OTHER,,805,"$81,924.17 ","$64,451.29 "
,TOTAL,,"1,145","$176,624.53 ","$140,123.07 "
66130,SG,,45,"$42,918.20 ","$34,334.57 "
,OTHER,,121,"$55,459.28 ","$44,207.66 "
,TOTAL,,166,"$98,377.48 ","$78,542.23 "
66150,SG,,67,"$39,932.54 ","$31,816.71 "
,OTHER,,178,"$95,840.85 ","$76,496.00 "
,TOTAL,,245,"$135,773.39 ","$108,312.71 "
66155,SG,,389,"$240,808.68 ","$192,385.51 "
,OTHER,,117,"$69,030.67 ","$54,969.49 "
,TOTAL,,506,"$309,839.35 ","$247,355.00 "
66160,SG,,139,"$45,942.05 ","$36,614.66 "
,OTHER,,263,"$181,321.93 ","$143,735.10 "
,TOTAL,,402,"$227,263.98 ","$180,349.76 "
66165,SG,,11,"$4,227.17 ","$3,381.71 "
,OTHER,,13,"$4,795.83 ","$3,836.63 "
,TOTAL,,24,"$9,023.00 ","$7,218.34 "
66170,SG,,"13,526","$6,102,719.88 ","$4,840,659.56 "
,80'S,,"1,179","$189,618.13 ","$150,372.06 "
,OTHER,,"24,346","$22,369,776.53 ","$17,730,726.42 "
,TOTAL,,"39,051","$28,662,114.54 ","$22,721,758.04 "
66172,SG,,"4,005","$2,244,558.37 ","$1,780,061.48 "
,80'S,,679,"$133,397.91 ","$105,533.53 "
,OTHER,,"11,124","$13,005,777.44 ","$10,323,226.77 "
,TOTAL,,"15,808","$15,383,733.72 ","$12,208,821.78 "
66180,SG,,"3,201","$2,130,735.86 ","$1,690,491.26 "
,80'S,,600,"$94,835.98 ","$75,294.18 "
,OTHER,,"7,873","$7,383,198.74 ","$5,851,234.11 "
,TOTAL,,"11,674","$9,608,770.58 ","$7,617,019.55 "
66185,SG,,445,"$159,307.70 ","$125,796.16 "
,80'S,,73,"$6,083.99 ","$4,717.38 "
,OTHER,,"1,137","$521,630.61 ","$413,348.32 "
,TOTAL,,"1,655","$687,022.30 ","$543,861.86 "
66220,SG,,8,"$3,604.11 ","$2,795.28 "
,OTHER,,19,"$7,794.57 ","$6,147.65 "
,TOTAL,,27,"$11,398.68 ","$8,942.93 "
66225,SG,,106,"$40,441.24 ","$32,352.93 "
,80'S,,34,"$2,638.47 ","$2,110.72 "
,OTHER,,498,"$234,299.26 ","$185,203.59 "
,TOTAL,,638,"$277,378.97 ","$219,667.24 "
66250,SG,,"3,110","$1,313,709.93 ","$1,037,384.89 "
,80'S,,1,$34.57 ,$27.66 
,OTHER,,"10,720","$4,977,339.11 ","$3,931,667.79 "
,TOTAL,,"13,831","$6,291,083.61 ","$4,969,080.34 "
66500,SG,,34,"$7,642.65 ","$6,114.10 "
,OTHER,,152,"$29,960.96 ","$23,956.23 "
,TOTAL,,186,"$37,603.61 ","$30,070.33 "
66505,OTHER,,17,"$5,251.53 ","$4,201.24 "
,TOTAL,,17,"$5,251.53 ","$4,201.24 "
66600,SG,,22,"$8,118.00 ","$6,482.27 "
,OTHER,,96,"$51,822.35 ","$40,982.13 "
,TOTAL,,118,"$59,940.35 ","$47,464.40 "
66605,SG,,9,"$3,001.04 ","$2,400.84 "
,OTHER,,25,"$18,138.56 ","$14,510.87 "
,TOTAL,,34,"$21,139.60 ","$16,911.71 "
66625,SG,,502,"$193,516.92 ","$154,201.26 "
,OTHER,,"1,339","$414,048.72 ","$327,313.77 "
,TOTAL,,"1,841","$607,565.64 ","$481,515.03 "
66630,SG,,14,"$5,210.79 ","$4,168.62 "
,OTHER,,114,"$35,534.86 ","$28,221.86 "
,TOTAL,,128,"$40,745.65 ","$32,390.48 "
66635,SG,,95,"$27,787.52 ","$22,229.82 "
,80'S,,1,$44.87 ,$35.90 
,OTHER,,228,"$68,415.08 ","$54,032.57 "
,TOTAL,,324,"$96,247.47 ","$76,298.29 "
66680,SG,,254,"$101,045.14 ","$80,231.91 "
,OTHER,,590,"$166,798.52 ","$132,430.39 "
,TOTAL,,844,"$267,843.66 ","$212,662.30 "
66682,SG,,477,"$128,728.03 ","$102,261.80 "
,OTHER,,"1,232","$359,149.35 ","$284,541.11 "
,TOTAL,,"1,709","$487,877.38 ","$386,802.91 "
66700,SG,,14,"$6,362.97 ","$5,002.35 "
,OTHER,,81,"$24,573.48 ","$19,394.77 "
,TOTAL,,95,"$30,936.45 ","$24,397.12 "
66710,SG,,"3,879","$1,081,373.11 ","$859,554.78 "
,OTHER,,"6,234","$1,558,639.69 ","$1,229,592.29 "
,TOTAL,,"10,113","$2,640,012.80 ","$2,089,147.07 "
66711,SG,,"3,558","$981,882.13 ","$782,809.86 "
,OTHER,,"5,468","$1,474,744.96 ","$1,172,447.22 "
,TOTAL,,"9,026","$2,456,627.09 ","$1,955,257.08 "
66720,SG,,122,"$47,647.90 ","$37,740.66 "
,OTHER,,642,"$195,759.84 ","$153,171.39 "
,TOTAL,,764,"$243,407.74 ","$190,912.05 "
66740,SG,,228,"$53,122.65 ","$42,229.37 "
,OTHER,,392,"$74,558.85 ","$59,602.99 "
,TOTAL,,620,"$127,681.50 ","$101,832.36 "
66761,OTHER,,"83,429","$30,581,158.30 ","$24,013,484.81 "
,TOTAL,,"83,429","$30,581,158.30 ","$24,013,484.81 "
66762,OTHER,,"3,303","$1,303,094.56 ","$1,029,709.48 "
,TOTAL,,"3,303","$1,303,094.56 ","$1,029,709.48 "
66770,OTHER,,236,"$96,937.26 ","$75,545.03 "
,TOTAL,,236,"$96,937.26 ","$75,545.03 "
66820,OTHER,,785,"$196,348.83 ","$155,180.83 "
,TOTAL,,785,"$196,348.83 ","$155,180.83 "
66821,SG,,"307,348","$134,658,439.57 ","$106,278,110.98 "
,OTHER,,"689,898","$148,996,366.74 ","$116,276,236.20 "
,TOTAL,,"997,246","$283,654,806.31 ","$222,554,347.18 "
66825,SG,,"2,125","$1,177,707.87 ","$933,564.87 "
,80'S,,21,"$1,229.31 ",$983.45 
,OTHER,,"4,655","$2,389,942.41 ","$1,892,884.54 "
,TOTAL,,"6,801","$3,568,879.59 ","$2,827,432.86 "
66830,SG,,92,"$46,850.08 ","$37,480.13 "
,OTHER,,747,"$333,983.76 ","$263,146.49 "
,TOTAL,,839,"$380,833.84 ","$300,626.62 "
66840,SG,,947,"$576,974.19 ","$458,117.09 "
,OTHER,,"1,621","$728,109.70 ","$576,418.62 "
,TOTAL,,"2,568","$1,305,083.89 ","$1,034,535.71 "
66850,SG,,"1,328","$1,292,583.87 ","$1,027,081.52 "
,OTHER,,"5,039","$2,346,721.59 ","$1,862,292.97 "
,TOTAL,,"6,367","$3,639,305.46 ","$2,889,374.49 "
66852,SG,,419,"$218,860.32 ","$174,378.10 "
,80'S,,2,$230.42 ,$184.34 
,OTHER,,"1,446","$753,445.50 ","$598,323.69 "
,TOTAL,,"1,867","$972,536.24 ","$772,886.13 "
66920,SG,,39,"$20,919.19 ","$16,521.72 "
,OTHER,,103,"$55,881.35 ","$44,283.28 "
,TOTAL,,142,"$76,800.54 ","$60,805.00 "
66930,SG,,26,"$14,977.56 ","$11,544.49 "
,80'S,,1,$113.45 ,$90.76 
,OTHER,,111,"$59,863.05 ","$46,742.57 "
,TOTAL,,138,"$74,954.06 ","$58,377.82 "
66940,SG,,252,"$173,782.35 ","$138,809.85 "
,OTHER,,827,"$482,580.45 ","$382,398.74 "
,TOTAL,,"1,079","$656,362.80 ","$521,208.59 "
66982,SG,,"32,663","$31,866,262.35 ","$25,315,617.20 "
,80'S,,10,"$1,651.60 ","$1,321.30 "
,OTHER,,"79,658","$64,695,766.30 ","$51,342,061.00 "
,TOTAL,,"112,331","$96,563,680.25 ","$76,658,999.50 "
66983,SG,,692,"$676,134.07 ","$537,464.60 "
,OTHER,,986,"$224,508.03 ","$177,356.83 "
,TOTAL,,"1,678","$900,642.10 ","$714,821.43 "
66984,SG,,"1,092,906","$1,054,285,656.60 ","$835,058,400.46 "
,80'S,,4,$512.88 ,$410.30 
,OTHER,,"2,279,847","$1,199,057,785.57 ","$948,891,113.33 "
,TOTAL,,"3,372,757","$2,253,343,955.05 ","$1,783,949,924.09 "
66985,SG,,"3,151","$2,513,761.49 ","$1,991,660.72 "
,OTHER,,"7,018","$3,334,255.93 ","$2,643,627.91 "
,TOTAL,,"10,169","$5,848,017.42 ","$4,635,288.63 "
66986,SG,,"3,220","$2,446,281.49 ","$1,938,742.64 "
,OTHER,,"5,936","$4,027,841.89 ","$3,185,856.37 "
,TOTAL,,"9,156","$6,474,123.38 ","$5,124,599.01 "
66990,OTHER,,419,"$36,108.83 ","$28,520.35 "
,TOTAL,,419,"$36,108.83 ","$28,520.35 "
66999,80'S,,1,$39.57 ,$31.66 
,OTHER,,"1,197","$358,882.87 ","$283,796.59 "
,TOTAL,,"1,198","$358,922.44 ","$283,828.25 "
67005,SG,,999,"$373,603.18 ","$296,988.66 "
,OTHER,,"2,023","$477,230.49 ","$379,456.39 "
,TOTAL,,"3,022","$850,833.67 ","$676,445.05 "
67010,SG,,"1,971","$721,425.80 ","$573,781.42 "
,80'S,,120,"$8,488.21 ","$6,784.81 "
,OTHER,,"4,269","$1,153,570.90 ","$916,569.96 "
,TOTAL,,"6,360","$1,883,484.91 ","$1,497,136.19 "
67015,SG,,360,"$93,128.81 ","$73,803.88 "
,80'S,,1,$44.27 ,$35.42 
,OTHER,,"1,825","$801,102.20 ","$634,910.61 "
,TOTAL,,"2,186","$894,275.28 ","$708,749.91 "
67025,SG,,341,"$70,466.19 ","$55,494.19 "
,OTHER,,"2,241","$940,336.84 ","$741,814.99 "
,TOTAL,,"2,582","$1,010,803.03 ","$797,309.18 "
67027,SG,,3,"$1,701.60 ","$1,361.28 "
,80'S,,18,"$2,025.90 ","$1,620.75 "
,OTHER,,118,"$78,582.91 ","$62,256.07 "
,TOTAL,,139,"$82,310.41 ","$65,238.10 "
67028,80'S,,1,$12.26 ,$9.81 
,OTHER,,"251,310","$48,322,575.40 ","$38,266,827.46 "
,TOTAL,,"251,311","$48,322,587.66 ","$38,266,837.27 "
67030,SG,,79,"$18,831.27 ","$14,644.93 "
,80'S,,2,$101.12 ,$80.89 
,OTHER,,209,"$57,232.21 ","$44,952.01 "
,TOTAL,,290,"$76,164.60 ","$59,677.83 "
67031,SG,,783,"$343,251.98 ","$269,914.60 "
,OTHER,,"3,789","$1,148,282.39 ","$901,466.68 "
,TOTAL,,"4,572","$1,491,534.37 ","$1,171,381.28 "
67036,SG,,"3,314","$1,667,637.48 ","$1,324,158.30 "
,80'S,,"1,717","$230,055.59 ","$182,115.90 "
,OTHER,,"13,967","$10,518,326.66 ","$8,343,042.60 "
,TOTAL,,"18,998","$12,416,019.73 ","$9,849,316.80 "
67038,SG,,"12,507","$6,656,614.70 ","$5,268,289.55 "
,80'S,,"7,767","$1,829,943.03 ","$1,451,172.25 "
,OTHER,,"56,520","$77,482,153.85 ","$61,214,098.79 "
,TOTAL,,"76,794","$85,968,711.58 ","$67,933,560.59 "
67039,SG,,"1,433","$1,379,363.54 ","$1,092,674.61 "
,80'S,,460,"$61,287.54 ","$48,605.29 "
,OTHER,,"3,973","$2,740,883.49 ","$2,170,596.50 "
,TOTAL,,"5,866","$4,181,534.57 ","$3,311,876.40 "
67040,SG,,"5,073","$4,872,482.97 ","$3,847,637.68 "
,80'S,,"2,883","$404,431.50 ","$320,902.37 "
,OTHER,,"20,531","$16,965,859.33 ","$13,390,402.01 "
,TOTAL,,"28,487","$22,242,773.80 ","$17,558,942.06 "
67101,OTHER,,"1,827","$826,591.42 ","$651,726.23 "
,TOTAL,,"1,827","$826,591.42 ","$651,726.23 "
67105,OTHER,,"5,450","$3,237,085.96 ","$2,544,454.33 "
,TOTAL,,"5,450","$3,237,085.96 ","$2,544,454.33 "
67107,SG,,582,"$403,129.87 ","$316,214.17 "
,80'S,,427,"$72,136.59 ","$56,935.92 "
,OTHER,,"3,782","$3,683,422.99 ","$2,912,874.01 "
,TOTAL,,"4,791","$4,158,689.45 ","$3,286,024.10 "
67108,SG,,"4,011","$3,905,111.15 ","$3,080,649.52 "
,80'S,,"2,737","$465,803.03 ","$369,652.86 "
,OTHER,,"20,147","$20,709,121.19 ","$16,360,365.38 "
,TOTAL,,"26,895","$25,080,035.37 ","$19,810,667.76 "
67110,OTHER,,"3,731","$2,604,055.35 ","$2,049,183.53 "
,TOTAL,,"3,731","$2,604,055.35 ","$2,049,183.53 "
67112,SG,,324,"$298,683.00 ","$237,730.34 "
,80'S,,77,"$13,247.59 ","$10,598.16 "
,OTHER,,949,"$776,193.02 ","$616,536.76 "
,TOTAL,,"1,350","$1,088,123.61 ","$864,865.26 "
67115,SG,,15,"$5,434.79 ","$4,259.83 "
,OTHER,,98,"$30,685.91 ","$24,171.41 "
,TOTAL,,113,"$36,120.70 ","$28,431.24 "
67120,SG,,227,"$88,759.15 ","$69,591.81 "
,OTHER,,988,"$383,759.79 ","$301,589.60 "
,TOTAL,,"1,215","$472,518.94 ","$371,181.41 "
67121,SG,,212,"$75,657.88 ","$59,353.52 "
,80'S,,86,"$9,607.05 ","$7,581.64 "
,OTHER,,"1,032","$656,796.54 ","$517,189.66 "
,TOTAL,,"1,330","$742,061.47 ","$584,124.82 "
67141,SG,,156,"$66,329.55 ","$51,939.88 "
,OTHER,,"2,506","$955,695.08 ","$751,132.06 "
,TOTAL,,"2,662","$1,022,024.63 ","$803,071.94 "
67145,OTHER,,"19,525","$8,077,125.02 ","$6,316,748.90 "
,TOTAL,,"19,525","$8,077,125.02 ","$6,316,748.90 "
67208,OTHER,,495,"$230,094.89 ","$182,060.87 "
,TOTAL,,495,"$230,094.89 ","$182,060.87 "
67210,OTHER,,"163,321","$97,300,369.58 ","$76,504,258.54 "
,TOTAL,,"163,321","$97,300,369.58 ","$76,504,258.54 "
67218,SG,,2,"$1,385.04 ","$1,108.04 "
,OTHER,,735,"$880,836.28 ","$698,009.03 "
,TOTAL,,737,"$882,221.32 ","$699,117.07 "
67220,OTHER,,"26,298","$23,951,327.64 ","$19,056,248.58 "
,TOTAL,,"26,298","$23,951,327.64 ","$19,056,248.58 "
67221,OTHER,,"112,484","$35,053,076.53 ","$27,779,835.52 "
,TOTAL,,"112,484","$35,053,076.53 ","$27,779,835.52 "
67225,OTHER,,"7,495","$207,391.07 ","$164,943.90 "
,TOTAL,,"7,495","$207,391.07 ","$164,943.90 "
67227,SG,,361,"$112,785.61 ","$90,094.58 "
,OTHER,,790,"$356,960.61 ","$278,893.78 "
,TOTAL,,"1,151","$469,746.22 ","$368,988.36 "
67228,OTHER,,"105,701","$98,225,173.80 ","$77,127,785.45 "
,TOTAL,,"105,701","$98,225,173.80 ","$77,127,785.45 "
67250,SG,,21,"$7,295.86 ","$5,836.68 "
,OTHER,,64,"$33,269.27 ","$26,615.42 "
,TOTAL,,85,"$40,565.13 ","$32,452.10 "
67255,SG,,"1,732","$481,471.92 ","$383,701.00 "
,80'S,,316,"$21,837.73 ","$17,470.45 "
,OTHER,,"5,424","$2,186,956.88 ","$1,739,744.60 "
,TOTAL,,"7,472","$2,690,266.53 ","$2,140,916.05 "
67299,80'S,,13,"$3,318.75 ","$2,655.01 "
,OTHER,,215,"$176,470.61 ","$138,310.22 "
,TOTAL,,228,"$179,789.36 ","$140,965.23 "
67311,SG,,"1,291","$487,152.25 ","$385,965.52 "
,OTHER,,"2,963","$1,320,682.49 ","$1,038,722.73 "
,TOTAL,,"4,254","$1,807,834.74 ","$1,424,688.25 "
67312,SG,,692,"$407,606.84 ","$322,290.78 "
,OTHER,,"1,851","$1,082,499.96 ","$850,569.31 "
,TOTAL,,"2,543","$1,490,106.80 ","$1,172,860.09 "
67314,SG,,713,"$398,568.38 ","$316,188.41 "
,OTHER,,"1,964","$993,477.46 ","$784,041.67 "
