Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 70010 - 79999,,,,,
,BESS REPORTS,CODE RANGES,,,
,26,,"14,226","$518,405.75 ","$408,932.80 "
,GLOBL,,471,"$55,643.73 ","$44,189.87 "
,TOTAL,,"14,728","$577,285.57 ","$455,711.50 "
76003,TC,,"19,488","$949,864.62 ","$755,355.06 "
,26,,"79,421","$2,204,768.40 ","$1,737,554.42 "
,GLOBL,,"35,006","$2,816,801.41 ","$2,215,188.00 "
,TOTAL,,"133,915","$5,971,434.43 ","$4,708,097.48 "
76005,TC,,"72,587","$3,515,484.96 ","$2,794,195.95 "
,26,,"1,068,387","$31,763,877.21 ","$24,984,322.87 "
,GLOBL,,"516,776","$41,478,046.60 ","$32,674,421.96 "
,TOTAL,,"1,657,750","$76,757,408.77 ","$60,452,940.78 "
76006,26,,2,$21.21 ,$16.97 
,GLOBL,,"2,318","$56,965.39 ","$43,696.58 "
,TOTAL,,"2,320","$56,986.60 ","$43,713.55 "
76010,TC,,6,$115.54 ,$84.07 
,26,,127,"$1,194.18 ",$924.54 
,GLOBL,,17,$512.53 ,$410.02 
,TOTAL,,150,"$1,822.25 ","$1,418.63 "
76012,TC,,79,"$7,252.93 ","$5,802.29 "
,26,,"40,167","$2,821,468.20 ","$2,248,216.18 "
,GLOBL,,999,"$133,061.02 ","$105,922.15 "
,TOTAL,,"41,245","$2,961,782.15 ","$2,359,940.62 "
76013,26,,401,"$28,349.42 ","$22,649.56 "
,GLOBL,,11,"$2,356.66 ","$1,885.32 "
,TOTAL,,412,"$30,706.08 ","$24,534.88 "
76020,TC,,21,$377.83 ,$302.31 
,26,,607,"$6,026.26 ","$4,418.36 "
,GLOBL,,521,"$15,182.49 ","$11,745.40 "
,TOTAL,,"1,149","$21,586.58 ","$16,466.07 "
76040,TC,,943,"$27,905.52 ","$21,703.09 "
,26,,"11,530","$163,424.72 ","$124,430.96 "
,GLOBL,,"19,797","$879,588.60 ","$660,370.49 "
,TOTAL,,"32,270","$1,070,918.84 ","$806,504.54 "
76061,TC,,471,"$17,627.25 ","$13,456.78 "
,26,,"10,122","$240,316.51 ","$185,743.58 "
,GLOBL,,"1,413","$86,029.58 ","$65,927.13 "
,TOTAL,,"12,006","$343,973.34 ","$265,127.49 "
76062,TC,,"1,722","$93,393.37 ","$71,348.65 "
,26,,"34,971","$980,424.49 ","$762,386.20 "
,GLOBL,,"8,383","$694,526.78 ","$531,885.09 "
,TOTAL,,"45,076","$1,768,344.64 ","$1,365,619.94 "
76065,TC,,1,$28.58 ,$22.86 
,26,,35,"$1,294.79 ",$977.88 
,GLOBL,,10,$570.06 ,$389.31 
,TOTAL,,46,"$1,893.43 ","$1,390.05 "
76066,TC,,"1,753","$74,058.03 ","$56,635.87 "
,26,,"8,556","$137,323.63 ","$105,081.58 "
,GLOBL,,"24,685","$1,462,084.35 ","$1,124,570.11 "
,TOTAL,,"34,994","$1,673,466.01 ","$1,286,287.56 "
76070,TC,,"2,765","$296,962.28 ","$223,137.63 "
,26,,"31,638","$399,248.48 ","$289,690.22 "
,GLOBL,,"19,021","$2,140,647.97 ","$1,587,541.07 "
,TOTAL,,"53,424","$2,836,858.73 ","$2,100,368.92 "
76071,TC,,9,$901.09 ,$720.89 
,26,,251,"$2,784.04 ","$2,085.78 "
,GLOBL,,677,"$81,666.90 ","$61,929.49 "
,TOTAL,,937,"$85,352.03 ","$64,736.16 "
76075,TC,,"274,914","$31,625,845.16 ","$23,701,445.30 "
,26,,"979,289","$15,184,152.66 ","$11,134,136.77 "
,GLOBL,,"1,575,704","$214,193,823.66 ","$159,734,165.07 "
,TOTAL,,"2,829,907","$261,003,821.48 ","$194,569,747.14 "
76076,TC,,"8,300","$233,637.44 ","$175,188.90 "
,26,,"21,503","$252,178.68 ","$189,502.51 "
,GLOBL,,"65,642","$2,826,801.69 ","$2,148,087.74 "
,TOTAL,,"95,445","$3,312,617.81 ","$2,512,779.15 "
76077,TC,,"10,862","$301,262.80 ","$238,665.94 "
,26,,"19,003","$168,972.24 ","$131,199.30 "
,GLOBL,,"85,847","$3,387,380.02 ","$2,683,191.96 "
,TOTAL,,"115,712","$3,857,615.06 ","$3,053,057.20 "
76078,TC,,823,"$22,914.84 ","$16,957.96 "
,26,,880,"$9,085.28 ","$6,799.42 "
,GLOBL,,"4,818","$192,953.16 ","$138,297.85 "
,TOTAL,,"6,521","$224,953.28 ","$162,055.23 "
76080,TC,,32,"$1,221.75 ",$977.36 
,26,,"32,964","$930,448.21 ","$735,841.21 "
,GLOBL,,494,"$26,948.80 ","$21,055.52 "
,TOTAL,,"33,490","$958,618.76 ","$757,874.09 "
76082,TC,,"25,698","$395,934.35 ","$293,653.08 "
,26,,"300,638","$1,027,612.80 ","$760,221.55 "
,GLOBL,,"183,302","$3,587,461.21 ","$2,721,959.35 "
,TOTAL,,"509,638","$5,011,008.36 ","$3,775,833.98 "
76083,TC,,"178,545","$2,772,611.53 ","$2,193,847.81 "
,26,,"1,812,784","$6,132,430.78 ","$4,851,881.72 "
,GLOBL,,"1,159,580","$22,272,588.05 ","$17,673,385.69 "
,TOTAL,,"3,150,909","$31,177,630.36 ","$24,719,115.22 "
76086,TC,,61,"$6,377.01 ","$4,926.87 "
,26,,"1,617","$30,489.87 ","$23,774.66 "
,GLOBL,,433,"$49,798.31 ","$38,586.03 "
,TOTAL,,"2,111","$86,665.19 ","$67,287.56 "
76088,TC,,5,$754.19 ,$603.34 
,26,,104,"$2,384.80 ","$1,814.75 "
,GLOBL,,51,"$7,811.05 ","$5,984.82 "
,TOTAL,,160,"$10,950.04 ","$8,402.91 "
76090,TC,,"46,566","$1,843,654.45 ","$1,302,339.15 "
,26,,"617,620","$22,330,084.68 ","$16,062,491.25 "
,GLOBL,,"249,027","$19,100,888.66 ","$13,564,064.19 "
,TOTAL,,"913,213","$43,274,627.79 ","$30,928,894.59 "
76091,TC,,"44,482","$2,082,870.65 ","$1,505,175.33 "
,26,,"495,265","$22,276,736.70 ","$16,205,428.12 "
,GLOBL,,"251,108","$24,174,108.65 ","$17,402,589.62 "
,TOTAL,,"790,855","$48,533,716.00 ","$35,113,193.07 "
76092,TC,,"365,683","$16,816,532.20 ","$13,412,196.29 "
,26,,"3,614,583","$130,293,422.50 ","$103,915,773.70 "
,GLOBL,,"1,641,662","$136,136,795.82 ","$108,492,943.94 "
,TOTAL,,"5,621,928","$283,246,750.52 ","$225,820,913.93 "
76093,TC,,475,"$331,049.61 ","$262,713.16 "
,26,,"3,968","$340,940.93 ","$263,548.85 "
,GLOBL,,"3,064","$2,475,600.22 ","$1,956,144.01 "
,TOTAL,,"7,507","$3,147,590.76 ","$2,482,406.02 "
76094,TC,,"2,039","$1,931,967.27 ","$1,530,826.50 "
,26,,"9,750","$836,114.62 ","$650,512.79 "
,GLOBL,,"10,133","$10,874,813.75 ","$8,582,494.68 "
,TOTAL,,"21,922","$13,642,895.64 ","$10,763,833.97 "
76095,TC,,"2,139","$607,317.32 ","$481,144.40 "
,26,,"57,427","$4,772,732.49 ","$3,765,786.26 "
,GLOBL,,"15,541","$5,553,769.42 ","$4,375,972.03 "
,TOTAL,,"75,107","$10,933,819.23 ","$8,622,902.69 "
76096,TC,,929,"$45,651.60 ","$36,071.53 "
,26,,"45,091","$1,323,007.07 ","$1,044,384.08 "
,GLOBL,,"4,457","$340,133.79 ","$267,585.90 "
,TOTAL,,"50,477","$1,708,792.46 ","$1,348,041.51 "
76098,TC,,"2,598","$43,045.17 ","$34,084.50 "
,26,,"98,547","$826,549.69 ","$653,441.88 "
,GLOBL,,"15,677","$378,164.88 ","$298,776.56 "
,TOTAL,,"116,822","$1,247,759.74 ","$986,302.94 "
76100,TC,,127,"$5,692.00 ","$4,341.13 "
,26,,"2,788","$83,245.88 ","$63,401.94 "
,GLOBL,,"5,248","$355,729.64 ","$272,254.61 "
,TOTAL,,"8,163","$444,667.52 ","$339,997.68 "
76101,TC,,1,$52.12 ,$41.70 
,26,,82,"$2,433.82 ","$1,852.83 "
,GLOBL,,479,"$41,601.67 ","$32,838.66 "
,TOTAL,,562,"$44,087.61 ","$34,733.19 "
76102,TC,,34,"$2,120.76 ","$1,631.06 "
,26,,91,"$2,706.40 ","$2,086.67 "
,GLOBL,,436,"$41,971.68 ","$32,607.67 "
,TOTAL,,561,"$46,798.84 ","$36,325.40 "
76120,TC,,177,"$7,107.44 ","$5,565.56 "
,26,,"2,205","$43,942.34 ","$34,766.03 "
,GLOBL,,"2,113","$128,357.25 ","$102,200.79 "
,TOTAL,,"4,495","$179,407.03 ","$142,532.38 "
76125,TC,,21,$634.20 ,$507.36 
,26,,"2,860","$25,468.58 ","$20,078.89 "
,GLOBL,,"1,314","$53,198.69 ","$42,331.67 "
,TOTAL,,"4,195","$79,301.47 ","$62,917.92 "
76140,GLOBL,,556,$6.55 ,$6.14 
,TOTAL,,556,$6.55 ,$6.14 
76150,GLOBL,,60,"$1,115.11 ",$891.87 
,TOTAL,,60,"$1,115.11 ",$891.87 
76350,GLOBL,,"1,516","$34,169.67 ","$27,129.69 "
,TOTAL,,"1,516","$34,169.67 ","$27,129.69 "
76355,TC,,740,"$236,280.99 ","$185,797.37 "
,26,,"2,938","$186,315.37 ","$145,664.02 "
,GLOBL,,"1,131","$355,989.61 ","$281,050.24 "
,TOTAL,,"4,809","$778,585.97 ","$612,511.63 "
76360,TC,,"1,751","$523,634.90 ","$414,380.94 "
,26,,"173,719","$10,471,283.63 ","$8,296,444.33 "
,GLOBL,,"12,295","$4,412,916.16 ","$3,488,877.95 "
,TOTAL,,"187,765","$15,407,834.69 ","$12,199,703.22 "
76362,26,,"2,450","$510,244.13 ","$406,619.18 "
,GLOBL,,274,"$156,059.07 ","$123,972.11 "
,TOTAL,,"2,724","$666,303.20 ","$530,591.29 "
76370,TC,,"60,273","$6,854,808.20 ","$5,415,902.98 "
,26,,"48,724","$2,176,779.45 ","$1,711,366.57 "
,GLOBL,,"17,517","$2,749,555.32 ","$2,162,339.16 "
,TOTAL,,"126,514","$11,781,142.97 ","$9,289,608.71 "
76375,TC,,"32,837","$4,340,151.85 ","$3,443,359.43 "
,26,,"788,338","$6,598,045.65 ","$5,193,151.72 "
,GLOBL,,"238,741","$35,203,368.69 ","$27,860,557.66 "
,TOTAL,,"1,059,916","$46,141,566.19 ","$36,497,068.81 "
76380,TC,,"3,997","$524,286.65 ","$405,097.45 "
,26,,"42,742","$2,131,720.23 ","$1,650,264.60 "
,GLOBL,,"13,267","$2,329,164.10 ","$1,810,160.28 "
,TOTAL,,"60,006","$4,985,170.98 ","$3,865,522.33 "
76390,26,,50,$0.50 ,$0.50 
,GLOBL,,2,$0.02 ,$0.02 
,TOTAL,,52,$0.52 ,$0.52 
76393,TC,,137,"$56,552.28 ","$45,041.37 "
,26,,"1,056","$83,785.24 ","$66,411.89 "
,GLOBL,,530,"$287,298.05 ","$224,239.58 "
,TOTAL,,"1,723","$427,635.57 ","$335,692.84 "
76394,26,,41,"$9,315.92 ","$7,452.74 "
,TOTAL,,41,"$9,315.92 ","$7,452.74 "
76400,TC,,27,"$10,648.28 ","$8,430.56 "
,26,,422,"$35,428.21 ","$27,262.76 "
,GLOBL,,183,"$99,974.53 ","$76,888.42 "
,TOTAL,,632,"$146,051.02 ","$112,581.74 "
76496,TC,,7,$290.56 ,$232.44 
,26,,"1,082","$76,964.69 ","$61,542.89 "
,GLOBL,,15,"$1,587.43 ","$1,269.94 "
,TOTAL,,"1,104","$78,842.68 ","$63,045.27 "
76497,TC,,6,"$2,381.20 ","$1,894.09 "
,26,,661,"$79,601.11 ","$63,535.06 "
,GLOBL,,447,"$216,425.59 ","$172,640.88 "
,TOTAL,,"1,114","$298,407.90 ","$238,070.03 "
76498,TC,,52,"$23,549.67 ","$18,822.29 "
,26,,961,"$88,992.50 ","$70,954.28 "
,GLOBL,,623,"$269,666.60 ","$214,608.08 "
,TOTAL,,"1,636","$382,208.77 ","$304,384.65 "
76499,TC,,313,"$30,241.29 ","$24,123.03 "
,26,,"6,270","$447,083.94 ","$357,191.98 "
,GLOBL,,"1,517","$130,863.10 ","$103,460.41 "
,TOTAL,,"8,100","$608,188.33 ","$484,775.42 "
76506,TC,,18,$891.63 ,$713.26 
,26,,570,"$18,990.34 ","$14,884.94 "
,GLOBL,,158,"$13,918.84 ","$10,792.56 "
,TOTAL,,746,"$33,800.81 ","$26,390.76 "
76510,TC,,144,"$11,881.94 ","$9,489.87 "
,26,,"1,272","$112,168.76 ","$87,018.82 "
,GLOBL,,"7,077","$1,259,357.51 ","$996,034.55 "
,TOTAL,,"8,493","$1,383,408.21 ","$1,092,543.24 "
76511,TC,,896,"$65,825.69 ","$52,005.10 "
,26,,"2,136","$114,394.51 ","$87,792.19 "
,GLOBL,,"7,443","$1,027,569.09 ","$804,724.58 "
,TOTAL,,"10,475","$1,207,789.29 ","$944,521.87 "
76512,TC,,"7,430","$535,061.49 ","$420,113.53 "
,26,,"17,843","$968,010.73 ","$749,265.43 "
,GLOBL,,"118,832","$16,078,005.23 ","$12,606,612.11 "
,TOTAL,,"144,105","$17,581,077.45 ","$13,775,991.07 "
76513,TC,,"1,161","$80,320.03 ","$63,406.41 "
,26,,"1,769","$71,241.32 ","$55,606.89 "
,GLOBL,,"1,414","$157,575.07 ","$123,854.31 "
,TOTAL,,"4,344","$309,136.42 ","$242,867.61 "
76514,TC,,"53,537","$114,385.66 ","$86,319.89 "
,26,,"64,796","$628,183.66 ","$472,159.61 "
,GLOBL,,"582,060","$7,099,911.59 ","$5,317,935.24 "
,TOTAL,,"700,393","$7,842,480.91 ","$5,876,414.74 "
76516,TC,,"1,076","$49,662.64 ","$39,121.46 "
,26,,"2,143","$64,860.15 ","$49,767.46 "
,GLOBL,,"11,862","$928,358.43 ","$715,505.90 "
,TOTAL,,"15,081","$1,042,881.22 ","$804,394.82 "
76519,TC,,"276,311","$13,439,218.89 ","$10,381,542.99 "
,26,,"603,265","$18,518,670.77 ","$14,338,421.94 "
,GLOBL,,"552,353","$44,416,856.71 ","$33,935,476.57 "
,TOTAL,,"1,431,929","$76,374,746.37 ","$58,655,441.50 "
76529,TC,,1,$41.55 ,$33.24 
,26,,13,$444.18 ,$355.33 
,GLOBL,,14,"$1,103.54 ",$881.22 
,TOTAL,,28,"$1,589.27 ","$1,269.79 "
76536,TC,,"24,386","$1,315,877.10 ","$993,547.94 "
,26,,"199,873","$5,845,835.62 ","$4,452,456.06 "
,GLOBL,,"157,158","$13,697,957.60 ","$10,354,809.15 "
,TOTAL,,"381,417","$20,859,670.32 ","$15,800,813.15 "
76604,TC,,797,"$37,100.86 ","$29,370.93 "
,26,,"50,001","$1,429,269.82 ","$1,130,063.04 "
,GLOBL,,"3,086","$209,339.88 ","$163,817.60 "
,TOTAL,,"53,884","$1,675,710.56 ","$1,323,251.57 "
76645,TC,,"35,605","$1,375,972.08 ","$1,026,770.52 "
,26,,"414,351","$11,602,744.18 ","$8,672,412.61 "
,GLOBL,,"272,112","$18,904,867.41 ","$14,209,661.21 "
,TOTAL,,"722,068","$31,883,583.67 ","$23,908,844.34 "
76700,TC,,"78,068","$6,001,282.71 ","$4,587,981.36 "
,26,,"776,237","$33,186,109.48 ","$25,577,490.97 "
,GLOBL,,"393,568","$48,516,733.34 ","$37,212,707.64 "
,TOTAL,,"1,247,873","$87,704,125.53 ","$67,378,179.97 "
76705,TC,,"28,858","$1,523,227.88 ","$1,145,280.12 "
,26,,"739,272","$22,588,588.81 ","$17,469,015.93 "
,GLOBL,,"136,552","$10,945,146.26 ","$8,269,994.17 "
,TOTAL,,"904,682","$35,056,962.95 ","$26,884,290.22 "
76770,TC,,"55,520","$4,277,530.51 ","$3,295,934.79 "
,26,,"588,049","$22,620,255.87 ","$17,566,614.47 "
,GLOBL,,"352,470","$42,512,335.02 ","$32,920,147.88 "
,TOTAL,,"996,039","$69,410,121.40 ","$53,782,697.14 "
76775,TC,,"26,260","$1,437,372.69 ","$1,100,811.30 "
,26,,"510,749","$15,534,306.42 ","$12,064,792.34 "
,GLOBL,,"205,614","$18,134,871.83 ","$13,856,378.66 "
,TOTAL,,"742,623","$35,106,550.94 ","$27,021,982.30 "
76778,TC,,199,"$15,070.22 ","$11,375.47 "
,26,,"34,465","$1,338,467.55 ","$1,035,997.51 "
,GLOBL,,"2,139","$256,156.17 ","$196,086.73 "
,TOTAL,,"36,803","$1,609,693.94 ","$1,243,459.71 "
76800,TC,,464,"$24,401.56 ","$19,328.70 "
,26,,552,"$30,871.93 ","$24,512.59 "
,GLOBL,,"5,186","$599,213.93 ","$476,101.29 "
,TOTAL,,"6,202","$654,487.42 ","$519,942.58 "
76801,TC,,226,"$18,594.27 ","$13,689.60 "
,26,,"4,664","$242,928.58 ","$178,864.47 "
,GLOBL,,"1,959","$256,054.39 ","$188,223.57 "
,TOTAL,,"6,849","$517,577.24 ","$380,777.64 "
76802,TC,,8,$363.53 ,$290.82 
,26,,123,"$5,382.95 ","$4,180.54 "
,GLOBL,,43,"$3,644.37 ","$2,909.18 "
,TOTAL,,174,"$9,390.85 ","$7,380.54 "
76805,TC,,739,"$59,187.11 ","$42,224.55 "
,26,,"6,732","$347,198.58 ","$252,111.40 "
,GLOBL,,"5,327","$693,684.73 ","$498,767.44 "
,TOTAL,,"12,798","$1,100,070.42 ","$793,103.39 "
76810,TC,,22,$942.40 ,$723.86 
,26,,160,"$8,156.98 ","$6,242.24 "
,GLOBL,,139,"$12,902.29 ","$9,710.26 "
,TOTAL,,321,"$22,001.67 ","$16,676.36 "
76811,TC,,201,"$29,451.38 ","$22,049.41 "
,26,,"2,550","$260,683.78 ","$194,363.35 "
,GLOBL,,"2,565","$632,932.20 ","$477,296.60 "
,TOTAL,,"5,316","$923,067.36 ","$693,709.36 "
76812,TC,,5,$245.90 ,$196.72 
,26,,103,"$9,100.05 ","$6,807.29 "
,GLOBL,,91,"$13,336.57 ","$10,576.16 "
,TOTAL,,199,"$22,682.52 ","$17,580.17 "
76815,TC,,274,"$15,243.77 ","$11,707.95 "
,26,,"4,448","$152,640.28 ","$115,276.86 "
,GLOBL,,"2,984","$258,759.57 ","$190,546.19 "
,TOTAL,,"7,706","$426,643.62 ","$317,531.00 "
76816,TC,,364,"$15,913.02 ","$11,865.36 "
,26,,"3,877","$178,352.37 ","$134,890.14 "
,GLOBL,,"3,678","$322,931.29 ","$241,925.73 "
,TOTAL,,"7,919","$517,196.68 ","$388,681.23 "
76817,TC,,365,"$21,544.48 ","$16,207.93 "
,26,,"4,643","$183,058.51 ","$137,287.32 "
,GLOBL,,"3,475","$333,108.18 ","$245,508.36 "
,TOTAL,,"8,483","$537,711.17 ","$399,003.61 "
76818,TC,,110,"$6,599.97 ","$5,122.85 "
,26,,"1,728","$97,841.46 ","$75,910.80 "
,GLOBL,,"1,475","$172,098.16 ","$132,078.74 "
,TOTAL,,"3,313","$276,539.59 ","$213,112.39 "
76819,TC,,180,"$11,926.96 ","$9,277.57 "
,26,,"2,603","$106,592.15 ","$82,947.10 "
,GLOBL,,"1,755","$179,311.44 ","$139,345.23 "
,TOTAL,,"4,538","$297,830.55 ","$231,569.90 "
76820,TC,,16,"$1,057.00 ",$845.59 
,26,,927,"$25,052.48 ","$19,558.88 "
,GLOBL,,759,"$66,500.73 ","$52,050.50 "
,TOTAL,,"1,702","$92,610.21 ","$72,454.97 "
76821,TC,,3,$194.46 ,$155.56 
,26,,145,"$5,477.69 ","$4,094.31 "
,GLOBL,,120,"$11,858.70 ","$9,178.97 "
,TOTAL,,268,"$17,530.85 ","$13,428.84 "
76825,TC,,32,"$2,395.36 ","$1,854.32 "
,26,,449,"$40,079.00 ","$30,996.72 "
,GLOBL,,401,"$66,252.89 ","$51,302.05 "
,TOTAL,,882,"$108,727.25 ","$84,153.09 "
76826,TC,,4,$135.32 ,$107.79 
,26,,46,"$2,079.20 ","$1,503.76 "
,GLOBL,,81,"$5,822.90 ","$4,455.73 "
,TOTAL,,131,"$8,037.42 ","$6,067.28 "
76827,TC,,57,"$3,897.06 ","$3,034.49 "
,26,,528,"$16,704.24 ","$12,965.89 "
,GLOBL,,482,"$50,185.12 ","$39,266.38 "
,TOTAL,,"1,067","$70,786.42 ","$55,266.76 "
76828,TC,,36,"$1,568.17 ","$1,254.55 "
,26,,294,"$9,087.69 ","$7,061.72 "
,GLOBL,,357,"$26,779.69 ","$20,609.47 "
,TOTAL,,687,"$37,435.55 ","$28,925.74 "
76830,TC,,"23,878","$1,412,191.63 ","$1,081,269.73 "
,26,,"183,312","$6,640,848.50 ","$5,082,426.67 "
,GLOBL,,"192,643","$18,953,113.14 ","$14,429,458.63 "
,TOTAL,,"399,833","$27,006,153.27 ","$20,593,155.03 "
76831,TC,,321,"$19,269.15 ","$14,989.62 "
,26,,"1,135","$43,711.30 ","$34,051.47 "
,GLOBL,,"4,525","$455,134.70 ","$350,188.84 "
,TOTAL,,"5,981","$518,115.15 ","$399,229.93 "
76856,TC,,"35,459","$2,137,706.47 ","$1,638,445.56 "
,26,,"289,650","$10,512,864.82 ","$8,077,162.02 "
,GLOBL,,"262,197","$26,477,782.23 ","$20,304,428.18 "
,TOTAL,,"587,306","$39,128,353.52 ","$30,020,035.76 "
76857,TC,,"15,042","$978,114.06 ","$758,869.26 "
,26,,"63,507","$1,262,298.57 ","$978,623.70 "
,GLOBL,,"138,160","$12,353,641.36 ","$9,514,000.06 "
,TOTAL,,"216,709","$14,594,053.99 ","$11,251,493.02 "
76870,TC,,"4,893","$283,769.50 ","$210,599.17 "
,26,,"65,620","$2,187,087.34 ","$1,652,572.91 "
,GLOBL,,"32,151","$3,066,104.04 ","$2,307,407.84 "
,TOTAL,,"102,664","$5,536,960.88 ","$4,170,579.92 "
76872,TC,,"23,070","$1,771,010.41 ","$1,385,947.00 "
,26,,"68,547","$2,460,238.09 ","$1,912,805.98 "
,GLOBL,,"241,160","$28,196,426.72 ","$21,919,279.31 "
,TOTAL,,"332,777","$32,427,675.22 ","$25,218,032.29 "
76873,TC,,832,"$67,938.83 ","$53,157.82 "
,26,,"12,917","$1,042,453.66 ","$806,339.63 "
,GLOBL,,"10,398","$1,753,318.98 ","$1,358,424.65 "
,TOTAL,,"24,147","$2,863,711.47 ","$2,217,922.10 "
76880,TC,,"9,034","$483,184.50 ","$372,725.39 "
,26,,"66,287","$2,042,580.22 ","$1,582,852.45 "
,GLOBL,,"75,438","$6,591,552.49 ","$5,101,724.07 "
,TOTAL,,"150,759","$9,117,317.21 ","$7,057,301.91 "
76885,26,,21,$819.91 ,$563.25 
,GLOBL,,2,$130.27 ,$104.22 
,TOTAL,,23,$950.18 ,$667.47 
76886,TC,,2,$114.27 ,$91.42 
,26,,30,$978.50 ,$730.99 
,GLOBL,,24,"$1,889.62 ","$1,432.79 "
,TOTAL,,56,"$2,982.39 ","$2,255.20 "
76930,TC,,1,$51.28 ,$41.02 
,26,,"1,336","$47,448.30 ","$37,404.78 "
,GLOBL,,18,"$1,566.02 ","$1,123.35 "
,TOTAL,,"1,355","$49,065.60 ","$38,569.15 "
76932,TC,,40,"$2,322.40 ","$1,787.50 "
,26,,"1,402","$49,634.62 ","$38,069.75 "
,GLOBL,,9,$710.97 ,$568.80 
,TOTAL,,"1,451","$52,667.99 ","$40,426.05 "
76936,TC,,20,"$4,748.67 ","$3,684.31 "
,26,,"2,154","$228,133.24 ","$180,736.93 "
,GLOBL,,277,"$91,462.30 ","$72,528.58 "
,TOTAL,,"2,451","$324,344.21 ","$256,949.82 "
76937,TC,,336,"$5,845.34 ","$4,662.83 "
,26,,"317,799","$5,154,666.63 ","$4,099,044.90 "
,GLOBL,,"5,154","$171,564.64 ","$136,165.95 "
,TOTAL,,"323,289","$5,332,076.61 ","$4,239,873.68 "
76940,TC,,2,$145.81 ,$75.66 
,26,,"1,396","$155,483.83 ","$123,232.25 "
,GLOBL,,105,"$18,305.56 ","$14,369.98 "
,TOTAL,,"1,503","$173,935.20 ","$137,677.89 "
76941,TC,,2,$155.77 ,$124.62 
,26,,8,$562.65 ,$450.13 
,GLOBL,,5,$675.10 ,$540.08 
,TOTAL,,15,"$1,393.52 ","$1,114.83 "
76942,TC,,"24,912","$2,628,785.50 ","$2,084,712.89 "
,26,,"437,919","$15,270,621.74 ","$12,056,034.61 "
,GLOBL,,"252,046","$35,644,432.66 ","$28,010,569.72 "
,TOTAL,,"714,877","$53,543,839.90 ","$42,151,317.22 "
76945,26,,50,"$1,712.60 ","$1,347.47 "
,GLOBL,,33,"$3,364.42 ","$2,582.63 "
,TOTAL,,83,"$5,077.02 ","$3,930.10 "
76946,TC,,10,$616.07 ,$492.84 
,26,,423,"$8,748.46 ","$6,891.86 "
,GLOBL,,354,"$28,676.33 ","$22,257.64 "
,TOTAL,,787,"$38,040.86 ","$29,642.34 "
76948,26,,4,$133.28 ,$106.62 
,GLOBL,,9,$664.29 ,$531.43 
,TOTAL,,13,$797.57 ,$638.05 
76950,TC,,"165,218","$8,272,667.79 ","$6,571,393.75 "
,26,,"92,777","$2,821,628.88 ","$2,238,250.47 "
,GLOBL,,"90,283","$7,339,544.26 ","$5,819,983.18 "
,TOTAL,,"348,278","$18,433,840.93 ","$14,629,627.40 "
76965,TC,,"1,057","$237,835.84 ","$188,230.12 "
,26,,"22,542","$1,595,541.53 ","$1,261,650.01 "
,GLOBL,,"1,771","$508,555.95 ","$401,509.65 "
,TOTAL,,"25,370","$2,341,933.32 ","$1,851,389.78 "
76970,TC,,165,"$6,401.50 ","$4,761.57 "
,26,,876,"$18,296.14 ","$14,161.61 "
,GLOBL,,"3,729","$221,377.85 ","$167,197.57 "
,TOTAL,,"4,770","$246,075.49 ","$186,120.75 "
76975,TC,,9,$518.41 ,$383.76 
,26,,254,"$11,015.01 ","$8,610.41 "
,GLOBL,,65,"$6,328.81 ","$4,711.56 "
,TOTAL,,328,"$17,862.23 ","$13,705.73 "
76977,TC,,"5,318","$159,268.78 ","$117,260.03 "
,26,,"4,871","$14,348.43 ","$10,712.93 "
,GLOBL,,"28,225","$1,033,453.41 ","$760,348.28 "
,TOTAL,,"38,414","$1,207,070.62 ","$888,321.24 "
76986,TC,,226,"$21,501.03 ","$17,126.02 "
,26,,"15,989","$1,048,388.62 ","$831,584.95 "
,GLOBL,,"2,302","$378,709.49 ","$298,460.98 "
,TOTAL,,"18,517","$1,448,599.14 ","$1,147,171.95 "
76999,TC,,112,"$6,176.37 ","$4,936.63 "
,26,,771,"$31,607.89 ","$25,254.46 "
,GLOBL,,895,"$84,952.86 ","$67,574.60 "
,TOTAL,,"1,778","$122,737.12 ","$97,765.69 "
77261,GLOBL,,"23,799","$1,785,525.84 ","$1,411,491.76 "
,TOTAL,,"23,799","$1,785,525.84 ","$1,411,491.76 "
77262,GLOBL,,"11,307","$1,270,583.29 ","$1,006,637.67 "
,TOTAL,,"11,307","$1,270,583.29 ","$1,006,637.67 "
77263,26,,3,$499.81 ,$399.86 
,GLOBL,,"275,248","$45,972,982.56 ","$36,408,569.68 "
,TOTAL,,"275,251","$45,973,482.37 ","$36,408,969.54 "
77280,TC,,"18,811","$2,425,526.15 ","$1,923,440.82 "
,26,,"179,607","$6,537,774.83 ","$5,183,691.83 "
,GLOBL,,"82,189","$13,825,777.70 ","$10,964,213.31 "
,TOTAL,,"280,607","$22,789,078.68 ","$18,071,345.96 "
77285,TC,,303,"$65,239.93 ","$52,174.00 "
,26,,"8,573","$473,048.64 ","$375,326.38 "
,GLOBL,,"2,198","$581,042.31 ","$461,894.04 "
,TOTAL,,"11,074","$1,119,330.88 ","$889,394.42 "
77290,TC,,"21,498","$5,185,249.26 ","$4,119,516.61 "
,26,,"251,642","$20,380,732.52 ","$16,145,174.86 "
