Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 70010 - 79999,,,,,
,BESS REPORTS,CODE RANGES,,,
,26,,"46,839","$2,774,427.38 ","$2,164,444.14 "
,GLOBL,,"9,749","$2,541,253.73 ","$1,993,049.25 "
,TOTAL,,"58,337","$5,677,345.21 ","$4,442,387.13 "
70470,TC,,"19,481","$4,995,667.22 ","$3,926,138.97 "
,26,,"304,587","$19,977,488.88 ","$15,447,632.62 "
,GLOBL,,"61,419","$18,553,297.77 ","$14,522,275.01 "
,TOTAL,,"385,487","$43,526,453.87 ","$33,896,046.60 "
70480,TC,,"2,274","$405,648.24 ","$318,029.80 "
,26,,"40,974","$2,758,148.51 ","$2,147,197.10 "
,GLOBL,,"13,965","$3,523,932.49 ","$2,756,823.41 "
,TOTAL,,"57,213","$6,687,729.24 ","$5,222,050.31 "
70481,TC,,330,"$68,980.64 ","$53,697.28 "
,26,,"6,256","$452,537.68 ","$353,964.85 "
,GLOBL,,"1,703","$494,632.36 ","$388,295.31 "
,TOTAL,,"8,289","$1,016,150.68 ","$795,957.44 "
70482,TC,,379,"$100,053.30 ","$79,093.32 "
,26,,"5,011","$379,122.33 ","$295,708.61 "
,GLOBL,,"2,015","$669,163.70 ","$527,444.87 "
,TOTAL,,"7,405","$1,148,339.33 ","$902,246.80 "
70486,TC,,"21,782","$3,818,029.41 ","$2,974,923.95 "
,26,,"295,438","$17,357,795.00 ","$13,421,648.55 "
,GLOBL,,"111,008","$26,043,867.58 ","$20,227,067.95 "
,TOTAL,,"428,228","$47,219,691.99 ","$36,623,640.45 "
70487,TC,,420,"$57,290.84 ","$45,082.23 "
,26,,"8,412","$575,485.99 ","$447,223.70 "
,GLOBL,,"1,494","$423,327.71 ","$330,487.61 "
,TOTAL,,"10,326","$1,056,104.54 ","$822,793.54 "
70488,TC,,217,"$55,895.73 ","$43,832.74 "
,26,,"3,101","$226,190.60 ","$174,857.41 "
,GLOBL,,"1,184","$406,568.38 ","$318,435.72 "
,TOTAL,,"4,502","$688,654.71 ","$537,125.87 "
70490,TC,,"2,533","$436,928.24 ","$344,304.80 "
,26,,"39,756","$2,665,296.49 ","$2,086,944.47 "
,GLOBL,,"11,977","$3,015,522.09 ","$2,366,503.57 "
,TOTAL,,"54,266","$6,117,746.82 ","$4,797,752.84 "
70491,TC,,"12,518","$2,623,220.04 ","$2,065,067.46 "
,26,,"162,059","$11,602,569.50 ","$9,019,420.88 "
,GLOBL,,"44,449","$12,677,580.03 ","$9,931,809.47 "
,TOTAL,,"219,026","$26,903,369.57 ","$21,016,297.81 "
70492,TC,,"2,356","$639,537.82 ","$502,592.28 "
,26,,"18,509","$1,381,396.81 ","$1,074,278.11 "
,GLOBL,,"9,674","$3,264,964.71 ","$2,565,381.35 "
,TOTAL,,"30,539","$5,285,899.34 ","$4,142,251.74 "
70496,TC,,"1,668","$659,640.54 ","$521,660.86 "
,26,,"42,351","$3,855,588.52 ","$3,027,987.17 "
,GLOBL,,"5,404","$2,689,467.08 ","$2,125,883.02 "
,TOTAL,,"49,423","$7,204,696.14 ","$5,675,531.05 "
70498,TC,,"3,220","$1,294,996.88 ","$1,024,840.84 "
,26,,"51,386","$4,644,347.77 ","$3,659,655.28 "
,GLOBL,,"11,640","$5,757,296.72 ","$4,548,813.25 "
,TOTAL,,"66,246","$11,696,641.37 ","$9,233,309.37 "
70540,TC,,986,"$407,275.93 ","$324,199.46 "
,26,,"6,676","$470,017.39 ","$368,070.29 "
,GLOBL,,"5,177","$2,695,571.34 ","$2,127,939.08 "
,TOTAL,,"12,839","$3,572,864.66 ","$2,820,208.83 "
70542,TC,,112,"$54,344.40 ","$43,475.40 "
,26,,"1,617","$137,566.54 ","$107,514.13 "
,GLOBL,,"1,208","$758,600.61 ","$601,307.18 "
,TOTAL,,"2,937","$950,511.55 ","$752,296.71 "
70543,TC,,"4,827","$4,466,007.87 ","$3,539,921.14 "
,26,,"32,777","$3,703,222.01 ","$2,902,877.32 "
,GLOBL,,"24,572","$27,242,470.64 ","$21,538,377.22 "
,TOTAL,,"62,176","$35,411,700.52 ","$27,981,175.68 "
70544,TC,,"17,704","$7,606,157.67 ","$6,020,656.94 "
,26,,"280,995","$17,613,470.68 ","$13,883,867.81 "
,GLOBL,,"69,314","$35,033,537.70 ","$27,734,680.30 "
,TOTAL,,"368,013","$60,253,166.05 ","$47,639,205.05 "
70545,TC,,289,"$116,550.42 ","$91,031.60 "
,26,,"5,218","$325,936.11 ","$257,140.78 "
,GLOBL,,"1,271","$590,945.98 ","$467,729.21 "
,TOTAL,,"6,778","$1,033,432.51 ","$815,901.59 "
70546,TC,,"1,310","$1,128,549.73 ","$894,043.22 "
,26,,"12,700","$1,203,612.03 ","$951,655.86 "
,GLOBL,,"3,141","$2,946,540.31 ","$2,331,993.48 "
,TOTAL,,"17,151","$5,278,702.07 ","$4,177,692.56 "
70547,TC,,"5,957","$2,618,614.72 ","$2,075,169.96 "
,26,,"73,447","$4,609,565.40 ","$3,643,336.00 "
,GLOBL,,"28,228","$14,695,585.86 ","$11,634,746.67 "
,TOTAL,,"107,632","$21,923,765.98 ","$17,353,252.63 "
70548,TC,,"2,634","$1,092,961.84 ","$866,109.99 "
,26,,"44,168","$2,730,364.64 ","$2,153,602.36 "
,GLOBL,,"7,458","$3,685,175.93 ","$2,922,343.41 "
,TOTAL,,"54,260","$7,508,502.41 ","$5,942,055.76 "
70549,TC,,"7,525","$6,333,056.43 ","$5,032,494.48 "
,26,,"83,547","$7,843,096.00 ","$6,192,850.87 "
,GLOBL,,"25,347","$24,473,984.83 ","$19,408,858.97 "
,TOTAL,,"116,419","$38,650,137.26 ","$30,634,204.32 "
70551,TC,,"36,650","$15,671,715.11 ","$12,357,349.11 "
,26,,"432,448","$33,528,627.82 ","$26,181,359.05 "
,GLOBL,,"169,285","$89,110,465.48 ","$70,118,169.74 "
,TOTAL,,"638,383","$138,310,808.41 ","$108,656,877.90 "
70552,TC,,"1,056","$523,171.46 ","$413,214.26 "
,26,,"25,877","$2,415,533.44 ","$1,898,089.71 "
,GLOBL,,"6,458","$3,970,100.17 ","$3,130,609.31 "
,TOTAL,,"33,391","$6,908,805.07 ","$5,441,913.28 "
70553,TC,,"79,155","$74,161,955.21 ","$58,591,452.31 "
,26,,"841,522","$103,360,203.35 ","$80,898,278.18 "
,GLOBL,,"295,648","$324,092,921.57 ","$255,373,628.86 "
,TOTAL,,"1,216,325","$501,615,080.13 ","$394,863,359.35 "
70557,26,,37,"$5,828.28 ","$4,398.35 "
,GLOBL,,8,"$1,515.12 ","$1,212.08 "
,TOTAL,,45,"$7,343.40 ","$5,610.43 "
70558,26,,8,"$1,393.14 ","$1,034.36 "
,TOTAL,,8,"$1,393.14 ","$1,034.36 "
70559,TC,,3,"$2,584.56 ","$2,067.66 "
,26,,38,"$6,456.59 ","$4,986.55 "
,GLOBL,,16,"$3,199.98 ","$2,560.04 "
,TOTAL,,57,"$12,241.13 ","$9,614.25 "
71010,TC,,"513,041","$9,459,239.30 ","$7,207,091.99 "
,26,,"18,165,759","$173,096,380.57 ","$135,408,258.30 "
,GLOBL,,"829,537","$17,343,414.94 ","$13,091,600.99 "
,TOTAL,,"19,508,337","$199,899,034.81 ","$155,706,951.28 "
71015,TC,,17,$313.33 ,$235.10 
,26,,397,"$4,312.64 ","$3,352.89 "
,GLOBL,,137,"$4,218.75 ","$3,163.86 "
,TOTAL,,551,"$8,844.72 ","$6,751.85 "
71020,TC,,"1,164,209","$26,818,100.64 ","$19,284,335.41 "
,26,,"12,186,225","$138,143,838.84 ","$104,588,216.70 "
,GLOBL,,"3,797,413","$129,216,909.53 ","$93,793,112.08 "
,TOTAL,,"17,147,847","$294,178,849.01 ","$217,665,664.19 "
71021,TC,,"1,774","$50,998.30 ","$37,585.96 "
,26,,"6,988","$99,124.53 ","$75,026.59 "
,GLOBL,,"5,343","$230,903.15 ","$171,345.37 "
,TOTAL,,"14,105","$381,025.98 ","$283,957.92 "
71022,TC,,917,"$27,152.53 ","$20,682.75 "
,26,,"8,502","$138,880.95 ","$105,648.45 "
,GLOBL,,"5,343","$254,770.33 ","$190,382.49 "
,TOTAL,,"14,762","$420,803.81 ","$316,713.69 "
71023,TC,,65,"$2,156.61 ","$1,692.64 "
,26,,"7,892","$158,740.64 ","$125,747.60 "
,GLOBL,,"1,280","$70,714.58 ","$55,767.73 "
,TOTAL,,"9,237","$231,611.83 ","$183,207.97 "
71030,TC,,"1,262","$38,089.99 ","$28,467.05 "
,26,,"16,763","$272,574.39 ","$212,105.17 "
,GLOBL,,"5,421","$259,529.90 ","$191,876.29 "
,TOTAL,,"23,446","$570,194.28 ","$432,448.51 "
71034,TC,,7,$310.22 ,$246.42 
,26,,"2,238","$53,135.54 ","$41,507.91 "
,GLOBL,,127,"$10,081.60 ","$7,676.69 "
,TOTAL,,"2,372","$63,527.36 ","$49,431.02 "
71035,TC,,"1,375","$26,238.78 ","$20,247.23 "
,26,,"157,491","$1,504,152.77 ","$1,184,320.41 "
,GLOBL,,"7,869","$206,093.28 ","$157,035.77 "
,TOTAL,,"166,735","$1,736,484.83 ","$1,361,603.41 "
71040,TC,,8,$370.02 ,$290.60 
,26,,518,"$16,084.67 ","$12,726.48 "
,GLOBL,,39,"$1,833.34 ","$1,345.85 "
,TOTAL,,565,"$18,288.03 ","$14,362.93 "
71060,TC,,5,$307.70 ,$202.69 
,26,,133,"$5,129.34 ","$4,019.89 "
,GLOBL,,15,"$1,338.18 ","$1,070.54 "
,TOTAL,,153,"$6,775.22 ","$5,293.12 "
71090,TC,,15,$873.92 ,$699.13 
,26,,"237,467","$6,927,593.93 ","$5,507,337.57 "
,GLOBL,,416,"$15,137.48 ","$12,040.54 "
,TOTAL,,"237,898","$6,943,605.33 ","$5,520,077.24 "
71100,TC,,"32,599","$709,389.51 ","$525,814.31 "
,26,,"235,405","$2,666,961.07 ","$2,012,548.06 "
,GLOBL,,"93,588","$2,996,190.26 ","$2,220,040.70 "
,TOTAL,,"361,592","$6,372,540.84 ","$4,758,403.07 "
71101,TC,,"17,602","$445,098.28 ","$325,018.23 "
,26,,"160,084","$2,233,630.43 ","$1,678,024.57 "
,GLOBL,,"49,593","$1,878,537.84 ","$1,374,652.30 "
,TOTAL,,"227,279","$4,557,266.55 ","$3,377,695.10 "
71110,TC,,"5,803","$170,880.98 ","$128,938.15 "
,26,,"30,426","$426,199.80 ","$325,559.36 "
,GLOBL,,"13,014","$560,225.66 ","$417,535.34 "
,TOTAL,,"49,243","$1,157,306.44 ","$872,032.85 "
71111,TC,,"3,321","$111,130.36 ","$82,419.94 "
,26,,"19,872","$321,583.86 ","$243,940.65 "
,GLOBL,,"8,380","$411,392.39 ","$304,606.30 "
,TOTAL,,"31,573","$844,106.61 ","$630,966.89 "
71120,TC,,"1,194","$29,077.30 ","$21,202.32 "
,26,,"16,548","$175,370.50 ","$131,809.04 "
,GLOBL,,"4,699","$161,954.76 ","$120,350.67 "
,TOTAL,,"22,441","$366,402.56 ","$273,362.03 "
71130,TC,,220,"$5,892.40 ","$4,271.33 "
,26,,"1,915","$21,848.34 ","$16,249.92 "
,GLOBL,,"1,337","$52,126.65 ","$38,166.63 "
,TOTAL,,"3,472","$79,867.39 ","$58,687.88 "
71250,TC,,"42,363","$9,488,875.39 ","$7,457,094.94 "
,26,,"826,791","$50,375,010.54 ","$39,338,790.86 "
,GLOBL,,"234,684","$70,156,564.08 ","$54,868,819.03 "
,TOTAL,,"1,103,838","$130,020,450.01 ","$101,664,704.83 "
71260,TC,,"97,793","$25,722,545.72 ","$20,266,124.14 "
,26,,"1,792,537","$116,160,428.61 ","$90,266,323.06 "
,GLOBL,,"317,656","$103,228,891.08 ","$81,017,887.80 "
,TOTAL,,"2,207,986","$245,111,865.41 ","$191,550,335.00 "
71270,TC,,"12,290","$4,037,177.99 ","$3,180,522.33 "
,26,,"153,787","$10,934,001.76 ","$8,509,403.89 "
,GLOBL,,"51,611","$20,516,505.45 ","$16,126,739.97 "
,TOTAL,,"217,688","$35,487,685.20 ","$27,816,666.19 "
71275,TC,,"6,292","$2,943,106.44 ","$2,331,587.85 "
,26,,"324,025","$32,321,351.45 ","$25,373,137.12 "
,GLOBL,,"28,585","$15,625,007.84 ","$12,331,432.89 "
,TOTAL,,"358,902","$50,889,465.73 ","$40,036,157.86 "
71550,TC,,561,"$231,840.58 ","$183,092.20 "
,26,,"4,707","$355,972.49 ","$278,470.85 "
,GLOBL,,"3,181","$1,674,684.93 ","$1,316,707.23 "
,TOTAL,,"8,449","$2,262,498.00 ","$1,778,270.28 "
71551,TC,,17,"$8,688.11 ","$6,862.48 "
,26,,429,"$39,071.94 ","$30,760.81 "
,GLOBL,,190,"$117,802.82 ","$92,512.15 "
,TOTAL,,636,"$165,562.87 ","$130,135.44 "
71552,TC,,480,"$448,451.72 ","$354,699.91 "
,26,,"4,983","$591,064.14 ","$464,750.13 "
,GLOBL,,"2,667","$2,945,946.75 ","$2,329,767.28 "
,TOTAL,,"8,130","$3,985,462.61 ","$3,149,217.32 "
71555,TC,,477,"$219,673.60 ","$174,001.06 "
,26,,"6,558","$627,395.63 ","$492,176.66 "
,GLOBL,,"2,796","$1,543,341.20 ","$1,216,266.11 "
,TOTAL,,"9,831","$2,390,410.43 ","$1,882,443.83 "
72010,TC,,"11,155","$426,441.89 ","$335,346.11 "
,26,,"15,644","$362,463.90 ","$279,483.70 "
,GLOBL,,"63,473","$4,012,946.37 ","$3,142,243.46 "
,TOTAL,,"90,272","$4,801,852.16 ","$3,757,073.27 "
72020,TC,,"7,143","$105,697.60 ","$81,337.03 "
,26,,"222,572","$1,766,477.84 ","$1,374,494.83 "
,GLOBL,,"54,323","$1,296,884.74 ","$1,000,716.06 "
,TOTAL,,"284,038","$3,169,060.18 ","$2,456,547.92 "
72040,TC,,"43,857","$975,267.74 ","$718,689.91 "
,26,,"371,457","$4,206,085.71 ","$3,190,591.09 "
,GLOBL,,"223,687","$7,562,474.06 ","$5,643,650.64 "
,TOTAL,,"639,001","$12,743,827.51 ","$9,552,931.64 "
72050,TC,,"34,422","$1,151,998.16 ","$831,528.36 "
,26,,"368,502","$5,836,416.07 ","$4,370,201.88 "
,GLOBL,,"162,980","$8,097,074.16 ","$5,952,777.95 "
,TOTAL,,"565,904","$15,085,488.39 ","$11,154,508.19 "
72052,TC,,"10,248","$434,286.19 ","$316,192.12 "
,26,,"77,646","$1,472,369.77 ","$1,108,779.49 "
,GLOBL,,"57,503","$3,601,670.16 ","$2,700,496.74 "
,TOTAL,,"145,397","$5,508,326.12 ","$4,125,468.35 "
72069,TC,,620,"$11,029.24 ","$8,283.82 "
,26,,"4,263","$50,143.65 ","$37,413.28 "
,GLOBL,,"4,460","$135,482.34 ","$99,562.07 "
,TOTAL,,"9,343","$196,655.23 ","$145,259.17 "
72070,TC,,"36,236","$886,567.49 ","$664,987.45 "
,26,,"258,015","$2,929,686.19 ","$2,235,617.59 "
,GLOBL,,"146,184","$5,263,803.68 ","$3,975,537.03 "
,TOTAL,,"440,435","$9,080,057.36 ","$6,876,142.07 "
72072,TC,,"11,833","$324,994.90 ","$238,374.73 "
,26,,"157,912","$1,777,567.24 ","$1,348,080.84 "
,GLOBL,,"44,475","$1,670,069.59 ","$1,236,161.81 "
,TOTAL,,"214,220","$3,772,631.73 ","$2,822,617.38 "
72074,TC,,"1,303","$44,257.59 ","$33,447.05 "
,26,,"11,613","$130,577.34 ","$99,513.09 "
,GLOBL,,"6,220","$291,802.83 ","$221,987.67 "
,TOTAL,,"19,136","$466,637.76 ","$354,947.81 "
72080,TC,,"3,450","$84,168.58 ","$62,469.24 "
,26,,"21,638","$245,309.84 ","$186,893.54 "
,GLOBL,,"25,907","$964,495.41 ","$729,520.53 "
,TOTAL,,"50,995","$1,293,973.83 ","$978,883.31 "
72090,TC,,469,"$11,825.76 ","$8,724.87 "
,26,,"4,927","$73,612.17 ","$55,663.13 "
,GLOBL,,"5,051","$210,168.02 ","$158,563.48 "
,TOTAL,,"10,447","$295,605.95 ","$222,951.48 "
72100,TC,,"156,971","$3,911,771.32 ","$2,896,256.47 "
,26,,"995,321","$11,272,714.25 ","$8,542,193.53 "
,GLOBL,,"814,802","$29,886,720.56 ","$22,347,200.55 "
,TOTAL,,"1,967,094","$45,071,206.13 ","$33,785,650.55 "
72110,TC,,"76,257","$2,628,371.96 ","$1,921,117.74 "
,26,,"637,320","$10,112,942.92 ","$7,612,569.14 "
,GLOBL,,"376,088","$19,219,214.15 ","$14,275,449.67 "
,TOTAL,,"1,089,665","$31,960,529.03 ","$23,809,136.55 "
72114,TC,,"4,753","$208,967.82 ","$156,775.84 "
,26,,"39,760","$750,166.99 ","$573,160.95 "
,GLOBL,,"50,773","$3,325,179.53 ","$2,532,921.71 "
,TOTAL,,"95,286","$4,284,314.34 ","$3,262,858.50 "
72120,TC,,"2,520","$83,017.64 ","$62,202.74 "
,26,,"11,469","$130,076.96 ","$99,561.69 "
,GLOBL,,"17,085","$801,040.86 ","$609,070.62 "
,TOTAL,,"31,074","$1,014,135.46 ","$770,835.05 "
72125,TC,,"4,304","$922,939.78 ","$726,583.33 "
,26,,"250,065","$15,094,372.40 ","$11,745,339.99 "
,GLOBL,,"23,231","$6,132,321.48 ","$4,806,682.22 "
,TOTAL,,"277,600","$22,149,633.66 ","$17,278,605.54 "
72126,TC,,894,"$231,908.12 ","$180,882.19 "
,26,,"17,378","$1,083,960.83 ","$843,908.66 "
,GLOBL,,"2,924","$917,872.53 ","$715,412.45 "
,TOTAL,,"21,196","$2,233,741.48 ","$1,740,203.30 "
72127,TC,,368,"$98,804.16 ","$77,307.30 "
,26,,"1,293","$83,229.66 ","$65,173.18 "
,GLOBL,,654,"$280,931.79 ","$219,263.47 "
,TOTAL,,"2,315","$462,965.61 ","$361,743.95 "
72128,TC,,"1,695","$363,758.77 ","$286,973.96 "
,26,,"43,688","$2,635,151.50 ","$2,070,833.48 "
,GLOBL,,"8,181","$2,302,512.05 ","$1,815,190.99 "
,TOTAL,,"53,564","$5,301,422.32 ","$4,172,998.43 "
72129,TC,,174,"$45,499.01 ","$35,505.25 "
,26,,"6,351","$403,153.93 ","$316,021.16 "
,GLOBL,,766,"$253,857.86 ","$198,949.64 "
,TOTAL,,"7,291","$702,510.80 ","$550,476.05 "
72130,TC,,296,"$75,934.45 ","$60,545.78 "
,26,,842,"$54,117.11 ","$42,642.67 "
,GLOBL,,511,"$221,066.84 ","$172,887.51 "
,TOTAL,,"1,649","$351,118.40 ","$276,075.96 "
72131,TC,,"11,755","$2,522,626.91 ","$1,983,061.11 "
,26,,"183,971","$11,070,739.81 ","$8,631,077.93 "
,GLOBL,,"54,810","$15,606,451.34 ","$12,245,506.03 "
,TOTAL,,"250,536","$29,199,818.06 ","$22,859,645.07 "
72132,TC,,"1,979","$522,779.88 ","$407,550.19 "
,26,,"48,314","$3,015,310.76 ","$2,361,057.53 "
,GLOBL,,"9,109","$2,942,846.60 ","$2,295,702.56 "
,TOTAL,,"59,402","$6,480,937.24 ","$5,064,310.28 "
72133,TC,,648,"$138,840.96 ","$109,617.49 "
,26,,"2,364","$153,818.44 ","$120,300.38 "
,GLOBL,,869,"$350,251.57 ","$274,767.81 "
,TOTAL,,"3,881","$642,910.97 ","$504,685.68 "
72141,TC,,"48,490","$20,277,307.68 ","$15,928,076.59 "
,26,,"261,200","$21,614,664.14 ","$16,768,584.67 "
