Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 40490 - 49999,,,,,
,BESS REPORTS,CODE RANGES,,,
,OTHER,,48,"$39,019.14 ","$31,143.56 "
,TOTAL,,57,"$40,364.00 ","$32,219.44 "
47701,OTHER,,9,"$14,359.33 ","$11,487.48 "
,TOTAL,,9,"$14,359.33 ","$11,487.48 "
47711,80'S,,29,"$4,921.62 ","$3,937.30 "
,OTHER,,182,"$157,596.07 ","$126,076.82 "
,TOTAL,,211,"$162,517.69 ","$130,014.12 "
47712,80'S,,4,$975.35 ,$780.28 
,OTHER,,41,"$50,228.97 ","$40,183.17 "
,TOTAL,,45,"$51,204.32 ","$40,963.45 "
47715,80'S,,5,$457.55 ,$366.03 
,OTHER,,38,"$28,068.34 ","$21,628.62 "
,TOTAL,,43,"$28,525.89 ","$21,994.65 "
47716,80'S,,1,$157.39 ,$125.91 
,OTHER,,3,"$2,223.11 ","$1,778.49 "
,TOTAL,,4,"$2,380.50 ","$1,904.40 "
47720,80'S,,59,"$8,064.15 ","$6,451.33 "
,OTHER,,198,"$163,475.94 ","$130,620.91 "
,TOTAL,,257,"$171,540.09 ","$137,072.24 "
47721,80'S,,36,"$6,297.67 ","$5,038.11 "
,OTHER,,102,"$110,563.12 ","$88,433.42 "
,TOTAL,,138,"$116,860.79 ","$93,471.53 "
47740,80'S,,27,"$4,042.20 ","$3,233.75 "
,OTHER,,92,"$82,781.06 ","$65,539.24 "
,TOTAL,,119,"$86,823.26 ","$68,772.99 "
47741,80'S,,29,"$5,501.15 ","$4,400.93 "
,OTHER,,106,"$119,624.34 ","$95,509.53 "
,TOTAL,,135,"$125,125.49 ","$99,910.46 "
47760,80'S,,218,"$48,869.65 ","$39,026.77 "
,OTHER,,756,"$1,023,559.34 ","$814,892.56 "
,TOTAL,,974,"$1,072,428.99 ","$853,919.33 "
47765,80'S,,17,"$3,417.27 ","$2,733.78 "
,OTHER,,68,"$84,551.51 ","$66,436.18 "
,TOTAL,,85,"$87,968.78 ","$69,169.96 "
47780,80'S,,287,"$66,025.34 ","$52,557.93 "
,OTHER,,"1,122","$1,601,881.76 ","$1,273,743.47 "
,TOTAL,,"1,409","$1,667,907.10 ","$1,326,301.40 "
47785,80'S,,52,"$13,037.18 ","$10,429.71 "
,OTHER,,334,"$513,344.60 ","$408,011.21 "
,TOTAL,,386,"$526,381.78 ","$418,440.92 "
47800,80'S,,64,"$9,422.05 ","$7,537.66 "
,OTHER,,104,"$107,074.16 ","$85,659.32 "
,TOTAL,,168,"$116,496.21 ","$93,196.98 "
47801,80'S,,21,"$2,412.47 ","$1,929.98 "
,OTHER,,310,"$245,257.69 ","$195,498.36 "
,TOTAL,,331,"$247,670.16 ","$197,428.34 "
47802,80'S,,2,$213.73 ,$170.98 
,OTHER,,14,"$13,945.63 ","$11,156.51 "
,TOTAL,,16,"$14,159.36 ","$11,327.49 "
47900,80'S,,28,"$4,868.72 ","$3,715.65 "
,OTHER,,145,"$143,652.55 ","$114,778.07 "
,TOTAL,,173,"$148,521.27 ","$118,493.72 "
47999,80'S,,12,"$3,248.22 ","$2,598.57 "
,OTHER,,302,"$106,610.32 ","$85,255.74 "
,TOTAL,,314,"$109,858.54 ","$87,854.31 "
48000,80'S,,22,"$5,156.19 ","$4,121.77 "
,OTHER,,140,"$191,784.17 ","$153,379.56 "
,TOTAL,,162,"$196,940.36 ","$157,501.33 "
48001,80'S,,7,"$1,855.36 ","$1,228.47 "
,OTHER,,60,"$101,511.01 ","$78,339.87 "
,TOTAL,,67,"$103,366.37 ","$79,568.34 "
48005,80'S,,99,"$37,556.98 ","$29,770.98 "
,OTHER,,639,"$1,423,255.30 ","$1,127,376.93 "
,TOTAL,,738,"$1,460,812.28 ","$1,157,147.91 "
48020,80'S,,1,$72.41 ,$57.93 
,OTHER,,4,"$2,032.10 ","$1,625.68 "
,TOTAL,,5,"$2,104.51 ","$1,683.61 "
48100,80'S,,199,"$13,688.99 ","$10,951.12 "
,OTHER,,"1,179","$526,835.94 ","$418,591.14 "
,TOTAL,,"1,378","$540,524.93 ","$429,542.26 "
48102,SG,,9,"$2,887.23 ","$2,309.76 "
,OTHER,,"3,932","$1,008,172.69 ","$799,733.93 "
,TOTAL,,"3,941","$1,011,059.92 ","$802,043.69 "
48120,80'S,,48,"$5,398.93 ","$4,319.12 "
,OTHER,,192,"$140,772.24 ","$112,135.00 "
,TOTAL,,240,"$146,171.17 ","$116,454.12 "
48140,80'S,,454,"$90,964.08 ","$71,937.62 "
,OTHER,,"1,709","$2,121,314.87 ","$1,681,226.88 "
,TOTAL,,"2,163","$2,212,278.95 ","$1,753,164.50 "
48145,80'S,,10,"$1,818.83 ","$1,455.08 "
,OTHER,,54,"$68,298.83 ","$54,639.08 "
,TOTAL,,64,"$70,117.66 ","$56,094.16 "
48146,80'S,,17,"$4,218.23 ","$3,374.58 "
,OTHER,,63,"$97,494.90 ","$77,995.93 "
,TOTAL,,80,"$101,713.13 ","$81,370.51 "
48148,80'S,,8,$963.57 ,$764.25 
,OTHER,,70,"$56,211.29 ","$44,881.02 "
,TOTAL,,78,"$57,174.86 ","$45,645.27 "
48150,80'S,,595,"$264,850.42 ","$210,965.67 "
,OTHER,,"2,051","$5,657,249.19 ","$4,504,345.07 "
,TOTAL,,"2,646","$5,922,099.61 ","$4,715,310.74 "
48152,80'S,,18,"$7,198.07 ","$5,670.45 "
,OTHER,,57,"$139,388.89 ","$111,511.09 "
,TOTAL,,75,"$146,586.96 ","$117,181.54 "
48153,80'S,,253,"$112,746.03 ","$90,025.96 "
,OTHER,,"1,307","$3,603,479.00 ","$2,866,310.10 "
,TOTAL,,"1,560","$3,716,225.03 ","$2,956,336.06 "
48154,80'S,,6,"$2,492.42 ","$1,993.94 "
,OTHER,,32,"$82,663.95 ","$66,131.13 "
,TOTAL,,38,"$85,156.37 ","$68,125.07 "
48155,80'S,,20,"$4,171.60 ","$3,337.28 "
,OTHER,,98,"$128,964.42 ","$103,058.91 "
,TOTAL,,118,"$133,136.02 ","$106,396.19 "
48180,80'S,,24,"$4,838.62 ","$3,681.65 "
,OTHER,,104,"$133,455.96 ","$105,464.66 "
,TOTAL,,128,"$138,294.58 ","$109,146.31 "
48400,OTHER,,47,"$4,765.40 ","$3,812.42 "
,TOTAL,,47,"$4,765.40 ","$3,812.42 "
48500,80'S,,8,$834.38 ,$667.51 
,OTHER,,19,"$14,432.57 ","$11,546.06 "
,TOTAL,,27,"$15,266.95 ","$12,213.57 "
48510,80'S,,28,"$3,145.86 ","$2,516.69 "
,OTHER,,173,"$121,314.26 ","$95,178.93 "
,TOTAL,,201,"$124,460.12 ","$97,695.62 "
48511,OTHER,,532,"$108,597.13 ","$85,804.74 "
,TOTAL,,532,"$108,597.13 ","$85,804.74 "
48520,80'S,,57,"$7,987.18 ","$6,389.77 "
,OTHER,,256,"$204,012.28 ","$161,178.14 "
,TOTAL,,313,"$211,999.46 ","$167,567.91 "
48540,80'S,,24,"$4,311.30 ","$3,449.04 "
,OTHER,,121,"$120,632.62 ","$95,300.52 "
,TOTAL,,145,"$124,943.92 ","$98,749.56 "
48545,80'S,,4,$418.69 ,$334.96 
,OTHER,,34,"$31,240.75 ","$24,992.60 "
,TOTAL,,38,"$31,659.44 ","$25,327.56 "
48547,80'S,,10,"$2,294.70 ","$1,835.77 "
,OTHER,,62,"$79,325.70 ","$63,460.57 "
,TOTAL,,72,"$81,620.40 ","$65,296.34 "
48551,80'S,,59,"$1,716.31 ","$1,335.04 "
,OTHER,,439,"$62,745.53 ","$49,637.46 "
,TOTAL,,498,"$64,461.84 ","$50,972.50 "
48552,80'S,,3,$54.51 ,$43.61 
,OTHER,,55,"$7,649.14 ","$5,930.67 "
,TOTAL,,58,"$7,703.65 ","$5,974.28 "
48554,80'S,,171,"$57,401.82 ","$44,461.70 "
,OTHER,,651,"$1,279,935.11 ","$1,001,959.24 "
,TOTAL,,822,"$1,337,336.93 ","$1,046,420.94 "
48556,80'S,,18,"$2,432.83 ","$1,902.59 "
,OTHER,,89,"$69,355.82 ","$53,905.97 "
,TOTAL,,107,"$71,788.65 ","$55,808.56 "
48999,80'S,,17,"$3,009.39 ","$2,407.51 "
,OTHER,,174,"$149,323.45 ","$119,458.72 "
,TOTAL,,191,"$152,332.84 ","$121,866.23 "
49000,80'S,,"1,884","$205,027.21 ","$162,737.31 "
,OTHER,,"12,380","$7,947,090.28 ","$6,316,449.69 "
,TOTAL,,"14,264","$8,152,117.49 ","$6,479,187.00 "
49002,80'S,,465,"$42,714.00 ","$33,979.06 "
,OTHER,,"5,167","$2,679,125.61 ","$2,127,931.52 "
,TOTAL,,"5,632","$2,721,839.61 ","$2,161,910.58 "
49010,80'S,,257,"$28,396.32 ","$22,354.60 "
,OTHER,,"1,554","$1,034,303.04 ","$818,238.43 "
,TOTAL,,"1,811","$1,062,699.36 ","$840,593.03 "
49020,80'S,,625,"$124,420.99 ","$99,000.07 "
,OTHER,,"5,248","$6,071,361.56 ","$4,830,778.57 "
,TOTAL,,"5,873","$6,195,782.55 ","$4,929,778.64 "
49021,80'S,,2,$30.32 ,$24.26 
,OTHER,,"15,280","$2,698,084.54 ","$2,143,064.26 "
,TOTAL,,"15,282","$2,698,114.86 ","$2,143,088.52 "
49040,80'S,,104,"$10,995.96 ","$8,796.72 "
,OTHER,,804,"$508,546.06 ","$404,306.57 "
,TOTAL,,908,"$519,542.02 ","$413,103.29 "
49041,80'S,,1,$16.29 ,$13.03 
,OTHER,,"1,788","$367,362.40 ","$291,233.00 "
,TOTAL,,"1,789","$367,378.69 ","$291,246.03 "
49060,80'S,,27,"$3,687.21 ","$2,949.75 "
,OTHER,,"1,529","$1,217,613.04 ","$968,143.59 "
,TOTAL,,"1,556","$1,221,300.25 ","$971,093.34 "
49061,80'S,,2,$45.31 ,$36.25 
,OTHER,,"6,228","$1,202,641.06 ","$956,465.72 "
,TOTAL,,"6,230","$1,202,686.37 ","$956,501.97 "
49062,80'S,,23,"$2,020.05 ","$1,584.86 "
,OTHER,,224,"$124,804.12 ","$98,497.17 "
,TOTAL,,247,"$126,824.17 ","$100,082.03 "
49080,SG,,"1,054","$455,373.96 ","$355,702.71 "
,OTHER,,"112,413","$8,442,017.55 ","$6,643,724.71 "
,TOTAL,,"113,467","$8,897,391.51 ","$6,999,427.42 "
49081,SG,,195,"$84,732.50 ","$66,071.78 "
,OTHER,,"8,520","$630,299.18 ","$491,795.55 "
,TOTAL,,"8,715","$715,031.68 ","$557,867.33 "
49085,SG,,18,"$7,692.33 ","$5,998.72 "
,80'S,,1,$110.97 ,$88.78 
,OTHER,,"1,322","$777,974.50 ","$614,022.66 "
,TOTAL,,"1,341","$785,777.80 ","$620,110.16 "
49180,SG,,61,"$19,058.74 ","$15,036.19 "
,OTHER,,"17,069","$1,574,251.19 ","$1,246,421.34 "
,TOTAL,,"17,130","$1,593,309.93 ","$1,261,457.53 "
49200,80'S,,557,"$38,740.60 ","$30,398.57 "
,OTHER,,"2,721","$1,169,969.49 ","$924,210.83 "
,TOTAL,,"3,278","$1,208,710.09 ","$954,609.40 "
49201,80'S,,765,"$83,782.23 ","$66,546.60 "
,OTHER,,"3,119","$2,026,013.41 ","$1,605,828.47 "
,TOTAL,,"3,884","$2,109,795.64 ","$1,672,375.07 "
49215,80'S,,71,"$21,051.30 ","$16,605.16 "
,OTHER,,231,"$394,597.26 ","$313,787.73 "
,TOTAL,,302,"$415,648.56 ","$330,392.89 "
49220,80'S,,7,$775.53 ,$620.43 
,OTHER,,40,"$27,779.44 ","$21,760.22 "
,TOTAL,,47,"$28,554.97 ","$22,380.65 "
49250,SG,,10,"$5,807.63 ","$4,646.11 "
,OTHER,,277,"$112,478.01 ","$88,473.61 "
,TOTAL,,287,"$118,285.64 ","$93,119.72 "
49255,80'S,,161,"$14,597.08 ","$11,430.43 "
,OTHER,,850,"$456,027.36 ","$361,681.79 "
,TOTAL,,"1,011","$470,624.44 ","$373,112.22 "
49320,SG,,284,"$129,293.80 ","$100,493.38 "
,80'S,,"1,183","$41,414.19 ","$32,821.38 "
,OTHER,,"11,055","$2,518,386.88 ","$1,983,435.98 "
,TOTAL,,"12,522","$2,689,094.87 ","$2,116,750.74 "
49321,SG,,46,"$25,912.74 ","$20,073.99 "
,80'S,,321,"$13,224.58 ","$10,525.81 "
,OTHER,,"3,651","$946,458.77 ","$748,663.10 "
,TOTAL,,"4,018","$985,596.09 ","$779,262.90 "
49322,SG,,43,"$22,870.92 ","$18,114.55 "
,80'S,,67,"$2,754.58 ","$2,157.35 "
,OTHER,,787,"$215,098.02 ","$169,676.98 "
,TOTAL,,897,"$240,723.52 ","$189,948.88 "
49323,80'S,,17,"$1,330.09 ",$989.18 
,OTHER,,231,"$105,523.06 ","$83,334.90 "
,TOTAL,,248,"$106,853.15 ","$84,324.08 "
49329,80'S,,61,"$7,811.53 ","$6,249.22 "
,OTHER,,"1,331","$529,032.46 ","$420,102.84 "
,TOTAL,,"1,392","$536,843.99 ","$426,352.06 "
49400,OTHER,,708,"$64,322.33 ","$50,433.78 "
,TOTAL,,708,"$64,322.33 ","$50,433.78 "
49419,OTHER,,244,"$86,314.15 ","$68,465.00 "
,TOTAL,,244,"$86,314.15 ","$68,465.00 "
49420,SG,,100,"$31,256.92 ","$24,275.13 "
,80'S,,1,$10.45 ,$8.36 
,OTHER,,"5,602","$614,197.63 ","$483,143.63 "
,TOTAL,,"5,703","$645,465.00 ","$507,427.12 "
49421,SG,,147,"$39,201.63 ","$31,049.65 "
,OTHER,,"9,303","$3,008,072.27 ","$2,350,007.24 "
,TOTAL,,"9,450","$3,047,273.90 ","$2,381,056.89 "
49422,SG,,150,"$43,844.39 ","$33,206.82 "
,OTHER,,"8,104","$2,692,158.82 ","$2,112,624.93 "
,TOTAL,,"8,254","$2,736,003.21 ","$2,145,831.75 "
49423,OTHER,,"4,856","$371,690.54 ","$294,305.86 "
,TOTAL,,"4,856","$371,690.54 ","$294,305.86 "
49424,OTHER,,"20,665","$786,827.22 ","$622,936.76 "
,TOTAL,,"20,665","$786,827.22 ","$622,936.76 "
49425,80'S,,44,"$4,708.89 ","$3,767.09 "
,OTHER,,561,"$359,854.89 ","$286,336.96 "
,TOTAL,,605,"$364,563.78 ","$290,104.05 "
49426,SG,,1,$411.86 ,$302.69 
,OTHER,,185,"$103,183.79 ","$80,872.51 "
,TOTAL,,186,"$103,595.65 ","$81,175.20 "
49427,OTHER,,221,"$9,863.65 ","$7,743.37 "
,TOTAL,,221,"$9,863.65 ","$7,743.37 "
49428,OTHER,,42,"$14,587.58 ","$11,670.02 "
,TOTAL,,42,"$14,587.58 ","$11,670.02 "
49429,OTHER,,198,"$67,425.04 ","$53,104.38 "
,TOTAL,,198,"$67,425.04 ","$53,104.38 "
49491,OTHER,,10,"$6,195.60 ","$4,956.45 "
,TOTAL,,10,"$6,195.60 ","$4,956.45 "
49492,80'S,,3,$348.42 ,$203.59 
,OTHER,,6,"$3,997.00 ","$3,197.60 "
,TOTAL,,9,"$4,345.42 ","$3,401.19 "
49495,OTHER,,5,"$1,878.34 ","$1,315.87 "
,TOTAL,,5,"$1,878.34 ","$1,315.87 "
49496,OTHER,,9,"$4,928.42 ","$3,942.75 "
,TOTAL,,9,"$4,928.42 ","$3,942.75 "
49500,SG,,3,"$1,838.38 ","$1,470.70 "
,80'S,,1,$80.94 ,$64.75 
,OTHER,,24,"$7,527.10 ","$5,865.70 "
,TOTAL,,28,"$9,446.42 ","$7,401.15 "
49501,OTHER,,29,"$13,502.18 ","$10,722.17 "
,TOTAL,,29,"$13,502.18 ","$10,722.17 "
49505,SG,,"11,208","$6,882,530.59 ","$5,428,763.09 "
,80'S,,"4,331","$308,292.23 ","$244,309.80 "
,OTHER,,"103,213","$46,050,095.96 ","$36,317,262.80 "
,TOTAL,,"118,752","$53,240,918.78 ","$41,990,335.69 "
49507,SG,,448,"$589,416.19 ","$467,830.35 "
,80'S,,777,"$67,937.41 ","$53,439.52 "
,OTHER,,"12,855","$6,854,568.09 ","$5,424,443.46 "
,TOTAL,,"14,080","$7,511,921.69 ","$5,945,713.33 "
49520,SG,,"1,227","$1,207,975.68 ","$952,209.68 "
,80'S,,583,"$51,327.97 ","$40,695.58 "
,OTHER,,"12,946","$7,096,118.07 ","$5,597,082.29 "
,TOTAL,,"14,756","$8,355,421.72 ","$6,589,987.55 "
49521,SG,,113,"$151,167.05 ","$120,753.76 "
,80'S,,211,"$22,007.62 ","$17,393.72 "
,OTHER,,"3,306","$2,164,897.30 ","$1,717,142.23 "
,TOTAL,,"3,630","$2,338,071.97 ","$1,855,289.71 "
49525,SG,,384,"$239,574.45 ","$189,141.27 "
,80'S,,168,"$13,519.41 ","$10,674.35 "
,OTHER,,"3,030","$1,517,787.20 ","$1,194,927.20 "
,TOTAL,,"3,582","$1,770,881.06 ","$1,394,742.82 "
49540,SG,,8,"$3,325.43 ","$2,572.35 "
,80'S,,11,$890.93 ,$712.74 
,OTHER,,167,"$95,966.64 ","$76,620.23 "
,TOTAL,,186,"$100,183.00 ","$79,905.32 "
49550,SG,,175,"$121,675.63 ","$96,892.23 "
,80'S,,107,"$7,326.48 ","$5,784.75 "
,OTHER,,"2,151","$971,173.04 ","$768,666.60 "
,TOTAL,,"2,433","$1,100,175.15 ","$871,343.58 "
49553,SG,,96,"$125,358.88 ","$99,260.47 "
,80'S,,267,"$19,523.08 ","$15,538.97 "
,OTHER,,"3,869","$1,820,378.02 ","$1,444,694.83 "
,TOTAL,,"4,232","$1,965,259.98 ","$1,559,494.27 "
49555,SG,,20,"$13,004.96 ","$10,403.98 "
,80'S,,19,"$1,621.16 ","$1,296.93 "
,OTHER,,246,"$118,132.21 ","$92,850.04 "
,TOTAL,,285,"$132,758.33 ","$104,550.95 "
49557,SG,,6,"$7,892.11 ","$6,313.69 "
,80'S,,40,"$3,730.93 ","$2,984.73 "
,OTHER,,401,"$225,928.07 ","$178,999.24 "
,TOTAL,,447,"$237,551.11 ","$188,297.66 "
49560,SG,,"1,278","$561,110.96 ","$441,686.15 "
,80'S,,"4,501","$430,258.33 ","$340,483.12 "
,OTHER,,"44,885","$27,012,867.49 ","$21,301,051.07 "
,TOTAL,,"50,664","$28,004,236.78 ","$22,083,220.34 "
49561,SG,,286,"$372,983.05 ","$288,884.96 "
,80'S,,"1,768","$215,684.59 ","$171,298.93 "
,OTHER,,"16,050","$11,921,267.27 ","$9,424,743.76 "
,TOTAL,,"18,104","$12,509,934.91 ","$9,884,927.65 "
49565,SG,,225,"$97,323.44 ","$77,424.66 "
,80'S,,"1,104","$110,853.25 ","$87,692.46 "
,OTHER,,"10,476","$6,360,313.00 ","$4,999,922.03 "
,TOTAL,,"11,805","$6,568,489.69 ","$5,165,039.15 "
49566,SG,,48,"$63,712.50 ","$50,953.37 "
,80'S,,715,"$88,239.54 ","$69,664.98 "
,OTHER,,"5,461","$4,052,658.34 ","$3,203,860.38 "
,TOTAL,,"6,224","$4,204,610.38 ","$3,324,478.73 "
49568,SG,,"1,080","$960,266.19 ","$760,585.09 "
,80'S,,"3,951","$171,856.29 ","$136,561.89 "
,OTHER,,"48,545","$12,652,399.76 ","$10,008,916.26 "
,TOTAL,,"53,576","$13,784,522.24 ","$10,906,063.24 "
49570,SG,,100,"$59,182.69 ","$46,839.99 "
,80'S,,66,"$2,889.15 ","$2,311.33 "
,OTHER,,"1,119","$328,021.06 ","$257,672.12 "
,TOTAL,,"1,285","$390,092.90 ","$306,823.44 "
49572,SG,,48,"$62,160.35 ","$48,833.05 "
,80'S,,77,"$4,427.84 ","$3,442.65 "
,OTHER,,812,"$285,531.40 ","$225,876.77 "
,TOTAL,,937,"$352,119.59 ","$278,152.47 "
49580,SG,,1,$622.86 ,$498.29 
,80'S,,5,$114.84 ,$91.87 
,OTHER,,23,"$3,871.06 ","$3,003.27 "
,TOTAL,,29,"$4,608.76 ","$3,593.43 "
49582,SG,,2,"$2,742.72 ","$2,194.18 "
,80'S,,6,$315.85 ,$252.67 
,OTHER,,53,"$15,491.86 ","$12,117.10 "
,TOTAL,,61,"$18,550.43 ","$14,563.95 "
49585,SG,,"1,866","$1,066,378.60 ","$833,895.34 "
,80'S,,"1,700","$68,232.30 ","$54,066.37 "
,OTHER,,"25,980","$7,484,711.32 ","$5,884,005.87 "
,TOTAL,,"29,546","$8,619,322.22 ","$6,771,967.58 "
49587,SG,,546,"$715,205.02 ","$560,789.12 "
,80'S,,719,"$40,208.14 ","$31,771.90 "
,OTHER,,"10,286","$3,930,857.70 ","$3,096,399.21 "
,TOTAL,,"11,551","$4,686,270.86 ","$3,688,960.23 "
49590,SG,,85,"$39,934.16 ","$30,728.71 "
,80'S,,121,"$8,657.78 ","$6,838.22 "
,OTHER,,"1,404","$643,246.40 ","$508,015.23 "
,TOTAL,,"1,610","$691,838.34 ","$545,582.16 "
49600,SG,,1,$605.69 ,$447.46 
,80'S,,7,$453.42 ,$362.73 
,OTHER,,24,"$11,281.50 ","$9,025.21 "
,TOTAL,,32,"$12,340.61 ","$9,835.40 "
49605,80'S,,3,"$2,242.15 ","$1,793.72 "
,OTHER,,13,"$45,487.37 ","$36,389.90 "
,TOTAL,,16,"$47,729.52 ","$38,183.62 "
49606,80'S,,4,$705.39 ,$564.31 
,OTHER,,41,"$37,085.90 ","$29,668.74 "
,TOTAL,,45,"$37,791.29 ","$30,233.05 "
49610,80'S,,1,$87.43 ,$69.94 
,OTHER,,3,"$1,517.45 ","$1,185.98 "
,TOTAL,,4,"$1,604.88 ","$1,255.92 "
49611,OTHER,,3,"$1,492.71 ","$1,194.18 "
,TOTAL,,3,"$1,492.71 ","$1,194.18 "
49650,SG,,"1,539","$905,718.47 ","$714,119.99 "
,80'S,,"1,427","$92,149.94 ","$72,276.46 "
,OTHER,,"16,039","$6,171,881.14 ","$4,855,140.71 "
,TOTAL,,"19,005","$7,169,749.55 ","$5,641,537.16 "
49651,SG,,249,"$239,494.21 ","$188,554.99 "
,80'S,,315,"$23,572.74 ","$18,487.97 "
,OTHER,,"2,806","$1,348,170.23 ","$1,058,675.39 "
,TOTAL,,"3,370","$1,611,237.18 ","$1,265,718.35 "
49659,80'S,,"1,243","$159,598.80 ","$127,101.73 "
,OTHER,,"8,843","$6,268,276.09 ","$4,990,161.09 "
,TOTAL,,"10,086","$6,427,874.89 ","$5,117,262.82 "
49900,80'S,,180,"$19,599.88 ","$15,658.05 "
,OTHER,,"2,207","$1,404,872.91 ","$1,114,980.21 "
,TOTAL,,"2,387","$1,424,472.79 ","$1,130,638.26 "
49904,OTHER,,317,"$372,472.82 ","$296,677.20 "
,TOTAL,,317,"$372,472.82 ","$296,677.20 "
49905,80'S,,217,"$12,547.95 ","$9,949.53 "
,OTHER,,"1,720","$591,828.64 ","$470,563.24 "
,TOTAL,,"1,937","$604,376.59 ","$480,512.77 "
49906,OTHER,,5,"$8,074.03 ","$6,459.23 "
,TOTAL,,5,"$8,074.03 ","$6,459.23 "
49999,80'S,,62,"$5,965.79 ","$4,772.62 "
,OTHER,,"1,598","$557,796.90 ","$444,557.60 "
,TOTAL,,"1,660","$563,762.69 ","$449,330.22 "
,,,,,
