Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 20000 - 29999,,,,,
,BESS REPORTS,CODE RANGES,,,
20824,80'S,,1,$393.98 ,$246.79 
,OTHER,,5,"$12,336.72 ","$9,869.38 "
,TOTAL,,6,"$12,730.70 ","$10,116.17 "
20827,80'S,,1,$407.80 ,$326.24 
,OTHER,,17,"$43,139.46 ","$34,386.89 "
,TOTAL,,18,"$43,547.26 ","$34,713.13 "
20900,AS,,261,"$9,299.11 ","$7,428.42 "
,SG,,215,"$61,116.20 ","$47,852.74 "
,80'S,,143,"$5,767.45 ","$4,610.85 "
,OTHER,,"2,204","$560,510.76 ","$444,471.59 "
,TOTAL,,"2,823","$636,693.52 ","$504,363.60 "
20902,AS,,626,"$27,757.37 ","$22,109.36 "
,SG,,112,"$46,475.64 ","$36,850.67 "
,80'S,,489,"$25,892.39 ","$20,451.63 "
,OTHER,,"4,034","$1,326,489.18 ","$1,047,663.52 "
,TOTAL,,"5,261","$1,426,614.58 ","$1,127,075.18 "
20910,SG,,5,"$1,808.98 ","$1,447.19 "
,80'S,,1,$33.67 ,$26.94 
,OTHER,,80,"$19,990.20 ","$15,397.48 "
,TOTAL,,86,"$21,832.85 ","$16,871.61 "
20912,SG,,118,"$36,570.60 ","$28,706.44 "
,80'S,,2,$103.57 ,$82.86 
,OTHER,,503,"$131,371.69 ","$103,445.03 "
,TOTAL,,623,"$168,045.86 ","$132,234.33 "
20920,SG,,12,"$4,465.60 ","$3,572.48 "
,OTHER,,88,"$18,249.68 ","$14,533.23 "
,TOTAL,,100,"$22,715.28 ","$18,105.71 "
20922,AS,,19,$664.03 ,$531.24 
,SG,,12,"$3,255.75 ","$2,604.59 "
,80'S,,27,"$1,026.54 ",$791.51 
,OTHER,,426,"$102,419.06 ","$81,228.18 "
,TOTAL,,484,"$107,365.38 ","$85,155.52 "
20924,AS,,130,"$5,094.19 ","$4,075.41 "
,SG,,176,"$65,340.52 ","$51,996.57 "
,80'S,,40,"$1,781.82 ","$1,374.60 "
,OTHER,,815,"$211,146.18 ","$167,199.15 "
,TOTAL,,"1,161","$283,362.71 ","$224,645.73 "
20926,SG,,453,"$222,714.94 ","$175,185.37 "
,OTHER,,"7,011","$2,410,520.70 ","$1,909,261.34 "
,TOTAL,,"7,464","$2,633,235.64 ","$2,084,446.71 "
20930,OTHER,,2,$218.03 ,$174.44 
,TOTAL,,2,$218.03 ,$174.44 
20931,AS,,11,$151.38 ,$121.09 
,80'S,,2,$32.48 ,$25.98 
,OTHER,,"22,485","$2,233,148.14 ","$1,757,696.80 "
,TOTAL,,"22,498","$2,233,332.00 ","$1,757,843.87 "
20937,AS,,"3,884","$78,322.24 ","$62,250.01 "
,80'S,,"2,669","$65,050.27 ","$51,599.50 "
,OTHER,,"16,272","$2,490,830.87 ","$1,971,421.39 "
,TOTAL,,"22,825","$2,634,203.38 ","$2,085,270.90 "
20938,AS,,752,"$16,656.20 ","$13,277.36 "
,80'S,,931,"$24,202.45 ","$19,153.00 "
,OTHER,,"4,712","$751,832.24 ","$591,845.88 "
,TOTAL,,"6,395","$792,690.89 ","$624,276.24 "
20950,OTHER,,377,"$34,453.49 ","$27,093.39 "
,TOTAL,,377,"$34,453.49 ","$27,093.39 "
20955,AS,,1,$367.68 ,$294.14 
,80'S,,7,"$2,757.80 ","$2,204.02 "
,OTHER,,100,"$231,192.48 ","$183,667.99 "
,TOTAL,,108,"$234,317.96 ","$186,166.15 "
20956,80'S,,3,"$1,350.78 ","$1,080.62 "
,OTHER,,53,"$144,364.57 ","$115,491.65 "
,TOTAL,,56,"$145,715.35 ","$116,572.27 "
20957,OTHER,,3,"$6,764.75 ","$5,411.80 "
,TOTAL,,3,"$6,764.75 ","$5,411.80 "
20962,AS,,2,$680.42 ,$544.34 
,OTHER,,28,"$63,208.32 ","$50,566.64 "
,TOTAL,,30,"$63,888.74 ","$51,110.98 "
20969,AS,,2,$844.50 ,$675.60 
,80'S,,21,"$9,767.80 ","$7,467.36 "
,OTHER,,281,"$765,712.93 ","$610,219.41 "
,TOTAL,,304,"$776,325.23 ","$618,362.37 "
20970,80'S,,2,$939.75 ,$751.80 
,OTHER,,20,"$48,910.49 ","$39,128.39 "
,TOTAL,,22,"$49,850.24 ","$39,880.19 "
20972,OTHER,,4,"$8,348.17 ","$3,461.53 "
,TOTAL,,4,"$8,348.17 ","$3,461.53 "
20973,OTHER,,1,$300.00 ,$240.00 
,TOTAL,,1,$300.00 ,$240.00 
20974,OTHER,,"2,439","$125,555.24 ","$97,680.18 "
,TOTAL,,"2,439","$125,555.24 ","$97,680.18 "
20975,AS,,290,"$6,918.13 ","$5,523.38 "
,SG,,9,"$2,320.65 ","$1,856.51 "
,80'S,,223,"$6,231.05 ","$4,905.44 "
,OTHER,,"1,730","$307,861.37 ","$243,170.26 "
,TOTAL,,"2,252","$323,331.20 ","$255,455.59 "
20979,OTHER,,545,"$31,053.69 ","$24,435.60 "
,TOTAL,,545,"$31,053.69 ","$24,435.60 "
20982,AS,,1,$55.68 ,$44.54 
,OTHER,,106,"$58,208.49 ","$46,478.76 "
,TOTAL,,107,"$58,264.17 ","$46,523.30 "
20999,AS,,5,$178.16 ,$142.53 
,80'S,,8,$710.38 ,$568.29 
,OTHER,,451,"$98,281.24 ","$78,368.37 "
,TOTAL,,464,"$99,169.78 ","$79,079.19 "
21010,80'S,,1,$169.74 ,$135.79 
,OTHER,,15,"$6,028.10 ","$4,806.46 "
,TOTAL,,16,"$6,197.84 ","$4,942.25 "
21015,SG,,466,"$200,161.85 ","$158,476.69 "
,OTHER,,"3,859","$1,121,026.00 ","$888,643.75 "
,TOTAL,,"4,325","$1,321,187.85 ","$1,047,120.44 "
21025,SG,,29,"$11,063.24 ","$8,850.60 "
,OTHER,,"1,323","$856,393.99 ","$673,688.94 "
,TOTAL,,"1,352","$867,457.23 ","$682,539.54 "
21026,SG,,37,"$12,623.23 ","$9,513.07 "
,OTHER,,488,"$179,226.59 ","$140,538.77 "
,TOTAL,,525,"$191,849.82 ","$150,051.84 "
21029,SG,,15,"$5,956.26 ","$4,677.00 "
,80'S,,2,$145.49 ,$116.39 
,OTHER,,114,"$57,550.71 ","$44,729.50 "
,TOTAL,,131,"$63,652.46 ","$49,522.89 "
21030,OTHER,,"1,532","$565,095.50 ","$442,830.84 "
,TOTAL,,"1,532","$565,095.50 ","$442,830.84 "
21031,OTHER,,"1,009","$244,087.05 ","$189,694.27 "
,TOTAL,,"1,009","$244,087.05 ","$189,694.27 "
21032,OTHER,,332,"$91,733.92 ","$70,701.84 "
,TOTAL,,332,"$91,733.92 ","$70,701.84 "
21034,AS,,1,$105.41 ,$84.33 
,SG,,6,"$2,799.43 ","$2,239.54 "
,80'S,,9,"$1,297.86 ","$1,038.28 "
,OTHER,,164,"$155,165.91 ","$122,544.19 "
,TOTAL,,180,"$159,368.61 ","$125,906.34 "
21040,SG,,36,"$14,739.10 ","$11,655.35 "
,OTHER,,"1,698","$643,474.99 ","$505,492.36 "
,TOTAL,,"1,734","$658,214.09 ","$517,147.71 "
21044,AS,,3,$241.99 ,$193.59 
,SG,,6,"$2,658.33 ","$2,126.67 "
,80'S,,23,"$2,417.15 ","$1,933.71 "
,OTHER,,269,"$170,037.18 ","$135,550.90 "
,TOTAL,,301,"$175,354.65 ","$139,804.87 "
21045,AS,,1,$153.10 ,$122.48 
,80'S,,41,"$6,202.83 ","$4,948.78 "
,OTHER,,299,"$279,076.10 ","$221,226.12 "
,TOTAL,,341,"$285,432.03 ","$226,297.38 "
21046,AS,,1,$130.32 ,$104.26 
,SG,,14,"$6,061.71 ","$4,849.40 "
,80'S,,3,$414.03 ,$331.23 
,OTHER,,618,"$340,208.57 ","$269,711.27 "
,TOTAL,,636,"$346,814.63 ","$274,996.16 "
21047,AS,,1,$84.12 ,$67.30 
,80'S,,7,"$1,247.76 ",$998.21 
,OTHER,,109,"$125,765.94 ","$99,401.01 "
,TOTAL,,117,"$127,097.82 ","$100,466.52 "
21048,80'S,,2,$350.38 ,$280.31 
,OTHER,,186,"$160,529.35 ","$126,188.02 "
,TOTAL,,188,"$160,879.73 ","$126,468.33 "
21049,AS,,1,$160.61 ,$128.49 
,80'S,,2,$379.65 ,$303.72 
,OTHER,,25,"$28,239.44 ","$22,591.56 "
,TOTAL,,28,"$28,779.70 ","$23,023.77 "
21050,SG,,1,$264.35 ,$211.48 
,80'S,,3,$266.62 ,$202.32 
,OTHER,,18,"$11,301.77 ","$8,624.18 "
,TOTAL,,22,"$11,832.74 ","$9,037.98 "
21060,80'S,,29,"$1,337.50 ","$1,065.32 "
,OTHER,,27,"$15,904.43 ","$12,723.56 "
,TOTAL,,56,"$17,241.93 ","$13,788.88 "
21070,80'S,,3,$212.69 ,$170.16 
,OTHER,,59,"$31,126.45 ","$24,342.52 "
,TOTAL,,62,"$31,339.14 ","$24,512.68 "
21076,OTHER,,325,"$299,933.75 ","$238,442.60 "
,TOTAL,,325,"$299,933.75 ","$238,442.60 "
21077,OTHER,,46,"$116,542.58 ","$91,472.22 "
,TOTAL,,46,"$116,542.58 ","$91,472.22 "
21079,OTHER,,416,"$646,592.00 ","$515,828.02 "
,TOTAL,,416,"$646,592.00 ","$515,828.02 "
21080,OTHER,,529,"$953,942.51 ","$758,743.55 "
,TOTAL,,529,"$953,942.51 ","$758,743.55 "
21081,80'S,,2,"$1,932.18 ","$1,545.74 "
,OTHER,,236,"$396,745.35 ","$315,050.93 "
,TOTAL,,238,"$398,677.53 ","$316,596.67 "
21082,OTHER,,109,"$143,530.90 ","$113,017.00 "
,TOTAL,,109,"$143,530.90 ","$113,017.00 "
21083,OTHER,,73,"$106,330.15 ","$84,946.71 "
,TOTAL,,73,"$106,330.15 ","$84,946.71 "
21084,OTHER,,77,"$118,206.29 ","$94,477.02 "
,TOTAL,,77,"$118,206.29 ","$94,477.02 "
21085,80'S,,1,$47.65 ,$38.12 
,OTHER,,"1,183","$716,359.90 ","$568,718.72 "
,TOTAL,,"1,184","$716,407.55 ","$568,756.84 "
21086,OTHER,,129,"$259,873.04 ","$207,261.71 "
,TOTAL,,129,"$259,873.04 ","$207,261.71 "
21087,OTHER,,158,"$274,502.26 ","$218,798.07 "
,TOTAL,,158,"$274,502.26 ","$218,798.07 "
21088,OTHER,,36,"$148,325.85 ","$116,570.21 "
,TOTAL,,36,"$148,325.85 ","$116,570.21 "
21089,OTHER,,874,"$545,921.71 ","$432,565.00 "
,TOTAL,,874,"$545,921.71 ","$432,565.00 "
21100,OTHER,,17,"$3,039.39 ","$2,363.51 "
,TOTAL,,17,"$3,039.39 ","$2,363.51 "
21110,OTHER,,613,"$294,881.08 ","$231,327.28 "
,TOTAL,,613,"$294,881.08 ","$231,327.28 "
21116,OTHER,,101,"$12,362.57 ","$9,539.94 "
,TOTAL,,101,"$12,362.57 ","$9,539.94 "
21120,OTHER,,17,"$5,756.20 ","$4,423.33 "
,TOTAL,,17,"$5,756.20 ","$4,423.33 "
21121,SG,,1,"$1,025.58 ",$820.46 
,80'S,,2,$90.22 ,$72.17 
,OTHER,,11,"$6,120.89 ","$4,639.63 "
,TOTAL,,14,"$7,236.69 ","$5,532.26 "
21122,OTHER,,1,$347.61 ,$278.09 
,TOTAL,,1,$347.61 ,$278.09 
21123,OTHER,,4,"$2,254.15 ","$1,803.32 "
,TOTAL,,4,"$2,254.15 ","$1,803.32 "
21125,OTHER,,23,"$12,346.82 ","$9,609.46 "
,TOTAL,,23,"$12,346.82 ","$9,609.46 "
21127,SG,,1,"$1,271.01 ","$1,016.81 "
,80'S,,1,$63.77 ,$51.02 
,OTHER,,10,"$8,223.73 ","$6,578.99 "
,TOTAL,,12,"$9,558.51 ","$7,646.82 "
21137,80'S,,1,$60.84 ,$48.67 
,OTHER,,13,"$7,113.47 ","$5,690.76 "
,TOTAL,,14,"$7,174.31 ","$5,739.43 "
21138,80'S,,1,$73.51 ,$58.81 
,OTHER,,9,"$6,048.42 ","$4,653.46 "
,TOTAL,,10,"$6,121.93 ","$4,712.27 "
21139,OTHER,,1,$450.00 ,$360.00 
,TOTAL,,1,$450.00 ,$360.00 
21141,80'S,,4,$608.07 ,$486.46 
,OTHER,,22,"$21,019.89 ","$16,129.67 "
,TOTAL,,26,"$21,627.96 ","$16,616.13 "
21142,80'S,,2,$424.91 ,$339.92 
,OTHER,,5,"$3,387.24 ","$2,709.79 "
,TOTAL,,7,"$3,812.15 ","$3,049.71 "
21145,80'S,,2,$434.92 ,$347.94 
,OTHER,,6,"$8,045.65 ","$6,436.51 "
,TOTAL,,8,"$8,480.57 ","$6,784.45 "
21147,80'S,,1,$220.07 ,$176.06 
,OTHER,,4,"$5,135.94 ","$2,900.72 "
,TOTAL,,5,"$5,356.01 ","$3,076.78 "
21150,OTHER,,4,"$3,591.49 ","$2,873.19 "
,TOTAL,,4,"$3,591.49 ","$2,873.19 "
21154,OTHER,,3,"$4,902.76 ","$3,922.21 "
,TOTAL,,3,"$4,902.76 ","$3,922.21 "
21160,80'S,,1,$485.66 ,$388.53 
,OTHER,,2,$494.27 ,$395.42 
,TOTAL,,3,$979.93 ,$783.95 
21172,80'S,,1,$281.22 ,$224.98 
,OTHER,,19,"$20,933.10 ","$16,584.43 "
,TOTAL,,20,"$21,214.32 ","$16,809.41 "
21175,OTHER,,5,"$5,317.95 ","$4,166.36 "
,TOTAL,,5,"$5,317.95 ","$4,166.36 "
21179,80'S,,3,$478.31 ,$382.64 
,OTHER,,12,"$16,433.77 ","$12,309.13 "
,TOTAL,,15,"$16,912.08 ","$12,691.77 "
21180,OTHER,,7,"$9,944.62 ","$6,903.19 "
,TOTAL,,7,"$9,944.62 ","$6,903.19 "
21181,AS,,1,$47.89 ,$38.31 
,SG,,2,"$1,586.70 ","$1,269.36 "
,OTHER,,9,"$4,732.41 ","$3,758.62 "
,TOTAL,,12,"$6,367.00 ","$5,066.29 "
21182,80'S,,2,$587.12 ,$469.70 
,OTHER,,27,"$49,103.68 ","$37,065.08 "
,TOTAL,,29,"$49,690.80 ","$37,534.78 "
21183,OTHER,,4,"$7,132.65 ","$5,706.12 "
,TOTAL,,4,"$7,132.65 ","$5,706.12 "
21184,OTHER,,1,"$2,443.81 ","$1,955.05 "
,TOTAL,,1,"$2,443.81 ","$1,955.05 "
21188,OTHER,,15,"$19,986.89 ","$15,989.52 "
,TOTAL,,15,"$19,986.89 ","$15,989.52 "
21193,80'S,,4,$654.10 ,$523.29 
,OTHER,,44,"$43,413.41 ","$34,562.47 "
,TOTAL,,48,"$44,067.51 ","$35,085.76 "
21194,80'S,,2,$427.09 ,$341.67 
,OTHER,,15,"$16,548.89 ","$13,239.12 "
,TOTAL,,17,"$16,975.98 ","$13,580.79 "
21195,80'S,,1,$206.99 ,$165.59 
,OTHER,,10,"$10,698.17 ","$8,558.53 "
,TOTAL,,11,"$10,905.16 ","$8,724.12 "
21196,AS,,1,$93.79 ,$75.03 
,80'S,,19,"$2,908.59 ","$2,242.68 "
,OTHER,,93,"$90,007.67 ","$70,536.50 "
,TOTAL,,113,"$93,010.05 ","$72,854.21 "
21198,80'S,,13,"$1,412.07 ","$1,129.65 "
,OTHER,,149,"$98,319.71 ","$78,035.42 "
,TOTAL,,162,"$99,731.78 ","$79,165.07 "
21199,80'S,,9,"$1,155.06 ",$924.03 
,OTHER,,91,"$82,422.61 ","$62,924.67 "
,TOTAL,,100,"$83,577.67 ","$63,848.70 "
21206,80'S,,1,$80.67 ,$64.54 
,OTHER,,40,"$20,072.47 ","$15,646.95 "
,TOTAL,,41,"$20,153.14 ","$15,711.49 "
21208,SG,,10,"$9,730.86 ","$7,784.70 "
,80'S,,5,$470.01 ,$376.00 
,OTHER,,146,"$78,192.00 ","$62,165.67 "
,TOTAL,,161,"$88,392.87 ","$70,326.37 "
21209,SG,,3,"$2,111.82 ","$1,689.45 "
,80'S,,8,$457.14 ,$362.12 
,OTHER,,47,"$18,603.55 ","$14,143.57 "
,TOTAL,,58,"$21,172.51 ","$16,195.14 "
21210,SG,,23,"$15,872.48 ","$12,151.97 "
,OTHER,,658,"$552,398.18 ","$436,102.72 "
,TOTAL,,681,"$568,270.66 ","$448,254.69 "
21215,SG,,6,"$5,948.07 ","$4,758.44 "
,OTHER,,453,"$422,250.45 ","$334,355.64 "
,TOTAL,,459,"$428,198.52 ","$339,114.08 "
21230,SG,,7,"$5,989.58 ","$4,791.67 "
,OTHER,,76,"$42,331.26 ","$33,627.91 "
,TOTAL,,83,"$48,320.84 ","$38,419.58 "
21235,SG,,468,"$423,413.01 ","$334,327.53 "
,OTHER,,"2,616","$792,323.63 ","$627,969.11 "
,TOTAL,,"3,084","$1,215,736.64 ","$962,296.64 "
21240,SG,,10,"$6,311.25 ","$4,961.01 "
,80'S,,29,"$4,809.53 ","$3,821.30 "
,OTHER,,159,"$165,456.97 ","$131,442.47 "
,TOTAL,,198,"$176,577.75 ","$140,224.78 "
21242,AS,,1,$134.83 ,$107.86 
,80'S,,4,$762.00 ,$609.60 
,OTHER,,24,"$23,388.88 ","$18,711.11 "
,TOTAL,,29,"$24,285.71 ","$19,428.57 "
21243,AS,,1,$213.01 ,$170.41 
,80'S,,2,$495.57 ,$396.46 
,OTHER,,53,"$90,420.65 ","$69,234.05 "
,TOTAL,,56,"$91,129.23 ","$69,800.92 "
21244,AS,,1,$131.24 ,$104.99 
,80'S,,43,"$4,641.10 ","$3,701.63 "
,OTHER,,311,"$175,909.76 ","$140,016.11 "
,TOTAL,,355,"$180,682.10 ","$143,822.73 "
21245,AS,,1,$112.78 ,$90.22 
,80'S,,3,$258.02 ,$206.42 
,OTHER,,52,"$29,736.62 ","$23,789.25 "
,TOTAL,,56,"$30,107.42 ","$24,085.89 "
21246,SG,,1,$987.80 ,$790.24 
,80'S,,3,$217.12 ,$173.70 
,OTHER,,21,"$12,203.48 ","$9,762.78 "
,TOTAL,,25,"$13,408.40 ","$10,726.72 "
21247,OTHER,,10,"$12,703.05 ","$10,162.44 "
,TOTAL,,10,"$12,703.05 ","$10,162.44 "
21248,SG,,2,"$2,023.87 ","$1,619.10 "
,OTHER,,266,"$175,506.24 ","$139,046.77 "
,TOTAL,,268,"$177,530.11 ","$140,665.87 "
21249,80'S,,4,$521.59 ,$417.27 
,OTHER,,68,"$68,724.18 ","$54,859.31 "
,TOTAL,,72,"$69,245.77 ","$55,276.58 "
21255,OTHER,,7,"$7,849.85 ","$6,279.89 "
,TOTAL,,7,"$7,849.85 ","$6,279.89 "
21256,OTHER,,34,"$29,301.56 ","$23,346.04 "
,TOTAL,,34,"$29,301.56 ","$23,346.04 "
21267,SG,,3,"$3,079.00 ","$2,463.20 "
,OTHER,,10,"$14,955.81 ","$11,964.65 "
,TOTAL,,13,"$18,034.81 ","$14,427.85 "
21268,OTHER,,1,"$1,704.66 ","$1,363.73 "
,TOTAL,,1,"$1,704.66 ","$1,363.73 "
21270,SG,,8,"$4,770.89 ","$3,816.72 "
,80'S,,1,$103.99 ,$83.19 
,OTHER,,40,"$20,191.96 ","$16,145.20 "
,TOTAL,,49,"$25,066.84 ","$20,045.11 "
21275,80'S,,3,$333.98 ,$267.19 
,OTHER,,26,"$17,977.79 ","$14,328.03 "
,TOTAL,,29,"$18,311.77 ","$14,595.22 "
21280,SG,,137,"$92,796.95 ","$73,188.89 "
,OTHER,,340,"$116,603.60 ","$92,724.78 "
,TOTAL,,477,"$209,400.55 ","$165,913.67 "
