CPT only copyright 2015 American Medical Association. All rights reserved.,,,,,,,,
"""2015 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-18033,,,,,,,,
LYMPHATIC,38999,TOTAL,1155,285804.89,223283.09,,,
MALE GENITALIA,54000,OTHER,33,3278.19,2569.23,,,
MALE GENITALIA,54000,TOTAL,33,3278.19,2569.23,,,
MALE GENITALIA,54001,80S,N/A,0,0,,,
MALE GENITALIA,54001,SG,N/A,6881.02,5363.21,,,
MALE GENITALIA,54001,OTHER,2193,395305.24,303304.06,,,
MALE GENITALIA,54001,TOTAL,2201,402186.26,308667.27,,,
MALE GENITALIA,54015,80S,N/A,206.08,161.58000000000001,,,
MALE GENITALIA,54015,OTHER,108,29083.94,22647.3,,,
MALE GENITALIA,54015,TOTAL,113,29290.02,22808.880000000001,,,
MALE GENITALIA,54050,80S,N/A,0,0,,,
MALE GENITALIA,54050,OTHER,833,104002.3,76782.289999999994,,,
MALE GENITALIA,54050,TOTAL,833,104002.3,76782.289999999994,,,
MALE GENITALIA,54055,80S,N/A,0,0,,,
MALE GENITALIA,54055,SG,N/A,35.130000000000003,27.54,,,
MALE GENITALIA,54055,OTHER,633,67063.66,49090.68,,,
MALE GENITALIA,54055,TOTAL,634,67098.790000000008,49118.22,,,
MALE GENITALIA,54056,80S,N/A,0,0,,,
MALE GENITALIA,54056,OTHER,5069,699827.8,509595.11,,,
MALE GENITALIA,54056,TOTAL,5069,699827.8,509595.11,,,
MALE GENITALIA,54057,SG,N/A,655.02,513.54,,,
MALE GENITALIA,54057,OTHER,251,37818.22,27804.19,,,
MALE GENITALIA,54057,TOTAL,252,38473.24,28317.73,,,
MALE GENITALIA,54060,80S,N/A,0,0,,,
MALE GENITALIA,54060,SG,N/A,6406.21,5022.45,,,
MALE GENITALIA,54060,OTHER,1143,217312.67,166430.75,,,
MALE GENITALIA,54060,TOTAL,1152,223718.88,171453.2,,,
MALE GENITALIA,54065,80S,N/A,0,0,,,
MALE GENITALIA,54065,SG,N/A,791.13,620.24,,,
MALE GENITALIA,54065,OTHER,1553,357181.93,270273.45,,,
MALE GENITALIA,54065,TOTAL,1554,357973.06,270893.69,,,
MALE GENITALIA,54100,80S,N/A,0,0,,,
MALE GENITALIA,54100,SG,N/A,6660.77,5222.05,,,
MALE GENITALIA,54100,OTHER,3448,617315.13,465216.7,,,
MALE GENITALIA,54100,TOTAL,3457,623975.9,470438.75,,,
MALE GENITALIA,54105,80S,N/A,0,0,,,
MALE GENITALIA,54105,SG,N/A,950.86,745.48,,,
MALE GENITALIA,54105,OTHER,255,66212.75,51429.64,,,
MALE GENITALIA,54105,TOTAL,256,67163.61,52175.12,,,
MALE GENITALIA,54110,80S,N/A,103.22,80.92,,,
MALE GENITALIA,54110,SG,N/A,1798.9,1410.34,,,
MALE GENITALIA,54110,OTHER,55,34253.120000000003,26715.07,,,
MALE GENITALIA,54110,TOTAL,58,36155.240000000013,28206.33,,,
MALE GENITALIA,54111,80S,N/A,825.2,646.95000000000005,,,
MALE GENITALIA,54111,OTHER,34,25493.14,19748.82,,,
MALE GENITALIA,54111,TOTAL,42,26318.34,20395.77,,,
MALE GENITALIA,54112,80S,N/A,328.35,257.43,,,
MALE GENITALIA,54112,OTHER,53,53359.27,41257.18,,,
MALE GENITALIA,54112,TOTAL,55,53687.62,41514.61,,,
MALE GENITALIA,54115,80S,N/A,57.79,45.31,,,
MALE GENITALIA,54115,SG,N/A,874.24,685.4,,,
MALE GENITALIA,54115,OTHER,40,15777.37,11815,,,
MALE GENITALIA,54115,TOTAL,42,16709.400000000001,12545.71,,,
MALE GENITALIA,54120,80S,73,7008.11,5468.43,,,
MALE GENITALIA,54120,OTHER,481,299120.38,229773.06,,,
MALE GENITALIA,54120,TOTAL,554,306128.49,235241.49,,,
MALE GENITALIA,54125,80S,37,4500.7299999999996,3427.57,,,
MALE GENITALIA,54125,OTHER,163,124883.41,96529.83,,,
MALE GENITALIA,54125,TOTAL,200,129384.14,99957.400000000009,,,
MALE GENITALIA,54130,80S,N/A,574.9,450.72,,,
MALE GENITALIA,54130,OTHER,15,17204.54,13488.36,,,
MALE GENITALIA,54130,TOTAL,18,17779.439999999999,13939.08,,,
MALE GENITALIA,54135,80S,N/A,258.56,202.71,,,
MALE GENITALIA,54135,OTHER,N/A,4724.8,3704.24,,,
MALE GENITALIA,54135,TOTAL,N/A,4983.3600000000006,3906.95,,,
MALE GENITALIA,54150,80S,N/A,0,0,,,
MALE GENITALIA,54150,SG,N/A,4048.04,3173.68,,,
MALE GENITALIA,54150,OTHER,278,63123.64,47727.89,,,
MALE GENITALIA,54150,TOTAL,282,67171.679999999993,50901.57,,,
MALE GENITALIA,54160,80S,N/A,0,0,,,
MALE GENITALIA,54160,OTHER,N/A,995.85,779.53,,,
MALE GENITALIA,54160,TOTAL,N/A,995.85,779.53,,,
MALE GENITALIA,54161,80S,N/A,0,0,,,
MALE GENITALIA,54161,SG,109,107196.9,82070.73,,,
MALE GENITALIA,54161,OTHER,11778,3578106.68,2749292.69,,,
MALE GENITALIA,54161,TOTAL,11887,3685303.58,2831363.42,,,
MALE GENITALIA,54162,SG,N/A,517.25,405.52,,,
MALE GENITALIA,54162,OTHER,409,110293.1,84563.15,,,
MALE GENITALIA,54162,TOTAL,410,110810.35,84968.67,,,
MALE GENITALIA,54163,80S,N/A,0,0,,,
MALE GENITALIA,54163,SG,N/A,1012.01,793.42,,,
MALE GENITALIA,54163,OTHER,283,84028.87,64989.71,,,
MALE GENITALIA,54163,TOTAL,284,85040.87999999999,65783.13,,,
MALE GENITALIA,54164,80S,N/A,0,0,,,
MALE GENITALIA,54164,OTHER,118,26613.81,20365.5,,,
MALE GENITALIA,54164,TOTAL,118,26613.81,20365.5,,,
MALE GENITALIA,54200,OTHER,5669,592880.87,440516.41,,,
MALE GENITALIA,54200,TOTAL,5669,592880.87,440516.41,,,
MALE GENITALIA,54205,OTHER,N/A,3676.97,2882.73,,,
MALE GENITALIA,54205,TOTAL,N/A,3676.97,2882.73,,,
MALE GENITALIA,54220,OTHER,751,107185.12,81718.67,,,
MALE GENITALIA,54220,TOTAL,751,107185.12,81718.67,,,
MALE GENITALIA,54230,OTHER,79,7073.14,4931.8999999999996,,,
MALE GENITALIA,54230,TOTAL,79,7073.14,4931.8999999999996,,,
MALE GENITALIA,54231,OTHER,47,5386.97,4170.07,,,
MALE GENITALIA,54231,TOTAL,47,5386.97,4170.07,,,
MALE GENITALIA,54235,80S,N/A,0,0,,,
MALE GENITALIA,54235,OTHER,18011,1565342.94,1168543.68,,,
MALE GENITALIA,54235,TOTAL,18011,1565342.94,1168543.68,,,
MALE GENITALIA,54240,OTHER,195,20064.66,15502.76,,,
MALE GENITALIA,54240,TOTAL,195,20064.66,15502.76,,,
MALE GENITALIA,54250,OTHER,78,10916.9,8546.0499999999993,,,
MALE GENITALIA,54250,TOTAL,78,10916.9,8546.0499999999993,,,
MALE GENITALIA,54300,80S,18,1156.06,906.34,,,
MALE GENITALIA,54300,OTHER,168,94068,73061.14,,,
MALE GENITALIA,54300,TOTAL,186,95224.06,73967.48,,,
MALE GENITALIA,54304,OTHER,18,13794.03,10158.18,,,
MALE GENITALIA,54304,TOTAL,18,13794.03,10158.18,,,
MALE GENITALIA,54308,OTHER,N/A,1797.76,1409.44,,,
MALE GENITALIA,54308,TOTAL,N/A,1797.76,1409.44,,,
MALE GENITALIA,54318,OTHER,N/A,378.22,296.52999999999997,,,
MALE GENITALIA,54318,TOTAL,N/A,378.22,296.52999999999997,,,
MALE GENITALIA,54322,80S,N/A,0,0,,,
MALE GENITALIA,54322,OTHER,14,11879.08,9306.99,,,
MALE GENITALIA,54322,TOTAL,14,11879.08,9306.99,,,
MALE GENITALIA,54324,80S,N/A,275.04000000000002,215.63,,,
MALE GENITALIA,54324,OTHER,15,16362.11,12827.88,,,
MALE GENITALIA,54324,TOTAL,17,16637.150000000001,13043.51,,,
MALE GENITALIA,54326,OTHER,N/A,5012.7,3893.35,,,
MALE GENITALIA,54326,TOTAL,N/A,5012.7,3893.35,,,
MALE GENITALIA,54328,OTHER,N/A,1595.6,1250.95,,,
MALE GENITALIA,54328,TOTAL,N/A,1595.6,1250.95,,,
MALE GENITALIA,54332,80S,N/A,138.57,108.64,,,
MALE GENITALIA,54332,OTHER,N/A,5396.09,4221.4799999999996,,,
MALE GENITALIA,54332,TOTAL,N/A,5534.66,4330.12,,,
MALE GENITALIA,54336,OTHER,N/A,2352.8200000000002,1844.62,,,
MALE GENITALIA,54336,TOTAL,N/A,2352.8200000000002,1844.62,,,
MALE GENITALIA,54340,80S,N/A,84.11,65.94,,,
MALE GENITALIA,54340,SG,N/A,1248.24,978.62,,,
MALE GENITALIA,54340,OTHER,N/A,1640.1,1285.8399999999999,,,
MALE GENITALIA,54340,TOTAL,N/A,2972.45,2330.4,,,
MALE GENITALIA,54344,OTHER,N/A,2742.34,2150.0100000000002,,,
MALE GENITALIA,54344,TOTAL,N/A,2742.34,2150.0100000000002,,,
MALE GENITALIA,54348,OTHER,N/A,2125.41,1258.8499999999999,,,
MALE GENITALIA,54348,TOTAL,N/A,2125.41,1258.8499999999999,,,
MALE GENITALIA,54352,80S,N/A,236.53,185.44,,,
MALE GENITALIA,54352,OTHER,N/A,4299.34,3370.68,,,
MALE GENITALIA,54352,TOTAL,N/A,4535.87,3556.12,,,
MALE GENITALIA,54360,80S,88,6093.61,4672.99,,,
MALE GENITALIA,54360,SG,N/A,14300.6,11211.67,,,
MALE GENITALIA,54360,OTHER,911,529421.84,409815.22,,,
MALE GENITALIA,54360,TOTAL,1007,549816.04999999993,425699.87999999989,,,
MALE GENITALIA,54380,OTHER,N/A,781.34,612.57000000000005,,,
MALE GENITALIA,54380,TOTAL,N/A,781.34,612.57000000000005,,,
MALE GENITALIA,54385,OTHER,N/A,2085.04,1634.67,,,
MALE GENITALIA,54385,TOTAL,N/A,2085.04,1634.67,,,
MALE GENITALIA,54390,OTHER,N/A,1470,1152.48,,,
MALE GENITALIA,54390,TOTAL,N/A,1470,1152.48,,,
MALE GENITALIA,54400,80S,N/A,0,0,,,
MALE GENITALIA,54400,OTHER,256,172199.72,134174.66,,,
MALE GENITALIA,54400,TOTAL,256,172199.72,134174.66,,,
MALE GENITALIA,54401,80S,N/A,0,0,,,
MALE GENITALIA,54401,OTHER,116,245311.43,190194.36,,,
MALE GENITALIA,54401,TOTAL,116,245311.43,190194.36,,,
MALE GENITALIA,54405,80S,1075,133839.19,102385.62,,,
MALE GENITALIA,54405,SG,39,437361.05,342891.26,,,
MALE GENITALIA,54405,OTHER,5222,7800508.25,6025598.5199999996,,,
MALE GENITALIA,54405,TOTAL,6336,8371708.4900000002,6470875.3999999994,,,
MALE GENITALIA,54406,80S,89,9688.06,7593.52,,,
MALE GENITALIA,54406,SG,N/A,3570.45,2799.23,,,
MALE GENITALIA,54406,OTHER,794,562181.69999999995,435401.49,,,
MALE GENITALIA,54406,TOTAL,886,575440.21,445794.24,,,
MALE GENITALIA,54408,80S,57,6891.67,5054.8599999999997,,,
MALE GENITALIA,54408,SG,N/A,1907.85,1495.75,,,
MALE GENITALIA,54408,OTHER,349,304257.24,235646.89,,,
MALE GENITALIA,54408,TOTAL,407,313056.76,242197.5,,,
MALE GENITALIA,54410,80S,248,32801.81,24854.57,,,
MALE GENITALIA,54410,SG,N/A,31094.42,24378.03,,,
MALE GENITALIA,54410,OTHER,1365,1921394.51,1486138.56,,,
MALE GENITALIA,54410,TOTAL,1616,1985290.74,1535371.16,,,
MALE GENITALIA,54411,80S,19,3019.51,2367.3000000000002,,,
MALE GENITALIA,54411,OTHER,120,118812.07,92560.87,,,
MALE GENITALIA,54411,TOTAL,139,121831.58,94928.17,,,
MALE GENITALIA,54415,80S,11,823.97,645.33000000000004,,,
MALE GENITALIA,54415,OTHER,163,87689.73,67870.13,,,
MALE GENITALIA,54415,TOTAL,174,88513.7,68515.460000000006,,,
MALE GENITALIA,54416,80S,23,2581.87,2029.08,,,
MALE GENITALIA,54416,OTHER,111,169045.75,123523.47,,,
MALE GENITALIA,54416,TOTAL,134,171627.62,125552.55,,,
MALE GENITALIA,54417,80S,N/A,431.6,338.37,,,
MALE GENITALIA,54417,OTHER,29,25318.9,19644.29,,,
MALE GENITALIA,54417,TOTAL,32,25750.5,19982.66,,,
MALE GENITALIA,54420,80S,N/A,158.30000000000001,124.11,,,
MALE GENITALIA,54420,OTHER,39,27077.8,21228.98,,,
MALE GENITALIA,54420,TOTAL,41,27236.1,21353.09,,,
MALE GENITALIA,54430,80S,N/A,516.5,404.94,,,
MALE GENITALIA,54430,OTHER,75,47938.46,37541.120000000003,,,
MALE GENITALIA,54430,TOTAL,80,48454.96,37946.06,,,
MALE GENITALIA,54435,80S,N/A,0,0,,,
MALE GENITALIA,54435,OTHER,88,35515.64,27420.01,,,
MALE GENITALIA,54435,TOTAL,88,35515.64,27420.01,,,
MALE GENITALIA,54440,80S,N/A,1229.1099999999999,963.62,,,
MALE GENITALIA,54440,OTHER,119,84643.18,65790.63,,,
MALE GENITALIA,54440,TOTAL,127,85872.29,66754.25,,,
MALE GENITALIA,54450,80S,N/A,0,0,,,
MALE GENITALIA,54450,OTHER,2611,157651.35999999999,120466.28,,,
MALE GENITALIA,54450,TOTAL,2611,157651.35999999999,120466.28,,,
MALE GENITALIA,54500,OTHER,24,2449.75,1920.59,,,
MALE GENITALIA,54500,TOTAL,24,2449.75,1920.59,,,
MALE GENITALIA,54505,80S,N/A,0,0,,,
MALE GENITALIA,54505,OTHER,62,16222.99,12486.86,,,
MALE GENITALIA,54505,TOTAL,62,16222.99,12486.86,,,
MALE GENITALIA,54512,80S,N/A,0,0,,,
MALE GENITALIA,54512,SG,N/A,469.22,367.87,,,
MALE GENITALIA,54512,OTHER,167,95157.95,72855.37,,,
MALE GENITALIA,54512,TOTAL,168,95627.17,73223.239999999991,,,
MALE GENITALIA,54520,80S,N/A,0,0,,,
MALE GENITALIA,54520,SG,12,12384.09,9593.8799999999992,,,
MALE GENITALIA,54520,OTHER,2627,1037607.09,802305.33,,,
MALE GENITALIA,54520,TOTAL,2639,1049991.18,811899.21,,,
MALE GENITALIA,54522,80S,N/A,420.98,329.24,,,
MALE GENITALIA,54522,OTHER,73,40156.629999999997,31059.11,,,
MALE GENITALIA,54522,TOTAL,78,40577.61,31388.35,,,
MALE GENITALIA,54530,80S,77,5894.02,4519.43,,,
MALE GENITALIA,54530,SG,N/A,4431.63,3474.4,,,
MALE GENITALIA,54530,OTHER,1302,767507.41,593008.72,,,
MALE GENITALIA,54530,TOTAL,1382,777833.06,601002.55000000005,,,
MALE GENITALIA,54535,80S,N/A,368.71,289.07,,,
MALE GENITALIA,54535,OTHER,24,15789.06,12350.57,,,
MALE GENITALIA,54535,TOTAL,28,16157.77,12639.64,,,
MALE GENITALIA,54550,OTHER,56,25448.3,19589.53,,,
MALE GENITALIA,54550,TOTAL,56,25448.3,19589.53,,,
MALE GENITALIA,54600,OTHER,44,18949.68,14362.31,,,
MALE GENITALIA,54600,TOTAL,44,18949.68,14362.31,,,
MALE GENITALIA,54620,80S,N/A,0,0,,,
MALE GENITALIA,54620,OTHER,40,8809.25,6468.74,,,
MALE GENITALIA,54620,TOTAL,40,8809.25,6468.74,,,
MALE GENITALIA,54640,80S,N/A,271.19,212.3,,,
MALE GENITALIA,54640,SG,N/A,1595.84,1251.1400000000001,,,
MALE GENITALIA,54640,OTHER,286,153347.09,116787.86,,,
MALE GENITALIA,54640,TOTAL,292,155214.12,118251.3,,,
MALE GENITALIA,54650,80S,N/A,63.34,49.66,,,
MALE GENITALIA,54650,OTHER,N/A,3200.53,2509.21,,,
MALE GENITALIA,54650,TOTAL,N/A,3263.87,2558.87,,,
MALE GENITALIA,54660,80S,N/A,0,0,,,
MALE GENITALIA,54660,OTHER,22,9848.2000000000007,7718.91,,,
MALE GENITALIA,54660,TOTAL,22,9848.2000000000007,7718.91,,,
MALE GENITALIA,54670,OTHER,11,3543.81,2774.93,,,
MALE GENITALIA,54670,TOTAL,11,3543.81,2774.93,,,
MALE GENITALIA,54680,80S,N/A,1111.25,871.22,,,
MALE GENITALIA,54680,OTHER,47,39696.35,31121.91,,,
MALE GENITALIA,54680,TOTAL,56,40807.599999999999,31993.13,,,
MALE GENITALIA,54690,80S,N/A,367.4,288.05,,,
MALE GENITALIA,54690,OTHER,21,14717.73,11429.85,,,
MALE GENITALIA,54690,TOTAL,25,15085.13,11717.9,,,
MALE GENITALIA,54692,OTHER,N/A,2252.5300000000002,1765.98,,,
MALE GENITALIA,54692,TOTAL,N/A,2252.5300000000002,1765.98,,,
MALE GENITALIA,54699,OTHER,N/A,1879.89,1473.83,,,
MALE GENITALIA,54699,TOTAL,N/A,1879.89,1473.83,,,
MALE GENITALIA,54700,80S,N/A,0,0,,,
MALE GENITALIA,54700,SG,N/A,1970.89,1545.18,,,
MALE GENITALIA,54700,OTHER,1780,376021.16,288098.45,,,
MALE GENITALIA,54700,TOTAL,1782,377992.05,289643.63,,,
MALE GENITALIA,54800,OTHER,N/A,132.07,103.55,,,
MALE GENITALIA,54800,TOTAL,N/A,132.07,103.55,,,
MALE GENITALIA,54830,80S,N/A,170.11,133.37,,,
MALE GENITALIA,54830,SG,N/A,469.22,367.87,,,
MALE GENITALIA,54830,OTHER,412,169747.08,130608.21,,,
MALE GENITALIA,54830,TOTAL,416,170386.41,131109.45000000001,,,
MALE GENITALIA,54840,80S,N/A,0,0,,,
MALE GENITALIA,54840,SG,33,26592.14,20710.54,,,
MALE GENITALIA,54840,OTHER,2665,1035862.74,795271.88,,,
MALE GENITALIA,54840,TOTAL,2698,1062454.8799999999,815982.42,,,
MALE GENITALIA,54860,80S,N/A,0,0,,,
MALE GENITALIA,54860,SG,N/A,4181.96,3278.67,,,
MALE GENITALIA,54860,OTHER,610,294189.59999999998,226254.68,,,
MALE GENITALIA,54860,TOTAL,615,298371.56,229533.35,,,
MALE GENITALIA,54861,80S,N/A,76.97,60.35,,,
MALE GENITALIA,54861,OTHER,63,36530.46,28490.53,,,
MALE GENITALIA,54861,TOTAL,64,36607.43,28550.880000000001,,,
MALE GENITALIA,54865,80S,N/A,0,0,,,
MALE GENITALIA,54865,OTHER,21,7768.5,6104.28,,,
MALE GENITALIA,54865,TOTAL,21,7768.5,6104.28,,,
MALE GENITALIA,54900,OTHER,N/A,0,0,,,
MALE GENITALIA,54900,TOTAL,N/A,0,0,,,
MALE GENITALIA,54901,OTHER,N/A,1039.03,753.12,,,
MALE GENITALIA,54901,TOTAL,N/A,1039.03,753.12,,,
MALE GENITALIA,55000,80S,N/A,0,0,,,
MALE GENITALIA,55000,SG,N/A,189.62,99.93,,,
MALE GENITALIA,55000,OTHER,3906,444505.52,320341.62,,,
MALE GENITALIA,55000,TOTAL,3910,444695.14,320441.55,,,
MALE GENITALIA,55040,80S,N/A,0,0,,,
MALE GENITALIA,55040,SG,80,114157.3,88456.71,,,
MALE GENITALIA,55040,OTHER,7025,3571269.32,2741389.01,,,
MALE GENITALIA,55040,TOTAL,7105,3685426.62,2829845.72,,,
MALE GENITALIA,55041,80S,N/A,0,0,,,
MALE GENITALIA,55041,SG,N/A,10244.69,8031.84,,,
MALE GENITALIA,55041,OTHER,843,551612.86,426348.02,,,
MALE GENITALIA,55041,TOTAL,850,561857.54999999993,434379.86,,,
MALE GENITALIA,55060,80S,11,500.97,392.77,,,
MALE GENITALIA,55060,SG,N/A,8508.67,6670.82,,,
MALE GENITALIA,55060,OTHER,1218,573254.51,439966.34,,,
MALE GENITALIA,55060,TOTAL,1239,582264.15,447029.93000000011,,,
MALE GENITALIA,55100,80S,N/A,0,0,,,
MALE GENITALIA,55100,SG,N/A,480.2,376.48,,,
MALE GENITALIA,55100,OTHER,1628,276729.88,210579.34,,,
MALE GENITALIA,55100,TOTAL,1629,277210.08,210955.82,,,
MALE GENITALIA,55110,80S,N/A,0,0,,,
MALE GENITALIA,55110,OTHER,459,172984.67,132170.29999999999,,,
MALE GENITALIA,55110,TOTAL,459,172984.67,132170.29999999999,,,
MALE GENITALIA,55120,80S,N/A,0,0,,,
MALE GENITALIA,55120,OTHER,102,35113.870000000003,27155.33,,,
MALE GENITALIA,55120,TOTAL,102,35113.870000000003,27155.33,,,
MALE GENITALIA,55150,80S,22,1443.65,1131.46,,,
MALE GENITALIA,55150,SG,N/A,1080.92,251.17,,,
MALE GENITALIA,55150,OTHER,453,208422.99,160571.76999999999,,,
MALE GENITALIA,55150,TOTAL,476,210947.56,161954.4,,,
MALE GENITALIA,55175,80S,N/A,239.75,187.97,,,
MALE GENITALIA,55175,OTHER,395,133377.88,104479.35,,,
MALE GENITALIA,55175,TOTAL,401,133617.63,104667.32,,,
MALE GENITALIA,55180,80S,N/A,627.84,492.21,,,
MALE GENITALIA,55180,SG,N/A,990.61,776.64,,,
MALE GENITALIA,55180,OTHER,195,104280.16,81475.539999999994,,,
MALE GENITALIA,55180,TOTAL,203,105898.61,82744.39,,,
MALE GENITALIA,55200,80S,N/A,0,0,,,
MALE GENITALIA,55200,OTHER,N/A,1348.15,1026.3,,,
MALE GENITALIA,55200,TOTAL,N/A,1348.15,1026.3,,,
MALE GENITALIA,55250,80S,N/A,0,0,,,
MALE GENITALIA,55250,SG,N/A,938.43,238.87,,,
MALE GENITALIA,55250,OTHER,80,29959.279999999999,22795.75,,,
MALE GENITALIA,55250,TOTAL,81,30897.71,23034.62,,,
MALE GENITALIA,55300,OTHER,N/A,491.77,385.54,,,
MALE GENITALIA,55300,TOTAL,N/A,491.77,385.54,,,
MALE GENITALIA,55400,OTHER,N/A,4684.92,3672.37,,,
MALE GENITALIA,55400,TOTAL,N/A,4684.92,3672.37,,,
MALE GENITALIA,55450,OTHER,N/A,2712.59,2126.67,,,
MALE GENITALIA,55450,TOTAL,N/A,2712.59,2126.67,,,
MALE GENITALIA,55500,80S,N/A,166.74,130.72,,,
MALE GENITALIA,55500,SG,N/A,1578.75,1237.74,,,
MALE GENITALIA,55500,OTHER,422,201432.79,155841.91,,,
MALE GENITALIA,55500,TOTAL,428,203178.28,157210.37,,,
MALE GENITALIA,55520,80S,284,10833.89,8360.06,,,
MALE GENITALIA,55520,SG,N/A,4460.8599999999997,3497.31,,,
MALE GENITALIA,55520,OTHER,3674,1090645.99,845655.99,,,
MALE GENITALIA,55520,TOTAL,3967,1105940.74,857513.3600000001,,,
MALE GENITALIA,55530,80S,N/A,0,0,,,
MALE GENITALIA,55530,SG,N/A,1095.8599999999999,834.06,,,
MALE GENITALIA,55530,OTHER,176,72932.460000000006,55241.32,,,
MALE GENITALIA,55530,TOTAL,177,74028.320000000007,56075.38,,,
MALE GENITALIA,55535,80S,N/A,33.58,26.32,,,
MALE GENITALIA,55535,OTHER,26,12749.58,9993.81,,,
MALE GENITALIA,55535,TOTAL,27,12783.16,10020.129999999999,,,
MALE GENITALIA,55540,80S,N/A,0,0,,,
MALE GENITALIA,55540,SG,N/A,1447.77,1135.06,,,
MALE GENITALIA,55540,OTHER,87,49474.44,38347.06,,,
MALE GENITALIA,55540,TOTAL,88,50922.21,39482.120000000003,,,
MALE GENITALIA,55550,80S,N/A,297.02999999999997,232.35,,,
MALE GENITALIA,55550,OTHER,16,10701.04,8386.35,,,
MALE GENITALIA,55550,TOTAL,21,10998.07,8618.7000000000007,,,
MALE GENITALIA,55559,80S,N/A,323.27999999999997,253.45,,,
MALE GENITALIA,55559,OTHER,28,10441.629999999999,8177.51,,,
MALE GENITALIA,55559,TOTAL,35,10764.91,8430.9600000000009,,,
MALE GENITALIA,55600,OTHER,71,34338.03,26598.080000000002,,,
MALE GENITALIA,55600,TOTAL,71,34338.03,26598.080000000002,,,
MALE GENITALIA,55605,OTHER,N/A,0,0,,,
MALE GENITALIA,55605,TOTAL,N/A,0,0,,,
MALE GENITALIA,55650,80S,15,1087.72,850.17,,,
MALE GENITALIA,55650,OTHER,59,31669.35,24695.74,,,
MALE GENITALIA,55650,TOTAL,74,32757.07,25545.91,,,
MALE GENITALIA,55680,OTHER,N/A,845.48,662.86,,,
MALE GENITALIA,55680,TOTAL,N/A,845.48,662.86,,,
MALE GENITALIA,55700,80S,N/A,0,0,,,
MALE GENITALIA,55700,SG,1321,1044084.24,806244.76,,,
MALE GENITALIA,55700,OTHER,153281,39539393.880000003,29911278.309999999,,,
MALE GENITALIA,55700,TOTAL,154602,40583478.119999997,30717523.07,,,
MALE GENITALIA,55705,OTHER,130,50617.23,39308.43,,,
MALE GENITALIA,55705,TOTAL,130,50617.23,39308.43,,,
MALE GENITALIA,55706,80S,15,927.41,725.63,,,
MALE GENITALIA,55706,SG,100,79507.47,61442.65,,,
MALE GENITALIA,55706,OTHER,1496,654638.06000000006,504206.06,,,
MALE GENITALIA,55706,TOTAL,1611,735072.94000000006,566374.34,,,
MALE GENITALIA,55720,OTHER,21,9090.99,7007.36,,,
MALE GENITALIA,55720,TOTAL,21,9090.99,7007.36,,,
MALE GENITALIA,55725,80S,N/A,102.06,80.02,,,
MALE GENITALIA,55725,OTHER,12,7025.31,5502.41,,,
MALE GENITALIA,55725,TOTAL,13,7127.3700000000008,5582.43,,,
MALE GENITALIA,55801,80S,N/A,589.17999999999995,461.91,,,
MALE GENITALIA,55801,OTHER,27,24236.83,18167.060000000001,,,
MALE GENITALIA,55801,TOTAL,31,24826.01,18628.97,,,
MALE GENITALIA,55810,80S,46,9037.6200000000008,6928.09,,,
MALE GENITALIA,55810,OTHER,130,168153.4,126878.21,,,
MALE GENITALIA,55810,TOTAL,176,177191.02,133806.29999999999,,,
MALE GENITALIA,55812,80S,N/A,884.25,693.25,,,
MALE GENITALIA,55812,OTHER,N/A,5794.3,4529.62,,,
MALE GENITALIA,55812,TOTAL,N/A,6678.55,5222.87,,,
MALE GENITALIA,55815,80S,N/A,1968.91,1541.42,,,
MALE GENITALIA,55815,OTHER,20,33209.910000000003,25894.13,,,
MALE GENITALIA,55815,TOTAL,27,35178.820000000007,27435.55,,,
MALE GENITALIA,55821,80S,499,68157.64,52436.72,,,
MALE GENITALIA,55821,OTHER,945,825719.96,640846.54,,,
MALE GENITALIA,55821,TOTAL,1444,893877.6,693283.26,,,
MALE GENITALIA,55831,80S,296,44661.43,34975.279999999999,,,
MALE GENITALIA,55831,OTHER,556,537283.18999999994,417798.91,,,
MALE GENITALIA,55831,TOTAL,852,581944.62,452774.18999999989,,,
MALE GENITALIA,55840,80S,519,66424.460000000006,51442.2,,,
MALE GENITALIA,55840,OTHER,1755,1300287.22,1013736.98,,,
MALE GENITALIA,55840,TOTAL,2274,1366711.68,1065179.18,,,
MALE GENITALIA,55842,80S,91,15939.34,12157.1,,,
MALE GENITALIA,55842,OTHER,230,265149.43,204118.25,,,
MALE GENITALIA,55842,TOTAL,321,281088.77,216275.35,,,
MALE GENITALIA,55845,80S,802,167662.73000000001,128897.46,,,
MALE GENITALIA,55845,OTHER,1677,2230459.7999999998,1728461.06,,,
MALE GENITALIA,55845,TOTAL,2479,2398122.5299999998,1857358.52,,,
MALE GENITALIA,55860,80S,N/A,0,0,,,
MALE GENITALIA,55860,SG,N/A,827.12,648.47,,,
MALE GENITALIA,55860,OTHER,39,35679.370000000003,27929.78,,,
MALE GENITALIA,55860,TOTAL,40,36506.490000000013,28578.25,,,
MALE GENITALIA,55862,OTHER,N/A,500,392,,,
MALE GENITALIA,55862,TOTAL,N/A,500,392,,,
MALE GENITALIA,55865,OTHER,N/A,4809.16,3770.35,,,
MALE GENITALIA,55865,TOTAL,N/A,4809.16,3770.35,,,
MALE GENITALIA,55866,80S,5400,1403366.66,1083978.73,,,
MALE GENITALIA,55866,OTHER,14910,26097204.690000001,20119407.239999998,,,
