Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2000,,,,,
Code Range 56405 - 58999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,OTHER,,"28,843","$6,294,187","$4,958,187"
,TOTAL,,"30,591","$7,014,888","$5,528,985"
58140,80'S,,119,"$14,900","$11,697"
,OTHER,,379,"$285,266","$226,143"
,TOTAL,,498,"$300,166","$237,840"
58145,SG,,7,"$4,707","$3,685"
,80'S,,10,$735,$588
,OTHER,,179,"$93,737","$73,437"
,TOTAL,,196,"$99,179","$77,710"
58150,80'S,,"12,045","$1,690,402","$1,337,633"
,OTHER,,"27,825","$23,590,694","$18,682,129"
,TOTAL,,"39,870","$25,281,096","$20,019,761"
58152,80'S,,798,"$117,073","$92,287"
,OTHER,,"1,702","$1,520,088","$1,199,124"
,TOTAL,,"2,500","$1,637,161","$1,291,412"
58180,80'S,,281,"$38,498","$30,429"
,OTHER,,799,"$660,764","$524,474"
,TOTAL,,"1,080","$699,261","$554,903"
58200,80'S,,710,"$143,761","$114,441"
,OTHER,,"2,683","$3,286,642","$2,619,403"
,TOTAL,,"3,393","$3,430,403","$2,733,844"
58210,80'S,,721,"$195,571","$156,014"
,OTHER,,"2,697","$4,370,257","$3,484,255"
,TOTAL,,"3,418","$4,565,827","$3,640,269"
58240,80'S,,81,"$30,884","$24,707"
,OTHER,,273,"$610,729","$488,275"
,TOTAL,,354,"$641,613","$512,982"
58260,80'S,,"5,154","$610,840","$480,453"
,OTHER,,"10,623","$7,676,609","$6,082,244"
,TOTAL,,"15,777","$8,287,450","$6,562,697"
58262,80'S,,"2,001","$260,838","$204,052"
,OTHER,,"4,327","$3,461,351","$2,732,335"
,TOTAL,,"6,328","$3,722,189","$2,936,387"
58263,80'S,,632,"$93,442","$73,810"
,OTHER,,"1,546","$1,369,919","$1,087,128"
,TOTAL,,"2,178","$1,463,360","$1,160,939"
58267,80'S,,346,"$52,711","$41,882"
,OTHER,,752,"$678,424","$539,280"
,TOTAL,,"1,098","$731,136","$581,163"
58270,80'S,,548,"$71,709","$56,327"
,OTHER,,"1,323","$1,066,568","$846,832"
,TOTAL,,"1,871","$1,138,277","$903,159"
58275,80'S,,74,"$10,902","$8,583"
,OTHER,,233,"$201,553","$159,673"
,TOTAL,,307,"$212,455","$168,256"
58280,80'S,,112,"$16,370","$12,743"
,OTHER,,282,"$255,700","$202,777"
,TOTAL,,394,"$272,070","$215,520"
